area_id,area_name,b25061001,b25061001_moe,b25061002,b25061002_moe,b25061003,b25061003_moe,b25061004,b25061004_moe,b25061005,b25061005_moe,b25061006,b25061006_moe,b25061007,b25061007_moe,b25061008,b25061008_moe,b25061009,b25061009_moe,b25061010,b25061010_moe,b25061011,b25061011_moe,b25061012,b25061012_moe,b25061013,b25061013_moe,b25061014,b25061014_moe,b25061015,b25061015_moe,b25061016,b25061016_moe,b25061017,b25061017_moe,b25061018,b25061018_moe,b25061019,b25061019_moe,b25061020,b25061020_moe,b25061021,b25061021_moe,b25061022,b25061022_moe
1,Rogers Park,2203,379,0,48,0,48,157,115,187,129,85,89,51,71,52,77,56,78,0,48,17,53,173,115,175,129,221,129,188,131,94,94,292,153,163,128,128,94,60,70,50,73,54,77
2,West Ridge,1275,306,21,59,0,51,0,51,0,51,0,51,30,69,31,71,30,68,28,69,48,72,0,51,43,74,49,93,133,99,85,90,292,140,24,62,268,165,105,100,88,72,0,51
3,Uptown,1797,359,28,62,21,57,0,48,41,76,20,56,0,48,0,48,0,48,115,101,142,109,160,118,146,118,161,113,158,145,96,94,150,129,209,153,185,110,80,83,59,80,26,62
4,Lincoln Square,836,227,30,61,0,40,0,40,0,40,24,55,0,40,0,40,0,40,0,40,0,40,23,53,74,80,72,79,56,74,105,92,122,106,36,69,199,126,65,81,30,60,0,40
5,North Center,400,154,21,54,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,42,62,26,58,0,43,0,43,19,52,0,43,68,67,95,91,47,56,44,64,38,72
6,Lake View,2596,456,0,66,0,66,0,66,0,66,40,79,0,66,26,76,0,66,0,66,15,70,30,77,35,76,42,77,161,135,87,109,315,182,161,171,426,210,411,183,399,172,448,205
7,Lincoln Park,1154,299,0,51,0,51,0,51,19,58,0,51,34,72,17,54,0,51,40,80,0,51,0,51,0,51,33,73,37,64,71,93,46,71,33,71,136,119,130,108,376,187,182,122
8,Near North Side,2307,470,0,54,0,54,11,56,0,54,0,54,24,65,13,57,106,110,0,54,78,103,0,54,0,54,35,77,0,54,13,58,42,84,9,55,192,140,237,166,840,306,707,282
9,Edison Park,63,72,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,35,59,28,48,0,25,0,25,0,25
10,Norwood Park,132,88,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,12,41,0,39,72,87,48,67,0,39,0,39,0,39,0,39
11,Jefferson Park,236,128,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,34,17,38,73,82,10,32,0,29,65,71,34,60,0,29,24,48,0,29
12,Forest Glen,65,65,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,44,29,53,0,29,0,29,0,29,14,35,0,29
13,North Park,51,52,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,37,0,27,34,46,0,27,0,27,0,27
14,Albany Park,554,188,0,45,22,55,33,69,0,45,0,45,0,45,0,45,15,50,0,45,49,71,13,47,33,58,110,91,98,96,13,49,99,91,0,45,69,75,0,45,0,45,0,45
15,Portage Park,592,206,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,61,83,0,47,36,73,20,57,66,77,38,62,158,112,142,112,41,64,0,47,30,67,0,47
16,Irving Park,1089,244,0,47,0,47,0,47,0,47,0,47,0,47,0,47,17,54,0,47,65,66,53,67,110,91,171,119,40,64,35,71,171,107,94,103,280,124,53,68,0,47,0,47
17,Dunning,96,88,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,31,62,0,40,38,68,0,40,0,40,19,50,0,40
18,Montclare,80,67,0,23,0,23,0,23,0,23,0,23,0,23,20,37,0,23,0,23,0,23,21,38,0,23,0,23,0,23,0,23,19,35,0,23,20,35,0,23,0,23,0,23
