area_id,area_name,b18105001,b18105001_moe,b18105002,b18105002_moe,b18105003,b18105003_moe,b18105004,b18105004_moe,b18105005,b18105005_moe,b18105006,b18105006_moe,b18105007,b18105007_moe,b18105008,b18105008_moe,b18105009,b18105009_moe,b18105010,b18105010_moe,b18105011,b18105011_moe,b18105012,b18105012_moe,b18105013,b18105013_moe,b18105014,b18105014_moe,b18105015,b18105015_moe,b18105016,b18105016_moe,b18105017,b18105017_moe,b18105018,b18105018_moe,b18105019,b18105019_moe,b18105020,b18105020_moe,b18105021,b18105021_moe,b18105022,b18105022_moe,b18105023,b18105023_moe,b18105024,b18105024_moe,b18105025,b18105025_moe,b18105026,b18105026_moe,b18105027,b18105027_moe,b18105028,b18105028_moe,b18105029,b18105029_moe,b18105030,b18105030_moe,b18105031,b18105031_moe,b18105032,b18105032_moe,b18105033,b18105033_moe
11,Jefferson Park,25011,1127,12496,720,2236,399,13,32,2223,398,3105,418,17,37,3088,415,5618,410,343,151,5275,401,767,173,58,68,709,169,770,194,282,108,488,159,12515,630,1817,276,0,29,1817,276,2884,382,38,54,2846,383,5645,375,217,104,5428,365,959,182,102,67,857,170,1210,219,387,132,823,190
12,Forest Glen,17349,610,8576,436,1652,229,9,30,1643,229,1636,251,24,38,1612,248,3938,234,100,54,3838,234,713,141,80,61,633,130,637,132,175,74,462,117,8773,402,1592,216,0,29,1592,216,1423,242,10,29,1413,241,4035,212,215,99,3820,230,757,139,80,49,677,134,966,175,437,137,529,125
13,North Park,17433,935,8387,611,1522,315,0,27,1522,315,2469,420,14,25,2455,419,3267,293,177,100,3090,290,637,170,81,71,556,160,492,133,102,69,390,112,9046,589,1600,327,44,74,1556,301,2005,289,9,29,1996,288,3626,317,327,156,3299,291,883,168,129,77,754,158,932,206,341,128,591,166
14,Albany Park,49009,1857,25630,1275,4450,567,55,58,4395,566,9266,798,72,72,9194,798,10419,661,693,219,9726,650,830,184,222,96,608,168,665,193,180,105,485,165,23379,1153,4372,571,0,45,4372,571,7866,651,14,51,7852,651,8919,579,707,185,8212,565,1048,218,254,122,794,195,1174,247,524,187,650,177
15,Portage Park,59640,1714,28691,1051,5766,667,34,55,5732,666,7489,627,19,50,7470,627,12832,624,691,194,12141,627,1449,253,248,125,1201,219,1155,206,259,108,896,177,30949,1162,5047,566,0,47,5047,566,7670,657,65,71,7605,652,13865,659,844,226,13021,637,2239,302,452,167,1787,270,2128,272,814,184,1314,225
16,Irving Park,51574,1811,26012,1186,3921,478,25,50,3896,477,8464,735,21,51,8443,735,11423,672,981,252,10442,609,1350,239,334,153,1016,184,854,187,188,77,666,173,25562,1099,4500,570,24,56,4476,570,7878,612,84,70,7794,611,10747,593,868,215,9879,562,1302,219,228,118,1074,196,1135,208,459,137,676,167
17,Dunning,39857,1176,19532,791,3011,408,35,57,2976,403,5321,501,22,54,5299,497,8748,456,407,137,8341,449,1346,232,223,90,1123,225,1106,158,252,82,854,139,20325,758,2640,335,11,43,2629,334,4758,500,45,62,4713,495,9021,440,435,146,8586,435,1738,231,289,98,1449,226,2168,222,863,161,1305,185
18,Montclare,11351,767,5507,471,1112,255,0,23,1112,255,1571,273,118,110,1453,245,2123,269,93,61,2030,269,191,76,51,41,140,64,510,153,169,90,341,124,5844,454,976,239,0,23,976,239,1494,272,17,31,1477,270,2390,263,211,95,2179,249,331,112,67,48,264,103,653,167,272,121,381,112
19,Belmont Cragin,71173,2315,35020,1414,7695,741,64,84,7631,735,10897,839,257,162,10640,835,14036,755,1055,262,12981,742,1498,231,231,102,1267,215,894,187,367,131,527,146,36153,1342,9056,758,130,97,8926,758,9886,700,174,112,9712,697,13877,653,1078,240,12799,633,1941,286,400,126,1541,267,1393,217,707,167,686,152
20,Hermosa,23058,1119,11492,756,2801,382,22,45,2779,381,3377,454,153,107,3224,446,4512,396,193,87,4319,382,532,166,151,85,381,146,270,102,97,74,173,77,11566,740,2458,398,17,31,2441,397,3265,447,64,65,3201,445,4780,355,500,167,4280,336,639,177,204,103,435,148,424,139,179,91,245,110
21,Avondale,38155,1731,19505,1099,3031,443,36,62,2995,441,7669,759,104,99,7565,744,7638,595,282,148,7356,591,873,206,120,78,753,189,294,104,62,55,232,97,18650,1108,3242,525,0,38,3242,525,6637,596,117,90,6520,596,6722,514,252,106,6470,502,1355,266,300,131,1055,235,694,151,317,105,377,120
22,Logan Square,68265,1823,34714,1214,4563,555,24,62,4539,555,14705,922,50,71,14655,920,13456,681,525,158,12931,674,1437,254,139,104,1298,236,553,151,149,86,404,134,33551,1170,4758,511,11,59,4747,510,14518,744,57,69,14461,743,11687,590,577,146,11110,586,1519,251,416,127,1103,223,1069,211,355,105,714,191
23,Humboldt Park,49479,1959,23668,1205,6158,729,163,98,5995,722,7111,670,303,161,6808,660,8466,656,872,207,7594,626,1291,227,483,143,808,176,642,188,202,122,440,150,25811,1206,5365,643,76,79,5289,637,8245,647,223,103,8022,644,9887,605,1587,283,8300,566,1368,211,449,134,919,198,946,197,439,134,507,151
24,West Town,78465,1830,39976,1298,4231,501,43,71,4188,499,18797,1015,195,97,18602,1015,14943,696,522,147,14421,689,1117,199,155,88,962,189,888,206,316,131,572,179,38489,1168,3601,471,10,63,3591,470,19251,902,154,100,19097,902,12691,597,849,189,11842,575,1564,241,382,120,1182,218,1382,220,509,123,873,189
25,Austin,90827,2495,41752,1496,10481,828,153,103,10328,820,10835,822,190,117,10645,806,16633,905,2008,335,14625,845,2611,310,613,162,1998,278,1192,202,477,141,715,165,49075,1618,9373,795,29,70,9344,791,12963,820,191,106,12772,813,20121,763,3173,386,16948,705,3734,368,1049,206,2685,334,2884,339,1538,263,1346,240
26,West Garfield Park,17611,1171,8325,680,2543,384,0,35,2543,384,2196,359,67,56,2129,352,2911,356,534,161,2377,307,462,123,94,63,368,108,213,72,96,54,117,51,9286,697,2473,355,0,35,2473,355,2524,303,80,67,2444,299,3291,319,610,152,2681,287,550,127,156,68,394,112,448,102,160,65,288,85
27,East Garfield Park,19086,1209,8103,740,2757,398,29,48,2728,394,2089,366,25,48,2064,364,2529,349,359,130,2170,326,504,139,168,88,336,105,224,86,71,63,153,69,10983,723,2760,419,44,57,2716,417,2963,337,30,44,2933,336,4220,330,622,147,3598,322,415,99,132,72,283,76,625,136,320,112,305,93
28,Near West Side,50391,1551,24942,1073,2615,389,0,52,2615,389,12078,808,102,86,11976,805,8586,626,660,243,7926,645,1198,208,234,110,964,184,465,127,186,92,279,96,25449,991,2482,366,0,52,2482,366,12418,773,50,58,12368,772,8707,509,790,173,7917,495,1000,163,337,103,663,139,842,182,450,141,392,121
29,North Lawndale,32560,1660,13940,984,4398,544,106,71,4292,540,3986,497,113,77,3873,490,4503,481,729,187,3774,443,701,156,245,87,456,133,352,103,163,74,189,80,18620,1049,4885,551,58,57,4827,546,5011,471,86,69,4925,461,6779,469,968,195,5811,452,973,178,297,90,676,155,972,177,503,129,469,125
30,South Lawndale,56079,2016,28942,1288,6335,618,87,81,6248,608,10949,871,195,106,10754,864,9937,609,594,165,9343,597,1124,216,172,87,952,201,597,149,137,78,460,131,27137,1191,7062,697,68,70,6994,691,8705,629,148,88,8557,625,9394,527,746,172,8648,513,1130,204,309,107,821,179,846,191,397,125,449,148
31,Lower West Side,33635,1543,18148,1033,3148,415,13,42,3135,413,7340,724,10,37,7330,724,6441,537,186,89,6255,529,727,190,147,83,580,172,492,139,164,87,328,109,15487,875,3129,437,15,46,3114,435,5465,496,66,86,5399,494,5420,440,314,106,5106,430,558,135,82,56,476,127,915,181,496,136,419,129
32,Loop,24733,1353,12139,1060,263,160,31,41,232,152,6312,848,29,36,6283,847,4628,552,42,44,4586,556,524,158,29,39,495,156,412,136,124,94,288,101,12594,865,213,145,0,30,213,145,6907,787,0,30,6907,787,4384,401,41,42,4343,403,547,152,101,78,446,143,543,160,109,66,434,157
33,Near South Side,18758,1002,8575,754,481,163,0,24,481,163,3653,656,33,56,3620,658,3822,467,95,81,3727,476,362,136,61,51,301,129,257,189,46,52,211,181,10183,638,760,208,0,24,760,208,3774,501,9,21,3765,499,4535,408,271,134,4264,398,633,169,139,86,494,157,481,237,378,234,103,56
34,Armour Square,13167,800,6283,485,908,232,0,27,908,232,1768,338,0,27,1768,338,2426,277,51,46,2375,273,425,130,79,55,346,122,756,163,236,102,520,134,6884,538,908,269,0,27,908,269,1488,270,0,27,1488,270,2778,316,197,101,2581,304,806,179,159,116,647,158,904,186,310,105,594,161
35,Douglas,17362,817,7712,546,1045,216,18,39,1027,217,3147,413,54,59,3093,411,2646,298,246,92,2400,290,425,125,93,60,332,112,449,109,135,70,314,95,9650,554,1011,218,0,35,1011,218,3510,405,103,87,3407,402,3601,278,425,112,3176,278,695,141,196,77,499,124,833,155,323,95,510,127
36,Oakland,5752,460,2110,285,596,148,0,19,596,148,467,151,0,19,467,151,795,175,221,107,574,143,152,68,7,20,145,70,100,56,62,51,38,37,3642,331,751,215,42,48,709,203,1023,210,0,19,1023,210,1443,186,301,111,1142,191,289,90,126,66,163,75,136,71,53,52,83,56
37,Fuller Park,2717,483,1383,286,423,165,0,16,423,165,314,138,0,16,314,138,403,115,77,43,326,110,150,61,111,56,39,31,93,50,53,38,40,35,1334,286,211,100,0,16,211,100,319,135,2,12,317,135,576,125,118,52,458,121,132,57,75,47,57,30,96,39,51,29,45,25
38,Grand Boulevard,21022,1005,9121,639,2229,396,0,43,2229,396,2155,323,43,57,2112,319,3572,353,483,134,3089,334,632,152,204,94,428,130,533,135,265,105,268,89,11901,653,2060,352,0,43,2060,352,3416,356,18,50,3398,357,4755,344,622,152,4133,324,932,161,528,129,404,103,738,135,333,85,405,102
39,Kenwood,16770,832,7490,549,1390,285,0,31,1390,285,2199,372,10,35,2189,372,2855,303,224,116,2631,291,603,145,92,53,511,141,443,131,115,59,328,122,9280,601,1137,242,0,31,1137,242,2752,378,31,40,2721,376,3845,348,306,107,3539,342,859,204,130,61,729,195,687,151,364,123,323,91
40,Washington Park,10149,751,4332,459,1415,252,0,27,1415,252,986,242,37,62,949,221,1411,225,222,86,1189,211,303,112,198,96,105,58,217,77,124,67,93,61,5817,487,1352,263,7,29,1345,265,1764,236,25,36,1739,234,2219,247,440,118,1779,239,219,68,60,42,159,59,263,103,143,64,120,81
41,Hyde Park,25191,1132,12017,832,1271,273,12,41,1259,272,5168,586,15,43,5153,587,4188,414,101,54,4087,413,664,151,107,56,557,141,726,163,306,109,420,129,13174,662,1039,217,0,38,1039,217,5540,545,15,41,5525,546,4680,344,343,132,4337,337,1055,179,161,80,894,162,860,171,315,113,545,142
42,Woodlawn,22725,1123,9974,705,2101,364,19,47,2082,365,2931,380,73,65,2858,374,3813,441,455,133,3358,396,755,160,175,79,580,144,374,124,161,81,213,95,12751,715,2320,336,28,43,2292,334,3736,375,78,63,3658,376,5066,381,725,173,4341,368,842,172,295,104,547,136,787,160,324,90,463,132
43,South Shore,43789,1824,18973,1035,4061,579,0,44,4061,579,4828,562,139,113,4689,551,8011,616,894,219,7117,597,1229,236,216,99,1013,218,844,187,309,129,535,143,24816,1345,3925,575,7,44,3918,575,6172,673,125,107,6047,670,11226,646,1873,311,9353,620,1920,274,573,150,1347,233,1573,255,799,185,774,187
44,Chatham,30975,1500,13015,886,3144,494,42,76,3102,499,3011,490,84,86,2927,484,5223,462,635,200,4588,445,806,187,114,80,692,179,831,200,261,106,570,175,17960,1074,2866,452,0,37,2866,452,3966,463,130,103,3836,454,7652,600,1094,231,6558,572,1459,217,411,141,1048,203,2017,268,898,211,1119,197
45,Avalon Park,9262,687,4217,451,769,192,39,48,730,171,1003,301,22,37,981,294,1791,273,223,105,1568,249,419,122,56,44,363,115,235,88,54,49,181,75,5045,425,792,207,0,19,792,207,834,200,0,19,834,200,2206,211,214,113,1992,220,625,123,78,51,547,124,588,128,243,98,345,104
46,South Chicago,27292,1400,12433,861,3244,420,30,56,3214,415,2874,431,31,52,2843,426,4849,483,530,173,4319,463,905,188,262,101,643,162,561,144,142,77,419,125,14859,899,2926,415,29,58,2897,407,3689,463,64,61,3625,459,5892,452,766,162,5126,436,1335,194,323,120,1012,183,1017,197,512,150,505,135
47,Burnside,3314,625,1571,394,572,279,0,11,572,279,392,214,0,11,392,214,467,136,27,28,440,141,87,42,21,21,66,40,53,37,8,12,45,35,1743,326,282,153,0,11,282,153,500,162,0,11,500,162,651,109,69,49,582,108,163,59,85,49,78,42,147,60,46,39,101,61
48,Calumet Heights,13758,765,5964,520,1127,226,22,33,1105,222,1181,236,36,50,1145,225,2463,278,117,73,2346,274,595,155,90,82,505,137,598,146,112,55,486,137,7794,537,1261,291,23,40,1238,288,1070,233,36,58,1034,227,3336,286,498,179,2838,299,1242,214,291,132,951,176,885,171,366,120,519,138
49,Roseland,42534,1524,19272,936,4108,491,57,67,4051,485,4520,483,87,67,4433,481,7735,564,1000,222,6735,534,1649,221,417,130,1232,196,1260,186,505,137,755,139,23262,976,4373,486,34,52,4339,487,5108,497,90,66,5018,491,9169,500,1329,224,7840,486,2508,256,704,170,1804,221,2104,236,1266,207,838,140
50,Pullman,6641,518,2643,310,560,153,0,19,560,153,670,186,30,34,640,184,1116,178,119,65,997,171,181,66,42,30,139,61,116,51,30,26,86,46,3998,352,520,179,0,19,520,179,982,187,56,46,926,185,1694,191,151,67,1543,193,428,111,73,44,355,104,374,100,110,61,264,88
51,South Deering,15567,938,6682,592,1669,334,15,33,1654,335,1707,342,31,46,1676,341,2622,292,270,126,2352,276,396,122,93,56,303,112,288,92,122,67,166,64,8885,737,1941,380,22,38,1919,377,1945,353,48,58,1897,352,3669,327,361,126,3308,363,793,153,276,106,517,133,537,117,230,79,307,98
52,East Side,21508,1225,10363,675,2693,414,0,29,2693,414,2685,420,22,34,2663,419,3990,357,170,65,3820,359,497,117,91,62,406,107,498,124,163,77,335,99,11145,750,2873,440,77,72,2796,425,2674,390,0,29,2674,390,4098,335,223,82,3875,338,584,142,111,65,473,128,916,185,437,125,479,138
53,West Pullman,28726,1548,12763,944,3517,536,30,46,3487,535,2916,434,54,70,2862,429,4694,464,479,176,4215,443,927,166,169,78,758,155,709,162,248,118,461,127,15963,949,3354,530,0,39,3354,530,3998,486,80,56,3918,489,6225,445,955,211,5270,431,1526,218,424,133,1102,185,860,168,420,123,440,127
54,Riverdale,6236,660,2336,414,1244,303,31,38,1213,297,371,161,0,16,371,161,557,152,85,75,472,140,50,59,28,47,22,37,114,67,55,48,59,47,3900,500,1179,256,0,16,1179,256,1132,217,16,27,1116,213,1246,182,236,91,1010,198,233,95,95,76,138,84,110,65,96,72,14,23
55,Hegewisch,9460,834,4760,532,1249,285,0,19,1249,285,957,298,61,97,896,273,2004,275,189,130,1815,246,208,85,0,19,208,85,342,130,181,93,161,91,4700,486,978,321,0,19,978,321,1014,233,24,29,990,229,1833,295,120,72,1713,279,470,147,113,92,357,129,405,137,170,93,235,103
56,Garfield Ridge,31830,1015,15700,752,2953,396,0,42,2953,396,3501,428,11,44,3490,428,7091,429,431,160,6660,410,1187,187,173,84,1014,184,968,167,266,91,702,147,16130,619,2880,318,51,64,2829,319,3582,416,36,55,3546,418,6820,362,416,133,6404,363,1382,186,279,108,1103,161,1466,193,541,141,925,154
57,Archer Heights,11958,658,5924,385,1264,187,45,45,1219,186,1795,271,0,27,1795,271,2433,229,123,70,2310,237,282,96,34,40,248,90,150,65,24,26,126,61,6034,442,1296,261,0,27,1296,261,1778,247,0,27,1778,247,2157,206,120,68,2037,198,392,98,66,47,326,89,411,111,194,76,217,80
58,Brighton Park,39862,1656,20598,1078,5542,609,11,46,5531,609,6513,594,110,85,6403,590,7560,482,453,137,7107,468,621,149,132,70,489,134,362,102,163,78,199,75,19264,935,4799,519,4,43,4795,519,5560,503,27,60,5533,498,7135,466,367,119,6768,454,880,176,248,104,632,153,890,157,465,124,425,121
59,McKinley Park,15157,841,7759,516,1830,334,0,25,1830,334,2215,293,19,33,2196,293,3132,278,206,105,2926,268,242,82,62,41,180,72,340,101,98,52,242,88,7398,543,1467,266,0,25,1467,266,2150,313,15,25,2135,314,3084,282,221,92,2863,277,304,96,113,66,191,75,393,99,209,81,184,68
60,Bridgeport,30793,1266,15426,744,2571,376,5,36,2566,375,4939,488,14,40,4925,485,6570,395,412,115,6158,393,882,162,115,63,767,152,464,145,174,92,290,107,15367,776,2698,391,0,37,2698,391,4436,432,17,38,4419,431,6321,395,480,130,5841,392,1041,182,241,90,800,170,871,156,463,123,408,106
61,New City,37812,1696,18895,1164,4683,482,0,47,4683,482,5969,659,119,83,5850,660,7092,530,570,142,6522,497,726,156,83,63,643,151,425,122,100,67,325,109,18917,973,4903,521,27,52,4876,516,5913,511,46,53,5867,510,6750,411,844,186,5906,394,742,151,223,86,519,136,609,135,273,106,336,91
62,West Elsdon,17491,974,8681,619,2006,338,0,27,2006,338,2543,328,17,35,2526,326,3441,286,105,59,3336,282,379,107,52,44,327,105,312,105,65,47,247,96,8810,572,1936,362,33,47,1903,366,2549,305,0,27,2549,305,3284,239,117,65,3167,235,461,121,78,61,383,107,580,140,312,111,268,97
63,Gage Park,36045,1597,18492,1055,4975,498,43,51,4932,496,6225,636,63,64,6162,640,6300,433,259,107,6041,426,575,147,114,70,461,133,417,126,140,72,277,101,17553,913,4658,502,73,66,4585,500,5340,495,27,46,5313,495,6316,417,270,107,6046,409,593,143,168,79,425,121,646,164,281,101,365,130
64,Clearing,21062,871,10199,625,2144,348,15,36,2129,345,2758,399,15,33,2743,400,4225,327,143,74,4082,324,465,118,26,36,439,117,607,136,163,82,444,123,10863,545,1742,279,0,31,1742,279,3094,362,33,46,3061,364,4103,301,171,71,3932,303,924,180,124,69,800,170,1000,172,276,95,724,158
65,West Lawn,30301,1156,15671,846,4096,519,42,50,4054,514,4683,580,107,96,4576,567,5813,378,295,112,5518,375,624,157,82,53,542,148,455,134,134,66,321,125,14630,730,3549,433,39,53,3510,431,4042,433,10,36,4032,433,5350,351,197,83,5153,353,626,156,129,67,497,142,1063,196,427,126,636,168
66,Chicago Lawn,49116,1913,22491,1178,6317,606,51,77,6266,603,6503,680,89,79,6414,673,8158,572,559,174,7599,569,1088,195,179,93,909,184,425,110,170,75,255,94,26625,1185,6706,676,14,52,6692,676,7368,595,195,101,7173,600,10513,536,954,198,9559,527,1279,218,243,81,1036,208,759,177,256,105,503,155
67,West Englewood,32706,1463,15030,896,3903,449,40,60,3863,448,4458,519,59,58,4399,515,5036,449,431,123,4605,429,1040,177,223,86,817,165,593,128,199,77,394,113,17676,877,3540,449,0,48,3540,449,4533,437,123,89,4410,432,6890,433,949,179,5941,406,1600,198,533,121,1067,176,1113,161,559,123,554,118
68,Englewood,26296,1350,11209,757,3122,443,46,55,3076,434,2915,420,115,87,2800,403,3980,430,753,185,3227,383,743,172,203,96,540,150,449,138,160,80,289,117,15087,935,3224,442,43,51,3181,435,3807,434,132,70,3675,426,5816,428,943,186,4873,405,1120,194,353,109,767,170,1120,179,581,124,539,139
69,Greater Grand Crossing,30010,1390,12901,838,2975,478,41,50,2934,479,3110,391,56,60,3054,388,5378,531,845,213,4533,469,741,172,152,98,589,148,697,143,285,95,412,122,17109,926,3703,460,6,38,3697,460,3690,422,81,59,3609,419,7058,448,1074,194,5984,453,1266,192,373,122,893,160,1392,200,521,119,871,159
70,Ashburn,39662,1466,19583,970,4668,572,16,40,4652,573,4968,567,56,70,4912,562,8116,482,531,183,7585,480,1066,196,310,124,756,168,765,167,285,113,480,145,20079,894,4167,458,0,41,4167,458,4737,517,39,52,4698,518,8958,438,447,148,8511,439,1072,178,269,97,803,167,1145,210,422,124,723,191
71,Auburn Gresham,46167,1725,19380,1042,4733,527,71,72,4662,521,4902,571,136,106,4766,560,7240,609,886,202,6354,606,1359,225,241,100,1118,200,1146,181,362,104,784,160,26787,1158,5214,608,11,48,5203,607,5677,506,177,109,5500,509,11008,620,1379,256,9629,599,2839,290,818,165,2021,271,2049,261,661,139,1388,225
72,Beverly,19816,776,9583,538,2248,302,13,34,2235,304,1537,241,8,30,1529,241,4618,271,127,74,4491,282,661,135,53,43,608,136,519,111,150,58,369,98,10233,497,2165,271,8,30,2157,270,1497,247,36,48,1461,242,4980,271,199,78,4781,275,761,135,53,39,708,135,830,149,314,101,516,128
73,Washington Heights,24549,1061,10753,786,2259,359,44,48,2215,357,2309,406,53,68,2256,385,4380,441,380,122,4000,430,911,160,149,77,762,153,894,187,282,115,612,156,13796,672,2142,349,0,33,2142,349,2646,398,10,35,2636,399,5553,358,771,194,4782,347,1584,209,258,97,1326,201,1871,274,697,169,1174,249
74,Mount Greenwood,17266,748,8574,472,1829,320,0,25,1829,320,1987,264,12,30,1975,264,3911,254,79,48,3832,259,489,139,113,105,376,96,358,98,131,67,227,81,8692,528,1619,311,6,25,1613,310,1887,307,0,25,1887,307,3887,268,103,52,3784,270,601,155,88,56,513,150,698,130,252,83,446,120
75,Morgan Park,21221,998,9776,696,2157,351,0,31,2157,351,2166,373,42,69,2124,370,4180,358,288,169,3892,317,521,124,109,68,412,113,752,165,332,122,420,110,11445,651,2117,397,5,30,2112,397,1998,276,32,46,1966,273,5108,307,458,168,4650,304,1205,159,297,102,908,147,1017,196,431,132,586,155
76,O'Hare,12358,858,6433,641,715,390,0,38,715,390,2048,364,0,38,2048,364,2805,382,265,171,2540,381,595,219,107,92,488,210,270,123,135,92,135,99,5925,486,526,190,13,42,513,186,2116,341,37,69,2079,336,2554,326,52,55,2502,321,459,188,106,85,353,174,270,106,45,48,225,101
77,Edgewater,51979,1583,25741,1099,1864,381,45,89,1819,375,9047,802,39,78,9008,796,12296,705,566,181,11730,705,1406,268,180,94,1226,254,1128,225,286,125,842,199,26238,1118,2066,419,12,50,2054,416,10203,819,50,67,10153,818,10145,636,977,244,9168,629,1875,278,369,156,1506,239,1949,284,1008,210,941,206
