area_id,area_name,b25128001,b25128001_moe,b25128002,b25128002_moe,b25128003,b25128003_moe,b25128004,b25128004_moe,b25128005,b25128005_moe,b25128006,b25128006_moe,b25128007,b25128007_moe,b25128008,b25128008_moe,b25128009,b25128009_moe,b25128010,b25128010_moe,b25128011,b25128011_moe,b25128012,b25128012_moe,b25128013,b25128013_moe,b25128014,b25128014_moe,b25128015,b25128015_moe,b25128016,b25128016_moe,b25128017,b25128017_moe,b25128018,b25128018_moe,b25128019,b25128019_moe,b25128020,b25128020_moe,b25128021,b25128021_moe,b25128022,b25128022_moe,b25128023,b25128023_moe,b25128024,b25128024_moe,b25128025,b25128025_moe,b25128026,b25128026_moe,b25128027,b25128027_moe,b25128028,b25128028_moe,b25128029,b25128029_moe,b25128030,b25128030_moe,b25128031,b25128031_moe,b25128032,b25128032_moe,b25128033,b25128033_moe,b25128034,b25128034_moe,b25128035,b25128035_moe,b25128036,b25128036_moe,b25128037,b25128037_moe,b25128038,b25128038_moe,b25128039,b25128039_moe,b25128040,b25128040_moe,b25128041,b25128041_moe,b25128042,b25128042_moe,b25128043,b25128043_moe,b25128044,b25128044_moe,b25128045,b25128045_moe
11,Jefferson Park,9943,274,6535,336,749,185,110,66,580,166,59,54,0,29,0,29,0,29,3974,303,85,63,1602,261,1281,222,773,169,179,71,54,57,1812,199,19,38,157,67,333,109,217,86,373,106,713,167,3408,328,1081,258,166,101,858,235,57,68,0,29,0,29,0,29,1764,281,323,137,1138,240,237,100,66,59,0,29,0,29,563,139,36,37,239,105,110,64,104,55,31,36,43,40
12,Forest Glen,6793,159,5964,202,262,101,62,60,192,87,8,31,0,29,0,29,0,29,3957,210,114,62,1800,212,1275,193,591,127,113,68,64,53,1745,151,0,29,118,67,289,104,324,97,411,98,603,122,829,185,354,129,112,73,242,115,0,29,0,29,0,29,0,29,389,133,67,55,252,113,39,53,13,34,18,30,0,29,86,60,7,29,43,49,22,44,0,29,0,29,14,33
13,North Park,6436,188,3405,243,252,100,30,42,210,97,12,32,0,27,0,27,0,27,2198,217,7,28,835,182,797,159,457,136,76,47,26,30,955,138,13,31,106,58,252,81,202,86,187,74,195,84,3031,263,877,180,169,88,700,168,8,29,0,27,0,27,0,27,1272,213,248,108,843,198,174,81,7,27,0,27,0,27,882,144,55,71,438,103,296,137,48,45,45,42,0,27
14,Albany Park,16804,326,6138,382,1097,200,213,82,861,184,0,45,19,46,4,46,0,45,4098,334,153,90,1910,274,1150,206,629,159,217,94,39,55,943,170,9,46,146,73,180,81,190,85,167,74,251,96,10666,433,4005,419,1034,239,2779,373,183,117,9,44,0,45,0,45,5572,446,852,217,4091,416,474,160,136,93,19,46,0,45,1089,197,46,50,665,177,298,116,54,56,4,45,22,47
15,Portage Park,22505,401,12675,479,1235,203,148,80,864,177,103,69,100,80,20,55,0,47,8275,462,237,109,3217,358,3147,328,890,177,494,131,290,123,3165,295,16,48,179,80,451,141,626,159,679,144,1214,198,9830,524,2948,398,559,184,2250,363,108,84,21,52,10,48,0,47,5682,495,846,218,4023,448,497,149,174,108,106,84,36,62,1200,250,107,81,573,177,269,145,98,80,50,67,103,71
16,Irving Park,20177,401,9760,457,1348,234,175,109,1135,210,30,57,0,47,8,46,0,47,6287,413,123,67,2989,314,1973,274,777,171,371,140,54,55,2125,258,30,56,219,100,418,127,374,136,521,130,563,138,10417,507,4473,420,1199,251,3193,371,65,57,16,53,0,47,0,47,5194,456,673,171,3514,404,810,203,114,74,57,67,26,53,750,177,18,49,457,148,87,64,142,80,22,48,24,47
17,Dunning,15141,266,11475,366,1017,205,102,65,738,175,127,83,36,45,0,40,14,43,7020,380,225,112,3053,293,2422,271,860,172,346,107,114,70,3438,234,0,40,441,115,840,168,671,137,563,108,923,151,3666,344,1115,224,312,130,758,183,36,51,0,40,9,41,0,40,2107,305,233,110,1519,275,228,110,111,85,16,45,0,40,444,133,37,45,300,123,63,47,28,44,0,40,16,41
18,Montclare,4425,173,2630,230,461,150,11,23,395,146,55,55,0,23,0,23,0,23,1569,205,31,38,907,169,346,130,189,94,60,43,36,34,600,143,0,23,77,45,49,34,115,74,111,86,248,90,1795,219,450,139,82,78,345,126,23,31,0,23,0,23,0,23,949,199,164,89,538,158,198,106,36,35,13,25,0,23,396,105,44,43,237,79,13,27,80,72,11,23,11,23
19,Belmont Cragin,21570,412,10475,514,1107,229,75,65,931,219,81,76,20,55,0,52,0,52,6947,462,195,100,3001,353,2882,329,642,163,149,76,78,68,2421,278,18,59,298,120,482,141,480,141,449,130,694,147,11095,541,3822,433,659,184,2918,395,140,88,81,92,24,64,0,52,6320,515,757,194,4643,471,744,205,130,82,20,54,26,55,953,202,50,64,582,158,129,95,79,60,93,82,20,59
20,Hermosa,7070,219,3110,282,204,89,24,37,157,82,14,31,9,31,0,29,0,29,2321,244,42,41,913,192,868,174,343,122,135,86,20,36,585,161,0,29,45,67,203,110,180,80,67,49,90,55,3960,302,1292,213,295,115,966,202,31,37,0,29,0,29,0,29,2277,292,280,113,1509,259,358,136,121,83,0,29,9,31,391,125,53,47,202,88,77,68,44,51,0,29,15,32
21,Avondale,13801,329,5774,391,1005,208,136,77,751,180,118,101,0,38,0,38,0,38,3652,339,117,88,1422,244,1344,233,497,133,177,86,95,70,1117,187,0,38,202,97,192,77,319,114,250,96,154,67,8027,430,3435,378,916,217,2361,328,158,106,0,38,0,38,0,38,3879,398,866,234,2202,333,632,166,155,89,0,38,24,52,713,180,14,41,260,111,247,107,68,70,93,72,31,42
22,Logan Square,29492,477,11139,516,2948,297,231,89,2584,277,73,86,60,78,0,57,0,57,6618,429,223,93,3469,313,1740,267,788,168,261,104,137,79,1573,237,7,58,156,86,248,113,415,148,411,120,336,114,18353,602,9725,509,2893,316,6626,469,201,109,5,57,0,57,0,57,7497,516,1232,235,4789,432,953,202,340,137,143,94,40,71,1131,201,34,64,543,148,321,113,169,98,29,61,35,60
23,Humboldt Park,16778,419,5910,422,636,166,63,68,471,139,77,81,13,53,12,53,0,51,3672,367,54,69,1451,252,1083,214,809,184,241,96,34,57,1602,217,0,51,135,79,190,100,340,100,529,139,408,131,10868,499,3581,387,935,204,2407,337,166,91,59,76,14,54,0,51,6157,482,825,201,3783,410,1010,225,412,150,94,72,33,53,1130,214,47,56,657,164,231,115,142,96,13,53,40,63
24,West Town,37287,534,14909,572,4659,377,454,124,4066,358,37,68,73,85,29,68,0,62,8553,469,316,115,5579,397,1468,227,765,170,244,109,181,83,1697,243,31,69,189,95,200,82,279,99,468,151,530,147,22378,612,12434,554,4227,408,7981,501,153,86,47,76,26,74,0,62,8103,514,1346,237,5003,428,1157,218,381,133,105,83,111,82,1841,252,128,108,882,188,487,152,192,113,85,79,67,69
25,Austin,32428,573,12818,537,917,211,69,79,624,177,122,103,86,79,16,65,0,61,8096,468,255,133,2631,316,2322,308,1677,252,1044,209,167,100,3805,324,46,68,211,95,390,128,883,162,1374,213,901,197,19610,673,5610,502,1564,284,3815,429,103,95,99,84,29,67,0,61,11284,644,1778,296,6784,554,1489,265,507,152,590,170,136,99,2716,323,224,105,1301,222,442,152,383,136,260,109,106,84
26,West Garfield Park,5714,265,1486,192,112,73,29,46,64,57,0,35,0,35,19,45,0,35,745,145,6,34,230,74,117,64,125,70,97,68,170,79,629,124,0,35,34,46,48,41,87,60,103,55,357,92,4228,294,1260,202,403,108,777,167,69,75,11,34,0,35,0,35,2403,245,385,104,1459,211,275,106,108,70,24,37,152,70,565,130,27,39,343,106,69,51,57,55,33,38,36,35
27,East Garfield Park,6896,277,1857,223,269,93,53,53,188,78,28,48,0,38,0,38,0,38,1102,185,35,44,319,103,387,112,113,65,139,74,109,76,486,102,4,37,82,57,82,52,70,53,49,42,199,75,5039,306,1350,224,357,115,950,198,7,36,36,61,0,38,0,38,2975,285,494,124,1829,245,479,136,81,67,54,52,38,47,714,131,67,45,412,109,82,55,72,58,28,43,53,45
28,Near West Side,25665,497,10251,474,3892,335,452,144,3440,329,0,52,0,52,0,52,0,52,5647,418,217,103,4021,368,1107,206,201,89,16,53,85,70,712,157,45,66,197,88,124,72,100,83,126,69,120,72,15414,552,7773,498,3027,337,4656,415,88,83,0,52,2,51,0,52,5693,438,899,188,3624,377,896,219,115,69,102,73,57,67,1948,208,86,73,1328,186,323,112,128,82,49,60,34,51
29,North Lawndale,10852,381,2612,263,175,73,24,55,151,65,0,43,0,43,0,43,0,43,1526,223,27,47,691,155,292,108,216,92,80,62,220,89,911,152,0,43,58,59,82,54,169,80,107,69,495,111,8240,399,2318,291,690,153,1491,247,64,58,73,71,0,43,0,43,4743,388,656,153,3076,336,592,159,196,91,106,60,117,78,1179,186,51,44,587,125,295,111,86,57,54,53,106,64
30,South Lawndale,16454,435,5915,415,578,161,79,69,222,98,159,105,93,76,25,63,0,48,3941,379,123,81,1355,252,1372,222,758,179,292,116,41,57,1396,214,35,58,37,51,146,77,391,116,546,148,241,89,10539,500,4004,377,1025,212,2742,324,125,78,100,79,12,51,0,48,5775,459,998,205,3639,405,826,192,197,100,115,77,0,48,760,155,64,61,381,108,132,82,97,79,56,63,30,52
31,Lower West Side,12255,332,3286,312,338,100,20,41,251,94,48,50,19,43,0,42,0,42,2060,266,54,44,678,149,927,198,257,93,95,67,49,54,888,171,10,43,69,54,120,86,93,57,339,109,257,89,8969,386,3951,343,1049,195,2770,299,70,53,62,66,0,42,0,42,4139,363,674,167,2578,306,621,174,96,78,159,92,11,43,879,195,92,71,537,160,119,73,78,67,14,45,39,53
32,Loop,14557,598,6257,474,1472,277,104,74,1368,269,0,30,0,30,0,30,0,30,3808,448,219,118,2595,399,750,194,202,115,42,49,0,30,977,209,5,29,384,145,331,140,122,95,135,74,0,30,8300,652,5391,580,2351,491,3033,401,7,30,0,30,0,30,0,30,2448,473,462,205,1917,432,56,46,13,33,0,30,0,30,461,125,0,30,280,80,122,102,30,45,14,35,15,36
33,Near South Side,11517,470,5711,452,1715,308,209,114,1496,281,10,22,0,24,0,24,0,24,3655,406,426,238,2799,395,370,115,60,60,0,24,0,24,341,145,0,24,297,142,40,37,0,24,0,24,4,23,5806,473,2544,480,860,384,1629,354,11,26,38,64,6,19,0,24,2148,346,600,260,1264,260,210,131,0,24,74,77,0,24,1114,291,75,59,840,272,112,53,0,24,46,35,41,53
34,Armour Square,5359,184,1884,236,192,87,53,62,129,70,10,30,0,27,0,27,0,27,1080,205,14,25,645,186,217,80,105,65,56,52,43,39,612,169,18,29,92,70,109,61,202,132,100,60,91,51,3475,227,715,172,184,86,500,149,31,38,0,27,0,27,0,27,1485,212,223,121,995,181,178,83,39,44,40,47,10,29,1275,171,104,66,713,156,269,87,108,58,24,29,57,50
35,Douglas,9023,275,1875,186,177,78,12,34,165,77,0,35,0,35,0,35,0,35,1187,178,35,39,683,153,372,112,86,51,0,35,11,37,511,119,0,35,172,83,98,57,43,41,105,67,93,62,7148,281,2364,253,782,161,1515,227,40,51,0,35,27,53,0,35,3258,282,554,130,1981,242,516,128,144,82,59,46,4,34,1526,167,155,72,622,120,376,105,186,81,102,58,85,55
36,Oakland,2743,141,612,125,91,53,0,19,91,53,0,19,0,19,0,19,0,19,457,114,17,26,354,101,65,56,21,29,0,19,0,19,64,44,0,19,15,28,0,19,0,19,0,19,49,40,2131,173,559,141,86,67,451,130,7,19,0,19,15,28,0,19,1113,163,156,75,773,150,64,50,104,67,16,31,0,19,459,110,75,42,235,82,116,63,22,29,0,19,11,18
37,Fuller Park,1146,113,378,83,33,29,0,16,33,29,0,16,0,16,0,16,0,16,201,70,0,16,28,23,103,56,44,30,0,16,26,27,144,55,0,16,22,24,9,12,25,28,28,22,60,38,768,111,95,59,32,39,52,44,11,20,0,16,0,16,0,16,394,101,76,48,251,92,32,33,17,16,6,16,12,17,279,71,10,19,225,70,9,17,31,27,0,16,4,13
38,Grand Boulevard,9878,323,2767,261,420,117,45,47,375,114,0,43,0,43,0,43,0,43,1868,230,62,52,1300,199,349,119,54,53,63,65,40,63,479,111,0,43,44,48,94,71,127,63,94,59,120,57,7111,330,1707,236,317,109,1381,214,0,43,9,43,0,43,0,43,3454,289,609,140,2271,269,396,125,72,62,29,50,77,65,1950,178,141,70,1243,166,378,96,89,55,60,53,39,49
39,Kenwood,9116,306,2855,256,276,110,4,30,251,103,21,44,0,31,0,31,0,31,1717,214,52,34,980,178,427,126,218,105,30,39,10,34,862,146,0,31,163,76,180,86,165,76,208,89,146,67,6261,340,2243,285,711,170,1449,250,79,46,4,30,0,31,0,31,2931,318,275,100,1977,306,497,137,160,70,13,34,9,33,1087,168,129,79,633,149,147,64,122,56,48,44,8,32
40,Washington Park,4142,214,833,147,161,72,29,34,132,67,0,27,0,27,0,27,0,27,506,120,38,32,329,103,82,42,33,50,20,33,4,25,166,66,0,27,31,31,42,33,33,33,19,31,41,46,3309,216,849,162,297,91,494,138,0,27,58,57,0,27,0,27,1812,219,393,123,1108,180,259,97,44,43,8,27,0,27,648,145,25,31,370,123,135,70,56,48,24,46,38,46
41,Hyde Park,12539,327,4669,300,561,131,42,44,498,124,21,44,0,38,0,38,0,38,2646,250,120,76,1161,176,970,195,280,99,115,85,0,38,1462,195,7,38,316,112,323,110,217,80,383,106,216,76,7870,371,3878,310,1411,212,2467,273,0,38,0,38,0,38,0,38,3158,339,672,174,1794,268,556,162,107,75,29,40,0,38,834,153,44,44,494,133,168,87,78,56,19,38,31,40
42,Woodlawn,10302,343,2527,270,266,99,0,36,240,95,13,40,0,36,13,40,0,36,1565,243,54,44,851,181,417,142,93,55,101,77,49,54,696,143,9,38,140,71,45,48,105,64,198,99,199,71,7775,366,2191,278,524,145,1566,247,31,42,47,48,23,39,0,36,4217,330,661,151,2752,307,604,152,142,82,50,54,8,37,1367,182,127,63,761,141,217,81,121,67,66,56,75,53
43,South Shore,21700,578,5185,387,459,155,0,44,347,137,76,72,0,44,36,61,0,44,2937,324,39,51,1250,233,935,196,334,127,252,96,127,83,1789,247,0,44,123,71,273,103,210,91,473,142,710,165,16515,598,4057,439,1320,279,2663,375,74,75,0,44,0,44,0,44,9852,608,1518,302,6738,542,994,230,387,141,156,106,59,56,2606,271,171,95,1133,204,547,147,262,107,324,130,169,98
44,Chatham,14098,418,5195,340,240,114,7,37,172,104,18,45,27,48,0,37,16,41,2683,295,62,55,1167,224,831,176,199,80,310,131,114,70,2272,236,9,38,112,60,240,89,293,115,457,127,1161,194,8903,460,2222,313,499,180,1715,302,0,37,8,37,0,37,0,37,5137,438,532,167,3666,399,546,182,295,126,54,70,44,52,1544,262,199,129,579,150,212,101,225,113,94,59,235,122
45,Avalon Park,3871,220,2612,216,94,67,0,19,88,66,0,19,6,18,0,19,0,19,1442,189,7,19,465,120,471,135,222,105,168,93,109,61,1076,124,0,19,102,69,99,52,167,84,334,98,374,103,1259,207,320,136,54,35,216,118,19,33,31,50,0,19,0,19,801,159,218,106,467,154,67,62,0,19,12,22,37,42,138,73,0,19,40,32,0,19,39,47,45,48,14,25
46,South Chicago,10770,408,4472,354,291,138,36,62,199,117,0,37,56,62,0,37,0,37,2534,303,61,64,957,228,715,182,409,147,259,116,133,70,1647,215,0,37,144,65,232,106,297,106,593,138,381,140,6298,413,1782,300,426,155,1188,255,130,81,38,48,0,37,0,37,3424,350,560,171,1974,292,519,157,213,99,57,56,101,88,1092,209,92,61,623,183,174,87,98,75,71,53,34,44
47,Burnside,1056,98,580,80,23,37,0,11,23,37,0,11,0,11,0,11,0,11,394,69,0,11,89,62,86,59,70,47,149,75,0,11,163,47,0,11,0,11,9,16,14,15,111,50,29,36,476,118,67,52,0,11,31,31,0,11,24,37,12,19,0,11,235,107,33,36,153,95,49,38,0,11,0,11,0,11,174,58,16,19,158,55,0,11,0,11,0,11,0,11
48,Calumet Heights,5586,174,4377,212,119,75,25,36,78,67,16,31,0,27,0,27,0,27,2254,233,31,42,800,154,544,152,287,91,462,144,130,86,2004,172,0,27,120,59,140,71,232,117,808,165,704,151,1209,204,261,118,157,95,98,78,0,27,6,27,0,27,0,27,761,184,213,104,345,124,122,86,5,26,45,45,31,43,187,85,0,27,70,68,14,25,33,37,37,36,33,36
49,Roseland,15524,379,8896,368,488,149,107,90,246,103,24,48,37,66,74,69,0,41,4300,346,80,52,1625,248,1144,208,584,140,591,151,276,97,4108,260,9,42,237,89,315,100,352,104,1597,204,1598,202,6628,428,1131,253,286,140,807,214,8,42,0,41,30,62,0,41,4483,394,537,160,2990,358,556,159,125,83,183,102,92,65,1014,199,38,58,349,132,235,108,97,63,157,79,138,75
50,Pullman,2984,134,1377,124,67,41,0,19,56,41,0,19,11,24,0,19,0,19,795,135,15,20,300,89,184,78,95,45,126,68,75,58,515,99,0,19,24,28,43,29,33,29,224,76,191,73,1607,162,387,135,22,37,327,126,10,22,28,47,0,19,0,19,906,155,99,64,486,127,239,93,62,57,20,27,0,19,314,74,5,18,38,29,51,41,40,33,68,52,112,65
51,South Deering,5332,164,3128,228,111,69,7,25,85,66,7,25,12,28,0,25,0,25,1932,241,14,25,502,144,707,172,419,123,210,93,80,52,1085,153,0,25,63,46,79,41,179,72,559,127,205,83,2204,245,464,148,160,91,293,121,11,28,0,25,0,25,0,25,1455,233,345,141,782,178,186,84,106,88,36,39,0,25,285,92,0,25,184,80,41,35,26,35,10,28,24,35
52,East Side,6900,215,4705,276,475,145,7,29,446,145,15,35,7,29,0,29,0,29,2932,275,13,30,1178,213,992,198,543,146,185,83,21,27,1298,171,0,29,78,48,219,75,213,91,355,97,433,104,2195,247,824,194,166,88,620,171,38,48,0,29,0,29,0,29,1194,210,214,99,776,190,109,62,71,58,0,29,24,32,177,78,10,32,36,51,59,55,45,37,9,29,18,32
53,West Pullman,9375,323,5866,306,272,127,34,45,174,101,56,76,8,37,0,39,0,39,3230,320,34,45,1082,233,717,176,697,174,646,158,54,57,2364,226,0,39,151,82,198,90,448,129,1140,178,427,97,3509,343,947,220,203,101,727,202,17,39,0,39,0,39,0,39,2119,288,337,148,1335,240,269,107,92,83,86,73,0,39,443,141,59,60,169,92,78,62,82,60,17,45,38,54
54,Riverdale,2322,166,299,85,15,23,0,16,15,23,0,16,0,16,0,16,0,16,142,83,0,16,29,47,22,32,27,22,24,29,40,54,142,61,0,16,0,16,0,16,22,37,0,16,120,62,2023,176,617,129,89,61,507,117,21,28,0,16,0,16,0,16,1208,166,219,112,775,135,136,76,32,40,46,47,0,16,198,104,0,16,164,96,0,16,0,16,34,51,0,16
55,Hegewisch,3694,195,2733,224,224,118,0,19,209,116,15,25,0,19,0,19,0,19,1627,221,18,23,773,173,511,163,146,58,109,79,70,52,882,161,0,19,115,66,140,94,72,63,166,80,389,109,961,226,332,182,155,139,165,117,12,24,0,19,0,19,0,19,537,190,82,81,323,145,60,82,0,19,26,33,46,74,92,48,0,19,61,32,21,35,0,19,10,23,0,19
56,Garfield Ridge,11952,202,9966,285,1001,207,94,61,874,197,23,53,10,44,0,42,0,42,6169,332,75,49,2403,292,2146,266,969,193,422,117,154,75,2796,227,15,44,238,95,430,110,269,89,599,113,1245,180,1986,268,700,197,188,121,512,171,0,42,0,42,0,42,0,42,1050,216,136,97,757,187,92,69,16,43,39,58,10,43,236,88,21,48,117,65,25,43,28,44,1,42,44,56
57,Archer Heights,3740,135,2407,203,275,110,34,40,202,96,39,31,0,27,0,27,0,27,1524,163,68,48,673,129,538,118,137,62,59,40,49,43,608,118,0,27,149,73,121,52,92,48,88,49,158,55,1333,193,500,139,81,54,392,127,27,38,0,27,0,27,0,27,738,155,119,69,518,139,93,59,0,27,0,27,8,27,95,61,5,26,43,47,37,44,10,29,0,27,0,27
58,Brighton Park,11572,326,5307,380,334,119,27,52,267,107,30,51,10,44,0,43,0,43,3963,335,138,87,1490,231,1668,238,487,129,84,68,96,64,1010,160,0,43,106,73,184,83,124,61,187,77,409,106,6265,397,2565,328,542,163,1906,294,107,82,0,43,10,42,0,43,3303,353,446,147,2336,317,431,141,45,47,35,57,10,44,397,128,13,47,180,95,110,73,53,47,41,51,0,43
59,McKinley Park,5185,166,2917,223,255,90,18,29,231,88,6,21,0,25,0,25,0,25,2044,213,69,43,829,146,697,148,345,108,40,28,64,40,618,108,0,25,10,23,99,54,81,45,175,78,253,70,2268,227,939,187,214,85,669,173,38,42,18,36,0,25,0,25,1239,203,165,86,825,178,245,102,4,23,0,25,0,25,90,49,8,25,78,47,4,23,0,25,0,25,0,25
60,Bridgeport,12140,316,5732,330,563,143,28,38,429,125,61,62,45,51,0,37,0,37,4072,300,156,78,1767,245,1253,183,507,114,226,81,163,61,1097,160,7,37,123,50,156,72,157,70,255,87,399,99,6408,374,2394,283,746,173,1511,248,112,79,25,41,0,37,0,37,3250,320,526,140,2216,289,354,121,77,51,66,57,11,39,764,163,76,61,397,124,148,74,103,72,29,39,11,39
61,New City,11621,370,5071,337,564,141,30,51,432,131,60,62,31,56,11,49,0,47,3377,307,131,68,1395,214,989,191,503,131,218,73,141,89,1130,162,5,46,138,78,172,80,220,78,337,95,258,85,6550,395,2316,294,593,149,1554,253,88,74,48,62,33,71,0,47,3736,353,734,170,2320,295,467,127,155,82,60,55,0,47,498,117,53,53,268,94,83,67,52,54,36,51,6,46
62,West Elsdon,5027,151,3690,206,462,125,10,30,367,112,85,61,0,27,0,27,0,27,2559,203,56,46,1267,209,803,150,313,102,68,43,52,38,669,122,9,29,23,28,134,64,107,52,66,48,330,93,1337,207,541,161,144,96,393,144,0,27,4,23,0,27,0,27,718,167,142,80,511,145,46,49,8,28,11,29,0,27,78,46,5,26,0,27,32,33,30,34,0,27,11,29
63,Gage Park,9405,238,5302,315,594,158,86,77,388,124,120,79,0,41,0,41,0,41,3867,316,86,66,1520,241,1762,238,367,112,125,63,7,39,841,158,0,41,92,57,260,92,137,66,102,71,250,84,4103,316,1488,234,360,122,1072,219,56,55,0,41,0,41,0,41,2276,286,316,121,1701,264,219,90,40,56,0,41,0,41,339,96,26,41,196,84,66,51,19,41,10,43,22,43
64,Clearing,8389,219,6346,275,1024,206,109,98,866,184,44,43,0,31,5,31,0,31,3649,259,57,41,1558,217,1219,205,493,151,161,86,161,89,1673,180,0,31,189,106,182,83,148,66,301,99,853,144,2043,251,807,209,318,138,473,159,16,40,0,31,0,31,0,31,995,210,158,84,668,180,158,90,0,31,0,31,11,34,241,110,32,49,138,84,9,32,16,33,13,36,33,61
