area_id,area_name,b99092001,b99092001_moe,b99092002,b99092002_moe,b99092003,b99092003_moe
1,Rogers Park,54629,3,909,3,53720,3
2,West Ridge,72242,4,1339,4,70903,4
3,Uptown,52122,3,638,3,51484,3
4,Lincoln Square,38022,3,435,3,37587,3
5,North Center,33314,4,165,4,33149,4
6,Lake View,96065,6,249,6,95816,6
7,Lincoln Park,61161,4,241,4,60920,4
8,Near North Side,78732,4,435,4,78297,4
9,Edison Park,11130,2,162,2,10968,2
10,Norwood Park,36826,3,352,3,36474,3
11,Jefferson Park,26744,2,262,2,26482,2
12,Forest Glen,18514,2,66,2,18448,2
13,North Park,18117,2,432,2,17685,2
14,Albany Park,52775,3,993,3,51782,3
15,Portage Park,63442,4,866,4,62576,4
16,Irving Park,55961,4,854,4,55107,4
17,Dunning,41958,3,671,3,41287,3
18,Montclare,12272,1,129,1,12143,1
19,Belmont Cragin,77585,4,1418,4,76167,4
20,Hermosa,25046,2,412,2,24634,2
21,Avondale,41489,3,483,3,41006,3
22,Logan Square,73309,5,740,5,72569,5
23,Humboldt Park,54106,4,1196,4,52910,4
24,West Town,83508,6,795,6,82713,6
25,Austin,96799,5,2259,5,94540,5
26,West Garfield Park,19169,3,262,3,18907,3
27,East Garfield Park,20661,3,320,3,20341,3
28,Near West Side,50255,4,299,4,49956,4
29,North Lawndale,35296,4,616,4,34680,4
30,South Lawndale,62094,4,934,4,61160,4
31,Lower West Side,36454,3,275,3,36179,3
32,Loop,23531,2,50,2,23481,2
33,Near South Side,20049,2,73,2,19976,2
34,Armour Square,13703,2,327,2,13376,2
35,Douglas,16501,3,65,3,16436,3
36,Oakland,6249,2,5,2,6244,2
37,Fuller Park,2910,1,27,1,2883,1
38,Grand Boulevard,22872,4,244,4,22628,4
39,Kenwood,17852,3,133,3,17719,3
40,Washington Park,11056,2,136,2,10920,2
41,Hyde Park,23793,3,154,3,23639,3
42,Woodlawn,23389,3,381,3,23008,3
43,South Shore,46693,4,609,4,46084,4
44,Chatham,33220,3,407,3,32813,3
45,Avalon Park,9612,1,357,1,9255,1
46,South Chicago,29334,3,319,3,29015,3
47,Burnside,3508,1,61,1,3447,1
48,Calumet Heights,14377,2,176,2,14201,2
49,Roseland,44588,4,553,4,44035,4
50,Pullman,7262,2,71,2,7191,2
51,South Deering,16405,2,195,2,16210,2
52,East Side,23507,2,237,2,23270,2
53,West Pullman,30711,3,376,3,30335,3
54,Riverdale,6770,1,67,1,6703,1
55,Hegewisch,10148,1,128,1,10020,1
56,Garfield Ridge,33839,3,299,3,33540,3
57,Archer Heights,13424,2,218,2,13206,2
58,Brighton Park,44050,3,889,3,43161,3
59,McKinley Park,16396,2,178,2,16218,2
60,Bridgeport,32396,3,551,3,31845,3
61,New City,41888,4,589,4,41299,4
62,West Elsdon,18969,2,345,2,18624,2
63,Gage Park,39444,3,687,3,38757,3
64,Clearing,22706,3,147,3,22559,3
65,West Lawn,32935,2,433,2,32502,2
66,Chicago Lawn,54585,3,1188,3,53397,3
67,West Englewood,35043,4,552,4,34491,4
68,Englewood,28684,3,355,3,28329,3
69,Greater Grand Crossing,32405,3,516,3,31889,3
70,Ashburn,42292,3,524,3,41768,3
71,Auburn Gresham,49561,4,767,4,48794,4
72,Beverly,21203,3,216,3,20987,3
73,Washington Heights,25804,3,335,3,25469,3
74,Mount Greenwood,17907,2,87,2,17820,2
75,Morgan Park,22280,3,213,3,22067,3
76,O'Hare,13674,3,12,3,13662,3
77,Edgewater,52728,4,736,4,51992,4
