area_id,area_name,b25062001,b25062001_moe
1,Rogers Park,1539900,319639
2,West Ridge,850100,252211
3,Uptown,1396700,305622
4,Lincoln Square,477400,170176
5,North Center,155100,166736
6,Lake View,2863500,653788
7,Lincoln Park,1117800,406229
8,Near North Side,3362100,838866
10,Norwood Park,69800,49636
11,Jefferson Park,190500,121776
13,North Park,54700,49281
14,Albany Park,249500,105153
15,Portage Park,233300,105528
16,Irving Park,710400,180731
18,Montclare,56600,48232
19,Belmont Cragin,361200,140313
20,Hermosa,174500,90639
21,Avondale,310100,176870
22,Logan Square,548000,185741
23,Humboldt Park,618400,148935
24,West Town,847700,236964
25,Austin,1910400,264974
26,West Garfield Park,196100,89092
27,East Garfield Park,148900,71433
28,Near West Side,1920500,442253
29,North Lawndale,469100,120814
30,South Lawndale,580400,126099
31,Lower West Side,213200,75862
32,Loop,2116800,754488
33,Near South Side,1057700,555099
34,Armour Square,83500,88717
35,Douglas,801600,194582
36,Oakland,130500,68707
37,Fuller Park,54700,44505
38,Grand Boulevard,409300,125719
39,Kenwood,459900,179815
40,Washington Park,412200,111823
41,Hyde Park,1127700,344103
42,Woodlawn,947900,188461
43,South Shore,2403000,353427
44,Chatham,580900,169054
45,Avalon Park,149400,96352
46,South Chicago,484400,149075
49,Roseland,357800,122775
50,Pullman,91800,48193
51,South Deering,62200,44475
52,East Side,66600,44900
53,West Pullman,167700,90346
54,Riverdale,59600,60958
55,Hegewisch,70600,74519
56,Garfield Ridge,25500,19564
58,Brighton Park,254900,101715
59,McKinley Park,55700,46377
60,Bridgeport,356800,106220
61,New City,318500,108933
63,Gage Park,69300,43199
64,Clearing,46900,42331
66,Chicago Lawn,1021000,207886
67,West Englewood,246900,85779
68,Englewood,966000,186912
69,Greater Grand Crossing,715000,143974
71,Auburn Gresham,844800,186765
72,Beverly,89400,63894
73,Washington Heights,127000,87382
74,Mount Greenwood,61000,55215
75,Morgan Park,176200,165077
77,Edgewater,1718900,413939
