area_id,area_name,b99254001,b99254001_moe,b99254002,b99254002_moe,b99254003,b99254003_moe
1,Rogers Park,27912,-1,1256,-1,26656,-1
2,West Ridge,27639,-1,1056,-1,26583,-1
3,Uptown,32444,-1,1826,-1,30618,-1
4,Lincoln Square,19499,-1,828,-1,18671,-1
5,North Center,16442,-1,790,-1,15652,-1
6,Lake View,57951,-1,2875,-1,55076,-1
7,Lincoln Park,35919,-1,1906,-1,34013,-1
8,Near North Side,61054,-1,3859,-1,57195,-1
9,Edison Park,4935,-1,124,-1,4811,-1
10,Norwood Park,15620,-1,586,-1,15034,-1
11,Jefferson Park,10952,-1,359,-1,10593,-1
12,Forest Glen,7134,-1,246,-1,6888,-1
13,North Park,6970,-1,489,-1,6481,-1
14,Albany Park,18213,-1,829,-1,17384,-1
15,Portage Park,24837,-1,962,-1,23875,-1
16,Irving Park,22525,-1,1290,-1,21235,-1
17,Dunning,16145,-1,579,-1,15566,-1
18,Montclare,4848,-1,144,-1,4704,-1
19,Belmont Cragin,24148,-1,842,-1,23306,-1
20,Hermosa,7922,-1,236,-1,7686,-1
21,Avondale,15282,-1,555,-1,14727,-1
22,Logan Square,32764,-1,902,-1,31862,-1
23,Humboldt Park,20482,-1,1751,-1,18731,-1
24,West Town,41319,-1,2225,-1,39094,-1
25,Austin,38606,-1,3213,-1,35393,-1
26,West Garfield Park,8018,-1,1310,-1,6708,-1
27,East Garfield Park,8974,-1,1269,-1,7705,-1
28,Near West Side,29058,-1,2026,-1,27032,-1
29,North Lawndale,15066,-1,2497,-1,12569,-1
30,South Lawndale,20747,-1,1274,-1,19473,-1
31,Lower West Side,14323,-1,588,-1,13735,-1
32,Loop,17582,-1,1125,-1,16457,-1
33,Near South Side,13642,-1,742,-1,12900,-1
34,Armour Square,5739,-1,274,-1,5465,-1
35,Douglas,10766,-1,507,-1,10259,-1
36,Oakland,3077,-1,87,-1,2990,-1
37,Fuller Park,1562,-1,220,-1,1342,-1
38,Grand Boulevard,12233,-1,1029,-1,11204,-1
39,Kenwood,10635,-1,505,-1,10130,-1
40,Washington Park,5627,-1,646,-1,4981,-1
41,Hyde Park,14824,-1,1043,-1,13781,-1
42,Woodlawn,13994,-1,1808,-1,12186,-1
43,South Shore,28629,-1,2432,-1,26197,-1
44,Chatham,17044,-1,1168,-1,15876,-1
45,Avalon Park,4406,-1,220,-1,4186,-1
46,South Chicago,14460,-1,1631,-1,12829,-1
47,Burnside,1264,-1,81,-1,1183,-1
48,Calumet Heights,6151,-1,217,-1,5934,-1
49,Roseland,18311,-1,1360,-1,16951,-1
50,Pullman,3518,-1,180,-1,3338,-1
51,South Deering,5912,-1,295,-1,5617,-1
52,East Side,7876,-1,457,-1,7419,-1
53,West Pullman,11697,-1,1286,-1,10411,-1
54,Riverdale,3344,-1,508,-1,2836,-1
55,Hegewisch,4045,-1,183,-1,3862,-1
56,Garfield Ridge,12732,-1,334,-1,12398,-1
57,Archer Heights,4212,-1,98,-1,4114,-1
58,Brighton Park,13810,-1,811,-1,12999,-1
59,McKinley Park,5709,-1,258,-1,5451,-1
60,Bridgeport,14074,-1,674,-1,13400,-1
61,New City,15885,-1,2076,-1,13809,-1
62,West Elsdon,5340,-1,189,-1,5151,-1
63,Gage Park,10432,-1,500,-1,9932,-1
64,Clearing,9174,-1,432,-1,8742,-1
65,West Lawn,9729,-1,320,-1,9409,-1
66,Chicago Lawn,19044,-1,899,-1,18145,-1
67,West Englewood,13716,-1,1984,-1,11732,-1
68,Englewood,14753,-1,2358,-1,12395,-1
69,Greater Grand Crossing,16291,-1,1491,-1,14800,-1
70,Ashburn,13448,-1,428,-1,13020,-1
71,Auburn Gresham,20718,-1,1726,-1,18992,-1
72,Beverly,8316,-1,214,-1,8102,-1
73,Washington Heights,10609,-1,639,-1,9970,-1
74,Mount Greenwood,7119,-1,256,-1,6863,-1
75,Morgan Park,9104,-1,703,-1,8401,-1
76,O'Hare,6635,-1,247,-1,6388,-1
77,Edgewater,32312,-1,1536,-1,30776,-1
