Sex by Industry and Median Earnings for the Civilian Population
---------------------------------------------------------------
Universe: Civilian Employed Population 16 Years and Over With Earnings

B24032001  Male:
B24032002   Agriculture, forestry, fishing and hunting, and mining:
B24032003    Agriculture, forestry, fishing and hunting
B24032004    Mining, quarrying, and oil and gas extraction
B24032005   Construction
B24032006   Manufacturing
B24032007   Wholesale trade
B24032008   Retail trade
B24032009   Transportation and warehousing, and utilities:
B24032010    Transportation and warehousing
B24032011    Utilities
B24032012   Information
B24032013   Finance and insurance, and real estate and rental and leasing:
B24032014    Finance and insurance
B24032015    Real estate and rental and leasing
B24032016   Professional, scientific, and management, and administrative and waste management services:
B24032017    Professional, scientific, and technical services
B24032018    Management of companies and enterprises
B24032019    Administrative and support and waste management services
B24032020   Educational services, and health care and social assistance:
B24032021    Educational services
B24032022    Health care and social assistance
B24032023   Arts, entertainment, and recreation, and accommodations and food services
B24032024    Arts, entertainment, and recreation
B24032025    Accommodation and food services
B24032026   Other services except public administration
B24032027   Public administration
B24032028  Female:
B24032029   Agriculture, forestry, fishing and hunting, and mining:
B24032030    Agriculture, forestry, fishing and hunting
B24032031    Mining, quarrying, and oil and gas extraction
B24032032   Construction
B24032033   Manufacturing
B24032034   Wholesale trade
B24032035   Retail trade
B24032036   Transportation and warehousing, and utilities:
B24032037    Transportation and warehousing
B24032038    Utilities
B24032039   Information
B24032040   Finance and insurance, and real estate and rental and leasing:
B24032041    Finance and insurance
B24032042    Real estate and rental and leasing
B24032043   Professional, scientific, and management, and administrative and waste management services:
B24032044    Professional, scientific, and technical services
B24032045    Management of companies and enterprises
B24032046    Administrative and support and waste management services
B24032047   Educational services, and health care and social assistance:
B24032048    Educational services
B24032049    Health care and social assistance
B24032050   Arts, entertainment, and recreation, and accommodations and food services
B24032051    Arts, entertainment, and recreation
B24032052    Accommodation and food services
B24032053   Other services except public administration
B24032054   Public administration
