area_id,area_name,b25033001,b25033001_moe,b25033002,b25033002_moe,b25033003,b25033003_moe,b25033004,b25033004_moe,b25033005,b25033005_moe,b25033006,b25033006_moe,b25033007,b25033007_moe,b25033008,b25033008_moe,b25033009,b25033009_moe,b25033010,b25033010_moe,b25033011,b25033011_moe,b25033012,b25033012_moe,b25033013,b25033013_moe
1,Rogers Park,54629,2112,16660,1368,6427,1035,2214,641,8004,841,15,51,0,48,37969,2163,1153,489,8713,1289,28067,1979,36,72,0,48
2,West Ridge,72242,2574,36393,2044,20121,1603,8339,1350,7933,892,0,51,0,51,35849,2724,2686,877,18695,2357,14305,1656,163,206,0,51
3,Uptown,52122,1621,17431,1095,3207,661,1434,483,12783,951,7,48,0,48,34691,1713,982,452,4181,873,29505,1675,23,59,0,48
4,Lincoln Square,38022,1337,17156,1275,7493,759,4752,793,4911,815,0,40,0,40,20866,1424,794,339,8261,1039,11789,1151,22,51,0,40
5,North Center,33314,1088,20290,1122,11783,979,6015,793,2492,384,0,43,0,43,13024,903,885,305,8913,897,3186,421,0,43,40,62
6,Lake View,96065,1725,39240,1485,12167,1020,8130,817,18943,1083,0,66,0,66,56825,1713,2202,564,18083,1310,36054,1371,188,192,298,328
7,Lincoln Park,61161,1634,31270,1538,16274,1053,3777,536,11219,1184,0,51,0,51,29891,1377,1947,524,9925,1028,17742,1035,72,86,205,266
8,Near North Side,78732,1796,36655,1490,3944,748,1461,391,31196,1331,37,81,17,59,42077,1841,1199,385,2192,645,38474,1801,212,304,0,54
9,Edison Park,11130,498,9301,542,8385,515,156,93,760,239,0,25,0,25,1829,489,373,200,483,363,973,332,0,25,0,25
10,Norwood Park,36826,1210,29806,1155,26559,1076,1497,640,1542,336,208,237,0,39,7020,1125,1741,640,3375,950,1904,490,0,39,0,39
11,Jefferson Park,26744,1244,18515,1200,13817,1114,3375,741,1311,313,12,63,0,29,8229,1175,974,396,5786,1059,1469,455,0,29,0,29
12,Forest Glen,18514,645,16733,665,16219,654,443,270,71,44,0,29,0,29,1781,478,445,301,928,327,408,192,0,29,0,29
13,North Park,18117,994,10908,1006,8291,966,1545,427,1012,335,60,98,0,27,7209,878,400,214,3769,827,2995,506,45,76,0,27
