area_id,area_name,b10050001,b10050001_moe,b10050002,b10050002_moe,b10050003,b10050003_moe,b10050004,b10050004_moe,b10050005,b10050005_moe,b10050006,b10050006_moe,b10050007,b10050007_moe,b10050008,b10050008_moe,b10050009,b10050009_moe,b10050010,b10050010_moe
1,Rogers Park,31828,1249,960,280,387,153,59,70,13,49,70,72,115,93,130,102,573,209,30868,1218
2,West Ridge,42770,1346,2279,525,265,131,73,84,64,76,23,62,26,57,79,87,2014,516,40491,1222
3,Uptown,36302,1192,544,253,218,181,35,59,0,48,104,158,0,48,79,86,326,178,35758,1158
4,Lincoln Square,24792,864,669,293,245,174,0,40,0,40,74,111,89,119,82,78,424,221,24123,833
5,North Center,20131,697,115,81,22,47,0,43,0,43,10,44,0,43,12,46,93,78,20016,690
6,Lake View,49545,1222,172,123,8,67,0,66,0,66,0,66,0,66,8,67,164,122,49373,1219
7,Lincoln Park,32623,991,83,68,50,64,0,51,41,64,0,51,0,51,9,51,33,57,32540,990
8,Near North Side,50862,1404,291,109,101,83,40,67,9,55,16,67,0,54,36,62,190,89,50571,1395
9,Edison Park,7404,326,136,91,60,69,0,25,0,25,0,25,0,25,60,69,76,58,7268,309
10,Norwood Park,25433,705,549,205,41,50,0,39,0,39,0,39,0,39,41,50,508,201,24884,664
11,Jefferson Park,16893,689,537,186,70,58,0,29,21,32,28,51,0,29,21,36,467,177,16356,670
12,Forest Glen,11997,363,401,167,38,51,16,37,0,29,22,46,0,29,0,29,363,159,11596,361
13,North Park,11479,604,476,170,95,68,12,31,15,36,0,27,14,33,54,57,381,157,11003,568
14,Albany Park,28813,1087,1933,425,449,199,55,63,158,135,48,61,0,45,188,138,1484,349,26880,1052
15,Portage Park,38542,1128,2429,430,723,213,0,47,49,60,97,74,51,62,526,201,1706,382,36113,1091
16,Irving Park,32773,1211,1589,361,358,183,69,84,12,46,236,164,11,49,30,51,1231,316,31184,1157
17,Dunning,27003,769,1436,297,376,191,47,65,60,69,99,96,56,74,114,124,1060,230,25567,748
18,Montclare,7171,459,440,173,187,112,59,74,37,41,31,42,60,68,0,23,253,114,6731,429
