area_id,area_name,b99172001,b99172001_moe,b99172002,b99172002_moe,b99172003,b99172003_moe,b99172004,b99172004_moe,b99172005,b99172005_moe,b99172006,b99172006_moe,b99172007,b99172007_moe,b99172008,b99172008_moe,b99172009,b99172009_moe,b99172010,b99172010_moe,b99172011,b99172011_moe,b99172012,b99172012_moe,b99172013,b99172013_moe,b99172014,b99172014_moe,b99172015,b99172015_moe
1,Rogers Park,10091,3,1501,3,85,3,73,3,0,3,57,3,103,3,370,3,5573,3,153,3,205,3,70,3,289,3,704,3,908,3
2,West Ridge,16321,4,1909,4,130,4,5,4,37,4,40,4,63,4,506,4,9063,4,311,4,607,4,306,4,410,4,814,4,2120,4
3,Uptown,9232,3,1056,3,126,3,0,3,32,3,95,3,61,3,287,3,5818,3,135,3,204,3,62,3,250,3,500,3,606,3
4,Lincoln Square,8394,3,508,3,38,3,0,3,0,3,33,3,14,3,108,3,5653,3,148,3,121,3,233,3,177,3,307,3,1054,3
5,North Center,7252,4,115,4,15,4,4,4,0,4,6,4,0,4,31,4,5813,4,92,4,153,4,167,4,133,4,204,4,519,4
6,Lake View,14864,6,406,6,69,6,15,6,10,6,13,6,23,6,102,6,11101,6,246,6,470,6,259,6,321,6,419,6,1410,6
7,Lincoln Park,10261,4,244,4,23,4,3,4,0,4,36,4,0,4,73,4,7750,4,224,4,289,4,187,4,107,4,190,4,1135,4
8,Near North Side,15079,4,902,4,125,4,0,4,0,4,5,4,72,4,97,4,10386,4,223,4,490,4,90,4,319,4,552,4,1818,4
9,Edison Park,2829,2,11,2,0,2,0,2,7,2,12,2,0,2,7,2,1863,2,44,2,80,2,40,2,97,2,81,2,587,2
10,Norwood Park,9614,3,206,3,8,3,0,3,0,3,15,3,0,3,122,3,6079,3,174,3,294,3,216,3,357,3,504,3,1639,3
11,Jefferson Park,6374,2,228,2,0,2,21,2,0,2,17,2,0,2,45,2,3830,2,101,2,123,2,193,2,152,2,458,2,1206,2
12,Forest Glen,4867,2,141,2,27,2,0,2,0,2,0,2,0,2,95,2,3031,2,121,2,167,2,170,2,195,2,257,2,663,2
13,North Park,4250,2,273,2,0,2,10,2,0,2,0,2,0,2,116,2,2376,2,106,2,102,2,102,2,239,2,285,2,641,2
14,Albany Park,10842,3,1138,3,67,3,0,3,43,3,62,3,105,3,419,3,5019,3,185,3,271,3,290,3,337,3,1228,3,1678,3
15,Portage Park,14935,4,1145,4,23,4,4,4,0,4,0,4,37,4,383,4,7601,4,254,4,355,4,370,4,838,4,854,4,3071,4
16,Irving Park,12442,4,953,4,61,4,31,4,4,4,56,4,88,4,203,4,7233,4,307,4,329,4,336,4,695,4,899,4,1247,4
17,Dunning,10702,3,380,3,51,3,12,3,19,3,28,3,29,3,220,3,5989,3,217,3,373,3,437,3,442,3,613,3,1892,3
18,Montclare,2909,1,189,1,16,1,19,1,31,1,0,1,47,1,55,1,1499,1,45,1,55,1,64,1,167,1,163,1,559,1
19,Belmont Cragin,16806,4,2254,4,100,4,128,4,52,4,45,4,152,4,460,4,7891,4,234,4,403,4,484,4,917,4,1569,4,2117,4
20,Hermosa,5456,2,569,2,31,2,13,2,46,2,57,2,32,2,246,2,2586,2,40,2,134,2,223,2,234,2,489,2,756,2
21,Avondale,8793,3,900,3,45,3,0,3,0,3,42,3,34,3,230,3,4843,3,120,3,137,3,218,3,663,3,685,3,876,3
22,Logan Square,14728,5,2144,5,134,5,16,5,32,5,51,5,44,5,304,5,8736,5,132,5,293,5,244,5,355,5,1028,5,1215,5
23,Humboldt Park,11493,4,1994,4,281,4,16,4,42,4,81,4,146,4,1114,4,3892,4,145,4,294,4,126,4,304,4,660,4,2398,4
