area_id,area_name,b19126001,b19126001_moe,b19126002,b19126002_moe,b19126003,b19126003_moe,b19126004,b19126004_moe,b19126005,b19126005_moe,b19126006,b19126006_moe,b19126007,b19126007_moe,b19126008,b19126008_moe,b19126009,b19126009_moe,b19126010,b19126010_moe,b19126011,b19126011_moe
1,Rogers Park,248714,33172,365158,38453,331925,58073,381096,70360,161842,35287,199139,176078,183524,283626,295504,183451,124380,42317,113765,45033,268823,189919
2,West Ridge,306630,34846,337001,27612,333716,48256,335633,53627,189749,60688,223210,117857,128500,171279,430308,150168,160730,79599,118891,76804,177715,202476
3,Uptown,148139,31411,204087,56073,210006,92729,227369,54889,95219,64755,193270,72605,200747,254141,189108,81466,88601,66422,72882,56567,100790,174528
11,Jefferson Park,156572,23306,170927,29317,206617,24080,133876,20048,110521,55482,112853,32144,111648,12409,318975,214355,101587,75135,46267,100143,138063,71471
13,North Park,126181,18219,138434,20512,128675,38925,139824,30047,97704,38213,140475,26303,62255,151211,152531,23811,51564,35010,61753,43492,69490,66609
14,Albany Park,337993,45755,433592,53556,369146,96077,513228,42980,255208,43062,312422,275007,247334,255208,471943,139455,243967,81164,238849,80206,365162,148460
15,Portage Park,243324,18621,286433,43379,276389,73574,303108,60117,156445,52100,200090,98979,274638,132593,140940,99356,150320,55773,86723,23996,206520,67216
16,Irving Park,214601,31787,235151,64636,291769,135113,259633,65086,169146,34944,189272,146047,126833,48197,302186,265473,192446,78679,142617,103894,161415,92668
17,Dunning,361854,18349,397575,53286,423197,84595,396854,72970,328538,36509,313411,128468,248463,164346,391397,87844,311917,72303,236267,162408,340628,76873
18,Montclare,110016,15369,126196,19321,131285,16159,105688,37595,85915,18301,122831,110969,55687,117716,180596,120326,82974,27225,45490,16249,110367,43985
19,Belmont Cragin,416692,33604,504786,61882,467512,92249,613777,126919,319053,42128,384790,103885,308262,160987,484020,205305,283570,66497,207432,79099,392261,150744
20,Hermosa,181202,22768,220499,30318,210960,24507,254451,50668,123183,44988,157118,62109,87221,59177,217799,52887,118046,40736,83641,110771,120452,47331
21,Avondale,126960,15718,130517,20060,119064,31942,132278,16905,109869,34085,117915,69451,71937,61392,168714,89485,105076,36271,131177,90103,119396,67995
22,Logan Square,362219,57487,496489,98869,519813,162905,540517,161999,248778,38151,300168,156323,246270,55000,573337,184803,226500,78859,175606,71320,326988,123096
23,Humboldt Park,246211,20000,348476,36515,343401,69255,410896,81192,190220,33537,269283,68219,248402,107013,270668,165833,144748,37566,120293,56232,205931,69021
24,West Town,265986,39748,360039,63642,297338,120739,418071,80669,169232,50959,246506,85174,248619,230058,295995,86892,125560,132984,168981,42699,117449,53368
25,Austin,492602,29146,701624,100484,779420,169172,647004,123444,384193,61605,417316,129804,358396,210700,506118,140806,385161,71081,292079,116642,511969,97357
27,East Garfield Park,96580,17986,169641,52331,174500,78188,147850,59603,91747,17397,163591,124628,161819,60898,263594,221031,79797,21804,72688,27859,84738,53236
28,Near West Side,104485,25522,179261,30470,186814,44937,155469,72799,57822,4994,53833,66679,50993,63239,140625,62787,56492,5167,49131,16241,60864,44766
29,North Lawndale,47907,12172,79896,50507,129938,58188,68901,32580,38982,4818,50016,31447,49357,54440,89881,41332,37136,4776,33421,12148,38097,9329
30,South Lawndale,247233,21082,305330,35214,309511,85020,361157,83135,193072,25608,243043,40910,203207,93244,270619,89771,160066,38797,144149,45007,243142,73335
31,Lower West Side,261017,19627,326883,50631,312654,133777,374125,75599,201142,28078,230558,91696,174259,104722,403023,153134,179163,35210,165899,39370,241365,195217
33,Near South Side,245936,44060,309318,48647,339925,154999,274044,62175,121839,58645,121583,113160,114245,159842,136321,143808,140721,74602,63799,128902,148153,44868
34,Armour Square,26635,7142,21639,8348,28100,12612,16721,1227,34412,27789,97813,61608,12813,6369,115398,47866,31296,20263,29243,8001,65521,87736
37,Fuller Park,34583,23723,38565,17239,39167,4728,18917,20178,22292,19608,20833,19517,45529,40290,15074,6950,34444,18540,19444,26110,73000,86494
38,Grand Boulevard,32598,6352,110417,67456,111500,65472,53846,91247,21581,12369,51000,105345,93393,130598,22417,132411,19952,13788,9577,12161,32928,12387
39,Kenwood,120034,34288,135491,39899,161250,113219,122399,20019,25789,10850,15000,28458,6300,763,27500,24853,27368,38406,16935,37595,59375,50682
40,Washington Park,54888,15530,82535,67446,167060,359920,78194,39399,49821,23900,65541,71965,63667,22191,174899,211454,44059,22680,43495,12689,37349,23103
41,Hyde Park,61250,7301,117813,48512,127188,85532,62313,92564,44688,22195,34750,43678,65278,63431,34625,37062,50234,23018,50391,18306,29500,73740
43,South Shore,174615,41684,238739,62688,278487,187465,236945,68213,146940,43192,225038,125563,222046,188081,200258,299578,119639,54249,109617,94821,164642,48063
44,Chatham,84344,25929,146563,40176,157623,71955,121188,46930,69846,12554,62815,51250,99463,84302,69023,46459,70320,22643,43100,27960,103803,44822
45,Avalon Park,55031,12163,72411,25883,68750,42447,72411,30114,47898,11180,58173,31212,86014,82673,49394,18006,39936,14467,28973,19726,49015,22340
46,South Chicago,168194,25396,250373,57062,261717,117185,264079,75308,124614,18011,153391,72827,194674,42417,203684,78154,118342,22440,116302,38471,135964,38076
48,Calumet Heights,61528,12427,77500,11831,80052,43150,74954,40360,51979,6983,61154,7956,60096,12521,65208,1913,51042,7870,19659,66306,52125,18402
49,Roseland,35238,4005,57115,13252,49500,26968,64722,24310,27222,6082,24537,14596,24537,31112,22500,24937,27619,6605,22708,13572,34275,6088
50,Pullman,22955,12113,58977,21231,46607,65969,59545,12955,17750,8901,87679,122189,88601,679,17434,1801,12917,9870,10042,10937,23409,14822
52,East Side,46221,8023,52459,5159,50962,14933,53208,6671,20964,10227,62083,56899,8500,18642,83491,60233,16346,7556,14016,2747,31528,7609
53,West Pullman,203673,44990,257989,31909,228294,157144,283677,52170,134651,37585,139521,84990,122676,90538,173618,103787,149967,50633,67228,94708,214534,32896
56,Garfield Ridge,272951,28297,291427,35371,344215,87661,268222,34241,209747,61751,216851,108720,234345,107356,187254,219069,171133,78468,112249,144469,294574,91198
57,Archer Heights,83558,11611,97847,22087,82812,55440,106178,23341,74475,7733,93109,67671,67171,44184,187415,35652,71022,26995,59172,36062,67976,47870
58,Brighton Park,301233,25969,355972,51764,318314,50634,398785,63602,248704,38109,306497,86380,332974,109177,423590,117451,193671,51912,171965,48825,309714,254517
59,McKinley Park,135500,27129,152633,16394,156390,50073,136450,36146,92891,18374,98770,28758,91149,17977,171771,36210,88892,37678,78912,45361,123549,54381
60,Bridgeport,402091,38599,485308,40903,486741,149963,457990,59324,313142,69201,447898,119520,369881,140543,535960,414859,262375,69616,175072,114710,387750,111442
61,New City,257813,23582,292329,24852,267714,41583,307478,76251,198275,35619,225197,89580,195680,107644,315643,111276,179644,41392,150909,113027,279887,64564
62,West Elsdon,146789,28900,194406,29870,175535,55687,203755,36325,114479,19607,137872,49784,143225,92922,161780,60218,95616,24686,89957,37371,142933,103319
63,Gage Park,246311,27265,282314,47109,230539,30594,406680,43182,189295,34052,255543,99154,270185,129926,246141,128590,151262,27080,138150,33032,206218,82021
64,Clearing,238213,22183,302658,45408,344766,61945,262869,51857,188841,19712,201996,61645,196812,93590,255611,105713,181046,40971,164969,51639,190087,66973
65,West Lawn,199607,10417,206367,26290,203748,24693,229199,57149,156946,28725,170318,46004,155084,79641,345281,343489,142704,37115,116990,60251,164877,100444
66,Chicago Lawn,308628,23228,399460,70373,348642,58120,474037,104165,228087,35264,286112,131378,289922,143833,464209,197229,210002,39350,159937,30814,323347,60039
67,West Englewood,74273,14749,135795,87052,29875,101199,136803,55505,67480,25280,76321,89944,44884,131633,135382,87659,68089,41208,30140,35476,93471,41884
68,Englewood,22043,3445,82910,62214,29894,127255,82988,48306,19559,3677,20972,2283,17446,7062,21957,1893,18701,4354,18224,21193,20031,5397
69,Greater Grand Crossing,117598,21038,174523,48751,174185,168480,176689,100337,92920,25017,105303,30059,74863,300303,106684,27781,90036,24179,74496,26452,121175,42610
70,Ashburn,265172,27128,302742,25089,302289,42742,313998,61950,177953,57504,252247,66106,202445,121573,299593,43028,165620,54440,162053,121295,160104,99522
71,Auburn Gresham,113933,23476,208859,56838,308594,205945,203757,70261,72428,14736,170583,61530,154072,98043,189868,67962,59819,12636,42111,15004,107014,25328
72,Beverly,105313,28589,132552,18459,134375,36354,123854,23598,61250,33694,72321,50144,73654,1076,37768,11655,49861,36494,51250,58195,49861,66959
73,Washington Heights,93275,12735,138880,46152,223875,99129,114531,32297,77539,14901,70650,27658,75540,92135,71854,87086,77955,20707,99676,39411,65646,30685
74,Mount Greenwood,96875,12347,101979,6955,102000,6862,101940,17975,69844,12024,78000,54104,59677,71698,79000,118584,69531,9277,42159,68127,70000,10264
75,Morgan Park,52703,17517,81776,10822,83950,4879,75577,19076,36625,13618,68333,41062,22188,38030,73750,38798,34556,12886,35750,18842,34315,20946
77,Edgewater,91598,11295,103480,26850,124375,34575,95822,25203,87583,58738,88917,53619,89917,157315,46136,47753,63269,35699,55446,53986,90430,39562
