area_id,area_name,b11005001,b11005001_moe,b11005002,b11005002_moe,b11005003,b11005003_moe,b11005004,b11005004_moe,b11005005,b11005005_moe,b11005006,b11005006_moe,b11005007,b11005007_moe,b11005008,b11005008_moe,b11005009,b11005009_moe,b11005010,b11005010_moe,b11005011,b11005011_moe,b11005012,b11005012_moe,b11005013,b11005013_moe,b11005014,b11005014_moe,b11005015,b11005015_moe,b11005016,b11005016_moe,b11005017,b11005017_moe,b11005018,b11005018_moe,b11005019,b11005019_moe
1,Rogers Park,23981,550,5923,482,5913,483,3346,409,2567,358,709,208,1858,314,10,50,0,48,10,50,18058,620,4178,432,2854,342,1324,279,575,217,749,185,13880,662,7447,576,6433,503
2,West Ridge,24402,485,8948,553,8935,556,6587,510,2348,377,714,231,1634,312,13,56,13,56,0,51,15454,605,7386,513,5491,468,1895,302,500,168,1395,263,8068,556,4070,462,3998,402
3,Uptown,29441,501,3860,415,3802,411,2169,314,1633,304,303,134,1330,270,58,74,51,73,7,48,25581,605,5430,477,3976,399,1454,308,691,221,763,234,20151,659,10402,615,9749,608
4,Lincoln Square,17622,376,3805,348,3778,347,2933,327,845,211,206,123,639,179,27,48,11,40,16,44,13817,452,4616,394,3751,330,865,231,278,145,587,170,9201,493,4545,426,4656,404
5,North Center,14724,323,3459,281,3409,277,2941,250,468,132,107,66,361,119,50,69,50,69,0,43,11265,358,3843,305,3122,293,721,165,214,94,507,137,7422,389,3520,351,3902,330
6,Lake View,52568,659,6076,396,6062,396,5105,357,957,248,288,144,669,213,14,69,14,69,0,66,46492,726,8802,532,7544,498,1258,216,480,145,778,170,37690,825,18186,791,19504,776
7,Lincoln Park,32194,546,4894,367,4863,366,4033,349,830,166,184,93,646,144,31,64,31,64,0,51,27300,591,5398,427,4881,416,517,137,170,91,347,111,21902,644,10492,597,11410,583
8,Near North Side,50758,883,3344,367,3323,366,2182,318,1141,234,98,92,1043,220,21,59,14,58,7,55,47414,921,11756,750,10515,713,1241,282,484,186,757,216,35658,1046,15507,907,20151,933
9,Edison Park,4608,141,1131,135,1131,135,952,113,179,91,24,25,155,89,0,25,0,25,0,25,3477,167,1698,185,1314,168,384,125,190,98,194,85,1779,205,828,156,951,172
10,Norwood Park,14646,262,3808,302,3808,302,3013,282,795,215,219,121,576,176,0,39,0,39,0,39,10838,355,5806,344,4509,322,1297,236,375,112,922,213,5032,384,1958,279,3074,320
11,Jefferson Park,9943,274,2978,324,2941,320,2236,283,705,198,226,122,479,161,37,55,37,55,0,29,6965,366,3433,319,2610,302,823,193,322,126,501,155,3532,348,1641,280,1891,267
12,Forest Glen,6793,159,2319,186,2319,186,1962,194,357,134,134,94,223,99,0,29,0,29,0,29,4474,223,2548,216,2306,213,242,82,53,40,189,74,1926,235,678,158,1248,203
