area_id,area_name,b05012001,b05012001_moe,b05012002,b05012002_moe,b05012003,b05012003_moe
1,Rogers Park,57559,2198,40862,1773,16697,1574
2,West Ridge,73705,2596,40418,1867,33287,2132
3,Uptown,54995,1710,41235,1555,13760,1183
4,Lincoln Square,38622,1335,28237,1114,10385,1016
5,North Center,33418,1097,29603,1051,3815,501
6,Lake View,96539,1732,84969,1736,11570,874
7,Lincoln Park,64631,1722,58029,1705,6602,660
8,Near North Side,80516,1818,66360,1794,14156,1176
9,Edison Park,11135,498,9685,627,1450,344
10,Norwood Park,37429,1230,29119,1173,8310,823
11,Jefferson Park,26771,1244,19146,1221,7625,901
12,Forest Glen,18542,646,15153,703,3389,412
13,North Park,18739,1008,11467,800,7272,827
14,Albany Park,53897,2062,29049,1439,24848,1669
15,Portage Park,63619,1847,43122,1755,20497,1337
16,Irving Park,56513,1956,38503,1556,18010,1360
17,Dunning,42115,1249,27118,1245,14997,1051
18,Montclare,12401,838,8024,731,4377,579
19,Belmont Cragin,77885,2548,47746,2095,30139,1690
20,Hermosa,25068,1269,16183,1035,8885,957
21,Avondale,41542,1885,24994,1291,16548,1439
22,Logan Square,73786,1997,57987,1699,15799,1187
23,Humboldt Park,54351,2209,44702,2127,9649,1076
24,West Town,84087,2008,70576,1885,13511,979
25,Austin,98162,2739,94213,2703,3949,717
26,West Garfield Park,19377,1316,19329,1315,48,46
27,East Garfield Park,21316,1354,20865,1358,451,187
28,Near West Side,54151,1661,45784,1606,8367,753
29,North Lawndale,36074,1850,35169,1834,905,280
30,South Lawndale,70557,2333,39626,1789,30931,1474
31,Lower West Side,36577,1700,21100,1222,15477,1088
32,Loop,26363,1430,21180,1403,5183,696
33,Near South Side,20245,1153,16305,1074,3940,687
34,Armour Square,13710,850,6443,694,7267,660
35,Douglas,19111,872,15917,791,3194,573
36,Oakland,6260,469,5925,435,335,155
37,Fuller Park,2924,543,2765,537,159,102
38,Grand Boulevard,23151,1181,22552,1144,599,184
39,Kenwood,18180,927,16021,906,2159,359
40,Washington Park,11146,835,11033,825,113,69
41,Hyde Park,26541,1184,21999,1106,4542,509
42,Woodlawn,24445,1271,23310,1259,1135,251
43,South Shore,47526,2018,46069,1993,1457,413
44,Chatham,33244,1627,32991,1628,253,131
45,Avalon Park,9617,760,9448,753,169,92
46,South Chicago,29458,1592,25819,1482,3639,656
47,Burnside,3508,686,3408,682,100,88
48,Calumet Heights,14382,814,13627,797,755,333
49,Roseland,45285,1660,44578,1663,707,213
50,Pullman,7262,584,7016,556,246,135
51,South Deering,16445,1030,14142,986,2303,442
52,East Side,23517,1386,16183,1079,7334,780
53,West Pullman,30810,1644,29933,1659,877,290
54,Riverdale,6820,725,6766,729,54,41
55,Hegewisch,10168,928,9056,923,1112,308
56,Garfield Ridge,33940,1080,26243,1061,7697,724
57,Archer Heights,13434,778,7814,599,5620,570
58,Brighton Park,44148,1807,24932,1369,19216,1183
59,McKinley Park,16434,925,10418,776,6016,602
60,Bridgeport,32430,1332,21360,1086,11070,874
61,New City,42107,1897,30086,1693,12021,876
62,West Elsdon,18980,1098,11440,801,7540,719
63,Gage Park,39492,1743,21343,1199,18149,1221
64,Clearing,22716,982,17727,1007,4989,650
65,West Lawn,32950,1269,21032,1069,11918,941
66,Chicago Lawn,54807,2224,43142,2025,11665,1038
67,West Englewood,35294,1620,34611,1598,683,274
68,Englewood,28824,1517,28623,1512,201,126
69,Greater Grand Crossing,32873,1529,32504,1545,369,191
70,Ashburn,42788,1596,36618,1514,6170,728
71,Auburn Gresham,49634,1882,49193,1872,441,194
72,Beverly,21226,812,20486,821,740,173
73,Washington Heights,26021,1161,25833,1153,188,101
74,Mount Greenwood,18475,761,17957,757,518,174
75,Morgan Park,22681,1102,22071,1075,610,230
76,O'Hare,13687,1091,7309,916,6378,774
77,Edgewater,55333,1717,38454,1371,16879,1341
