area_id,area_name,b00002001,b00002001_moe
1,Rogers Park,1543,3
2,West Ridge,1498,4
3,Uptown,1851,3
4,Lincoln Square,1330,3
5,North Center,1351,4
6,Lake View,4172,6
7,Lincoln Park,2512,4
8,Near North Side,3071,4
9,Edison Park,381,2
10,Norwood Park,1023,3
11,Jefferson Park,711,2
12,Forest Glen,552,2
13,North Park,491,2
14,Albany Park,1092,3
15,Portage Park,1565,4
16,Irving Park,1544,4
17,Dunning,1248,3
18,Montclare,314,1
19,Belmont Cragin,1478,4
20,Hermosa,498,2
21,Avondale,976,3
22,Logan Square,2570,5
23,Humboldt Park,1300,4
24,West Town,3253,6
25,Austin,2405,5
26,West Garfield Park,657,3
27,East Garfield Park,748,3
28,Near West Side,2215,4
29,North Lawndale,1165,4
30,South Lawndale,1365,4
31,Lower West Side,1021,3
32,Loop,803,2
33,Near South Side,688,2
34,Armour Square,454,2
35,Douglas,879,3
36,Oakland,248,2
37,Fuller Park,149,1
38,Grand Boulevard,992,4
39,Kenwood,774,3
40,Washington Park,469,2
41,Hyde Park,1185,3
42,Woodlawn,1029,3
43,South Shore,1618,4
44,Chatham,1004,3
45,Avalon Park,278,1
46,South Chicago,909,3
47,Burnside,86,1
48,Calumet Heights,445,2
49,Roseland,1341,4
50,Pullman,288,2
51,South Deering,398,2
52,East Side,585,2
53,West Pullman,773,3
54,Riverdale,172,1
55,Hegewisch,224,1
56,Garfield Ridge,982,3
57,Archer Heights,357,2
58,Brighton Park,919,3
59,McKinley Park,462,2
60,Bridgeport,1135,3
61,New City,1224,4
62,West Elsdon,415,2
63,Gage Park,702,3
64,Clearing,661,3
65,West Lawn,614,2
66,Chicago Lawn,1186,3
67,West Englewood,1150,4
68,Englewood,1074,3
69,Greater Grand Crossing,1171,3
70,Ashburn,815,3
71,Auburn Gresham,1388,4
72,Beverly,731,3
73,Washington Heights,748,3
74,Mount Greenwood,519,2
75,Morgan Park,662,3
76,O'Hare,310,3
77,Edgewater,1857,4
