area_id,area_name,b08014001,b08014001_moe,b08014002,b08014002_moe,b08014003,b08014003_moe,b08014004,b08014004_moe,b08014005,b08014005_moe,b08014006,b08014006_moe,b08014007,b08014007_moe,b08014008,b08014008_moe,b08014009,b08014009_moe,b08014010,b08014010_moe,b08014011,b08014011_moe,b08014012,b08014012_moe,b08014013,b08014013_moe,b08014014,b08014014_moe,b08014015,b08014015_moe,b08014016,b08014016_moe,b08014017,b08014017_moe,b08014018,b08014018_moe,b08014019,b08014019_moe,b08014020,b08014020_moe,b08014021,b08014021_moe
1,Rogers Park,29402,1230,6677,768,14486,995,6610,808,1285,438,208,172,136,144,15955,904,3910,590,7835,700,3374,458,696,271,82,75,58,81,13447,850,2767,429,6651,631,3236,496,589,216,126,122,78,87
2,West Ridge,31487,1408,3146,588,12012,989,11799,1066,3346,774,673,296,511,587,17403,993,1844,436,6720,687,6433,661,1759,454,364,177,283,369,14084,864,1302,298,5292,594,5366,583,1587,436,309,150,228,235
3,Uptown,31383,1138,8568,724,15856,981,6151,840,346,208,71,76,391,285,16790,899,4745,544,8071,688,3451,546,244,158,71,76,208,164,14593,738,3823,454,7785,588,2700,444,102,78,0,48,183,143
4,Lincoln Square,23012,819,3294,470,10415,700,7073,747,2068,541,162,152,0,40,11951,567,1668,316,5236,466,3702,435,1246,345,99,97,0,40,11061,572,1626,281,5179,464,3371,400,822,236,63,77,0,40
5,North Center,20713,729,1697,310,8533,611,8554,687,1578,400,276,161,75,90,10869,597,914,212,4401,466,4535,417,851,313,126,82,42,58,9844,512,783,183,4132,353,4019,407,727,220,150,110,33,56
6,Lake View,68053,1434,18538,1027,31577,1332,14596,1117,2609,648,586,248,147,162,34646,1151,9109,728,15394,866,8396,772,1356,437,328,156,63,86,33407,1220,9429,728,16183,901,6200,690,1253,446,258,140,84,117
7,Lincoln Park,40025,1107,9077,723,18422,1063,10454,835,1723,474,312,237,37,59,20322,907,4138,555,9184,723,5906,548,826,301,243,217,25,58,19703,877,4939,566,9238,640,4548,489,897,335,69,102,12,52
8,Near North Side,49912,1470,17137,1051,25071,1371,6752,806,834,348,13,59,105,90,24563,1068,7513,715,12703,905,3769,452,530,267,13,59,35,67,25349,1118,9624,779,12368,884,2983,508,304,152,0,54,70,71
9,Edison Park,5861,391,383,205,989,173,3275,382,937,278,245,221,32,58,3083,269,250,181,387,114,1864,241,444,139,122,114,16,34,2778,281,133,83,602,153,1411,226,493,165,123,112,16,35
10,Norwood Park,17522,808,245,117,3870,502,8395,725,4075,794,734,300,203,167,9334,544,89,54,1899,341,4629,412,2139,445,453,207,125,110,8188,555,156,96,1971,291,3766,431,1936,446,281,143,78,84
11,Jefferson Park,12565,675,521,184,3240,417,5021,678,2390,529,784,315,609,410,6888,491,323,137,1799,301,2686,398,1284,302,460,192,336,250,5677,457,198,111,1441,255,2335,355,1106,337,324,140,273,182
12,Forest Glen,9032,443,158,95,1865,332,4452,438,1718,426,619,283,220,147,4903,308,46,51,984,240,2392,255,992,268,389,177,100,72,4129,301,112,83,881,171,2060,246,726,192,230,115,120,81
13,North Park,8040,592,417,190,2245,342,3575,517,1031,307,442,254,330,228,4444,380,237,146,1309,238,2015,310,462,143,223,131,198,153,3596,384,180,91,936,191,1560,322,569,179,219,128,132,86
14,Albany Park,26529,1292,4613,824,10624,939,7718,934,2134,627,1121,518,319,239,15486,938,2360,531,6345,661,4646,592,1381,465,595,298,159,126,11043,777,2253,472,4279,489,3072,491,753,276,526,245,160,130
15,Portage Park,31027,1175,1935,379,9967,925,11767,1006,5947,894,1119,381,292,214,15938,755,767,205,5109,566,6152,597,3206,505,531,196,173,136,15089,785,1168,269,4858,573,5615,541,2741,507,588,242,119,105
16,Irving Park,28654,1188,2547,384,10660,855,10262,1036,3199,718,1203,486,783,431,15709,928,1350,271,5687,619,5931,717,1541,349,742,354,458,307,12945,727,1197,251,4973,464,4331,492,1658,459,461,252,325,183
17,Dunning,21251,904,564,172,4452,539,9580,821,4671,778,1446,401,538,334,11113,600,260,103,2142,323,5039,491,2690,458,748,213,234,139,10138,589,304,115,2310,345,4541,457,1981,397,698,223,304,238
18,Montclare,5204,455,274,107,1287,276,2347,446,972,297,257,144,67,87,2682,298,152,81,647,164,1215,248,493,161,155,84,20,31,2522,319,122,58,640,181,1132,260,479,188,102,79,47,62
19,Belmont Cragin,31931,1400,2043,382,9799,918,11680,1064,5269,885,2108,628,1032,462,18153,987,807,244,5228,598,6923,688,3178,581,1346,443,671,329,13778,808,1236,261,4571,562,4757,516,2091,389,762,257,361,175
20,Hermosa,10998,736,724,221,3463,492,4197,619,1424,485,1050,486,140,118,6372,566,283,128,2014,349,2478,404,978,373,568,266,51,58,4626,452,441,172,1449,276,1719,321,446,165,482,257,89,76
21,Avondale,21089,1049,2135,410,8662,849,6897,830,2154,595,916,486,325,266,12440,889,1113,271,4907,642,4083,559,1520,480,587,330,230,248,8649,648,1022,271,3755,500,2814,436,634,231,329,200,95,78
22,Logan Square,40788,1261,6470,658,17618,941,13077,1045,2479,530,847,452,297,184,22932,947,3229,424,10332,705,7265,671,1435,343,521,297,150,97,17856,807,3241,453,7286,524,5812,544,1044,271,326,211,147,115
23,Humboldt Park,17753,1001,2803,459,7010,688,5997,811,963,301,778,397,202,237,8958,737,1199,285,3255,467,3368,520,532,198,516,316,88,132,8795,629,1604,301,3755,441,2629,436,431,172,262,169,114,126
24,West Town,52053,1305,8055,764,24129,1115,15608,1046,3694,716,458,229,109,232,28001,1005,3913,475,13048,754,8666,698,2021,446,282,187,71,138,24052,889,4142,520,11081,665,6942,566,1673,389,176,131,38,124
25,Austin,32589,1222,5708,648,12313,862,10713,941,2669,489,752,356,434,244,13393,802,1476,309,4910,533,5028,547,1473,312,355,216,151,125,19196,847,4232,521,7403,609,5685,552,1196,253,397,178,283,165
26,West Garfield Park,4793,497,1212,251,1845,310,1296,331,345,194,40,59,55,90,2128,348,389,130,784,201,660,187,253,179,6,35,36,64,2665,305,823,183,1061,205,636,177,92,77,34,58,19,44
27,East Garfield Park,5699,488,1144,251,2300,337,1953,363,290,163,12,43,0,38,2109,286,328,119,661,173,973,202,141,95,6,38,0,38,3590,344,816,185,1639,257,980,210,149,95,6,38,0,38
28,Near West Side,29048,968,5023,585,15212,822,7880,740,808,277,88,91,37,67,14735,711,2208,381,7759,570,4194,462,488,167,64,85,22,53,14313,683,2815,434,7453,512,3686,441,320,133,24,56,15,58
29,North Lawndale,9014,653,2419,362,3581,443,2297,443,437,184,276,196,4,42,3444,421,521,154,1176,242,1354,318,257,123,136,100,0,43,5570,455,1898,315,2405,330,943,219,180,88,140,115,4,42
30,South Lawndale,23796,1165,3141,484,9910,861,7201,821,2435,576,946,444,163,205,15068,910,1859,372,6251,630,4741,599,1575,424,531,255,111,143,8728,613,1282,248,3659,438,2460,375,860,247,415,219,52,79
31,Lower West Side,16822,923,3783,557,6396,658,4593,655,1618,452,283,198,149,138,10383,722,2471,463,3554,472,2854,440,1137,344,265,195,102,99,6439,519,1312,270,2842,371,1739,324,481,187,18,43,47,54
32,Loop,15533,916,6172,746,7425,778,1706,421,136,94,94,155,0,30,8388,812,3276,613,3989,525,937,274,92,60,94,155,0,30,7145,560,2896,427,3436,494,769,221,44,43,0,30,0,30
33,Near South Side,12813,914,1781,447,8003,914,2952,509,77,76,0,24,0,24,6068,641,685,274,3802,594,1553,325,28,36,0,24,0,24,6745,529,1096,319,4201,523,1399,293,49,50,0,24,0,24
34,Armour Square,5693,560,992,274,2529,391,1170,301,947,480,46,71,9,26,2938,377,418,166,1398,255,551,179,562,312,0,27,9,26,2755,314,574,160,1131,222,619,176,385,197,46,71,0,27
35,Douglas,6945,485,1528,310,3357,346,1543,329,363,158,83,89,71,94,2855,355,471,198,1256,246,807,212,205,89,64,69,52,73,4090,340,1057,242,2101,246,736,168,158,80,19,41,19,41
36,Oakland,2059,310,442,120,1162,283,269,114,186,122,0,19,0,19,712,169,65,53,413,142,130,61,104,60,0,19,0,19,1347,196,377,102,749,187,139,67,82,65,0,19,0,19
37,Fuller Park,706,163,154,72,288,110,221,145,26,40,17,22,0,16,320,105,60,38,125,72,99,63,26,40,10,19,0,16,386,125,94,61,163,83,122,92,0,16,7,16,0,16
38,Grand Boulevard,8278,539,1869,351,3473,360,2232,373,386,176,167,120,151,132,3231,345,592,189,1290,217,990,198,185,94,119,102,55,60,5047,375,1277,250,2183,270,1242,240,201,98,48,52,96,90
39,Kenwood,7286,491,1703,297,3608,436,1485,323,352,130,93,86,45,41,3183,349,621,204,1495,253,787,216,192,79,43,53,45,41,4103,374,1082,224,2113,312,698,167,160,89,50,67,0,31
40,Washington Park,3151,302,915,200,1373,230,781,193,63,56,19,34,0,27,1078,200,202,90,528,134,311,122,35,49,2,25,0,27,2073,230,713,167,845,181,470,126,28,31,17,33,0,27
41,Hyde Park,12414,605,3113,379,6278,495,2467,397,350,162,86,93,120,137,5849,442,1546,253,2745,313,1237,231,155,87,56,68,110,137,6565,421,1567,257,3533,327,1230,232,195,100,30,44,10,40
42,Woodlawn,8217,594,1838,321,3976,446,1974,397,342,196,87,118,0,36,3598,429,666,203,1577,274,1140,280,163,102,52,71,0,36,4619,396,1172,216,2399,315,834,200,179,133,35,64,0,36
43,South Shore,18038,952,4200,518,8972,804,3384,567,1135,320,271,175,76,82,7783,686,1669,340,3652,510,1734,351,521,170,151,118,56,81,10255,692,2531,384,5320,584,1650,324,614,193,120,81,20,47
44,Chatham,10952,731,2411,404,4923,545,3035,510,530,205,53,82,0,37,4292,477,827,232,1849,351,1344,273,250,114,22,52,0,37,6660,550,1584,319,3074,397,1691,339,280,131,31,51,0,37
45,Avalon Park,3701,431,399,177,1385,324,1384,335,463,198,70,66,0,19,1696,309,208,117,548,194,726,246,178,100,36,49,0,19,2005,282,191,111,837,202,658,167,285,144,34,42,0,19
46,South Chicago,9263,704,1395,293,4192,490,2300,463,1110,356,266,187,0,37,4138,450,587,197,1833,316,1086,241,501,185,131,97,0,37,5125,490,808,204,2359,339,1214,290,609,232,135,112,0,37
47,Burnside,1153,193,191,111,436,200,295,199,189,152,42,62,0,11,566,181,19,31,242,146,182,138,96,81,27,41,0,11,587,129,172,110,194,104,113,75,93,73,15,23,0,11
48,Calumet Heights,4895,449,349,150,1976,348,1882,391,427,200,261,180,0,27,2275,313,141,107,831,215,891,224,217,132,195,153,0,27,2620,297,208,86,1145,229,991,238,210,100,66,59,0,27
49,Roseland,13859,789,1792,340,5865,634,4264,564,1178,307,519,256,241,196,6005,530,564,180,2395,364,2018,354,661,198,223,113,144,124,7854,546,1228,262,3470,417,2246,329,517,167,296,159,97,115
50,Pullman,2718,262,366,163,1149,229,900,231,262,161,0,19,41,51,985,188,166,106,350,118,368,122,66,51,0,19,35,49,1733,214,200,87,799,173,532,158,196,145,0,19,6,18
51,South Deering,5392,480,561,196,2051,373,1483,325,833,400,397,221,67,94,2247,352,183,99,730,233,718,245,383,191,199,118,34,51,3145,358,378,160,1321,244,765,213,450,237,198,118,33,50
52,East Side,8687,669,450,146,2256,474,3866,585,1509,373,566,287,40,69,5068,498,283,110,1370,372,2272,402,831,229,283,162,29,53,3619,385,167,83,886,242,1594,281,678,199,283,134,11,33
53,West Pullman,9708,764,983,262,3777,515,3208,552,1025,389,506,244,209,258,3803,443,231,113,1325,297,1391,255,530,231,287,152,39,55,5905,535,752,202,2452,330,1817,411,495,189,219,121,170,215
54,Riverdale,1401,226,581,181,509,163,183,135,92,85,0,16,36,42,345,119,56,53,123,86,78,72,60,45,0,16,28,43,1056,194,525,168,386,128,105,77,32,44,0,16,8,20
55,Hegewisch,3811,441,117,101,1163,323,1782,353,616,250,133,125,0,19,2076,300,22,37,568,200,1099,225,335,149,52,50,0,19,1735,267,95,94,595,200,683,195,281,140,81,81,0,19
56,Garfield Ridge,15116,699,394,147,3229,470,6800,629,3278,572,794,320,621,375,8063,469,216,103,1582,301,3551,380,1911,357,455,186,348,235,7053,439,178,103,1647,276,3249,368,1367,266,339,152,273,167
57,Archer Heights,5330,402,198,102,1309,243,2325,351,951,274,282,172,265,189,3214,313,122,80,731,185,1443,246,577,174,185,114,156,116,2116,251,76,59,578,157,882,170,374,140,97,66,109,84
58,Brighton Park,17217,925,1256,290,6420,644,5256,628,3248,676,512,230,525,445,10615,653,703,239,4106,468,3180,405,2041,442,246,117,339,298,6602,538,553,175,2314,356,2076,319,1207,296,266,133,186,160
59,McKinley Park,7075,474,824,242,2535,385,2694,422,822,295,139,112,61,94,4059,341,465,172,1407,258,1590,272,466,191,94,92,37,60,3016,281,359,122,1128,218,1104,192,356,131,45,51,24,41
60,Bridgeport,15593,776,1894,368,5817,589,5434,618,1973,396,416,214,59,74,8325,505,898,230,3055,369,2975,375,1173,242,178,84,46,61,7268,496,996,239,2762,351,2459,324,800,209,238,150,13,37
61,New City,13893,803,2351,419,5372,572,4245,542,1507,383,275,168,143,138,8144,599,1208,278,3001,414,2710,381,953,272,181,117,91,109,5749,483,1143,253,2371,341,1535,243,554,175,94,76,52,67
62,West Elsdon,7553,469,167,85,2282,416,3361,533,854,250,776,351,113,125,4160,366,36,32,1235,246,1832,333,482,159,518,238,57,58,3393,326,131,77,1047,252,1529,325,372,132,258,125,56,75
63,Gage Park,14650,936,745,206,4064,596,5663,803,2501,604,1423,554,254,194,8874,703,357,159,2587,413,3381,501,1436,368,913,422,200,183,5776,544,388,129,1477,302,2282,427,1065,321,510,212,54,59
64,Clearing,10930,687,311,149,3310,496,4783,567,1604,390,803,526,119,145,5737,454,164,93,1532,265,2515,324,961,243,504,368,61,78,5193,441,147,94,1778,347,2268,328,643,177,299,169,58,81
65,West Lawn,13427,753,416,162,3910,528,5145,663,2567,609,1127,391,262,197,7970,556,141,89,2246,361,3166,438,1566,427,686,253,165,143,5457,488,275,120,1664,309,1979,322,1001,292,441,172,97,102
66,Chicago Lawn,18273,989,2195,423,6981,720,5672,721,2459,501,740,377,226,152,8828,685,995,306,2985,402,3002,433,1348,331,337,214,161,114,9445,644,1200,279,3996,492,2670,452,1111,236,403,212,65,77
67,West Englewood,8695,584,1960,340,3731,416,2014,339,654,221,274,194,62,103,3612,400,646,180,1407,241,983,221,331,136,202,163,43,79,5083,392,1314,244,2324,295,1031,204,323,129,72,68,19,55
68,Englewood,7119,581,2029,332,3015,432,1506,371,430,225,107,87,32,50,2563,352,614,200,1018,217,675,213,181,101,69,71,6,36,4556,410,1415,250,1997,306,831,215,249,145,38,51,26,44
69,Greater Grand Crossing,10650,690,2575,399,4913,522,2315,407,495,184,136,160,216,208,4527,478,1049,279,2003,331,1051,227,234,104,30,53,160,162,6123,471,1526,263,2910,353,1264,264,261,120,106,127,56,62
70,Ashburn,18193,868,326,123,3986,533,8609,953,3493,612,1507,480,272,217,8963,552,113,75,1820,327,4264,495,1645,322,969,372,152,153,9230,617,213,101,2166,333,4345,586,1848,400,538,178,120,104
71,Auburn Gresham,15018,909,3693,501,5703,605,3966,570,1286,387,370,253,0,46,5505,568,1239,300,1851,330,1630,296,572,199,213,163,0,46,9513,635,2454,373,3852,455,2336,374,714,259,157,125,0,46
72,Beverly,9766,470,252,105,2183,306,4659,432,1911,377,636,283,125,103,4971,316,117,71,912,200,2516,257,1006,213,328,139,92,79,4795,325,135,72,1271,211,2143,244,905,198,308,170,33,36
73,Washington Heights,8914,578,940,249,3692,459,2936,482,926,245,366,187,54,78,3592,402,234,116,1103,244,1566,313,464,148,177,99,48,79,5322,425,706,198,2589,367,1370,261,462,143,189,105,6,33
74,Mount Greenwood,8741,487,123,64,1466,249,4778,513,1517,388,759,367,98,130,4818,316,75,51,824,186,2573,266,852,226,436,224,58,66,3923,373,48,40,642,163,2205,351,665,195,323,158,40,73
75,Morgan Park,9187,635,515,157,2284,364,4081,518,1805,548,398,239,104,101,4504,537,173,87,841,210,2077,284,1126,472,233,159,54,65,4683,353,342,122,1443,282,2004,293,679,185,165,93,50,51
76,O'Hare,7175,597,518,216,3215,453,2753,574,557,263,132,172,0,38,4115,463,255,156,1905,359,1628,365,236,123,91,125,0,38,3060,395,263,147,1310,264,1125,298,321,203,41,60,0,38
