area_id,area_name,b16008001,b16008001_moe,b16008002,b16008002_moe,b16008003,b16008003_moe,b16008004,b16008004_moe,b16008005,b16008005_moe,b16008006,b16008006_moe,b16008007,b16008007_moe,b16008008,b16008008_moe,b16008009,b16008009_moe,b16008010,b16008010_moe,b16008011,b16008011_moe,b16008012,b16008012_moe,b16008013,b16008013_moe,b16008014,b16008014_moe,b16008015,b16008015_moe,b16008016,b16008016_moe,b16008017,b16008017_moe,b16008018,b16008018_moe,b16008019,b16008019_moe,b16008020,b16008020_moe,b16008021,b16008021_moe,b16008022,b16008022_moe,b16008023,b16008023_moe,b16008024,b16008024_moe,b16008025,b16008025_moe,b16008026,b16008026_moe,b16008027,b16008027_moe,b16008028,b16008028_moe,b16008029,b16008029_moe,b16008030,b16008030_moe,b16008031,b16008031_moe,b16008032,b16008032_moe,b16008033,b16008033_moe,b16008034,b16008034_moe,b16008035,b16008035_moe,b16008036,b16008036_moe,b16008037,b16008037_moe,b16008038,b16008038_moe,b16008039,b16008039_moe,b16008040,b16008040_moe,b16008041,b16008041_moe,b16008042,b16008042_moe,b16008043,b16008043_moe,b16008044,b16008044_moe,b16008045,b16008045_moe,b16008046,b16008046_moe,b16008047,b16008047_moe,b16008048,b16008048_moe,b16008049,b16008049_moe,b16008050,b16008050_moe,b16008051,b16008051_moe,b16008052,b16008052_moe,b16008053,b16008053_moe
50,Pullman,6641,518,6395,495,1080,272,1006,269,74,60,11,27,63,57,0,19,0,19,0,19,5315,368,5162,372,153,77,146,77,7,19,0,19,0,19,0,19,246,135,84,59,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,84,59,12,25,59,55,8,20,51,56,13,20,6,18,7,20,162,106,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,162,106,11,17,134,103,0,19,134,103,17,27,0,19,17,27
51,South Deering,15574,938,13271,916,3493,538,2713,534,763,203,567,208,196,121,17,37,17,37,0,25,9778,622,8269,574,1399,332,1254,307,145,86,110,75,110,75,0,25,2303,442,1178,272,5,24,5,24,0,25,0,25,0,25,0,25,0,25,0,25,1173,273,94,68,885,245,387,172,498,170,194,103,165,97,29,28,1125,342,119,105,0,25,119,105,70,70,49,83,0,25,0,25,0,25,1006,297,19,28,932,284,194,122,738,259,55,58,32,51,23,35
52,East Side,21508,1225,14174,948,5214,704,1683,405,3486,603,3038,584,448,159,45,60,45,60,0,29,8960,622,4735,554,4046,486,3418,445,628,163,179,80,156,77,23,33,7334,780,3465,425,65,78,0,29,65,78,25,46,40,70,0,29,0,29,0,29,3400,413,106,62,2809,387,1059,258,1750,273,485,169,121,91,364,147,3869,686,287,141,0,29,287,141,209,127,78,66,0,29,0,29,0,29,3582,642,84,64,3344,634,808,255,2536,526,154,103,22,33,132,99
53,West Pullman,28726,1548,27849,1566,6779,875,6539,872,232,85,171,76,61,50,8,38,8,38,0,39,21070,1069,20591,1064,419,137,311,120,108,73,60,61,41,45,19,53,877,290,290,130,14,43,0,39,14,43,14,43,0,39,0,39,0,39,0,39,276,129,114,86,123,91,10,41,113,90,39,53,20,49,19,44,587,225,78,76,0,39,78,76,41,58,37,62,0,39,0,39,0,39,509,190,67,62,433,167,145,117,288,114,9,48,9,48,0,39
54,Riverdale,6236,660,6182,662,2423,388,2384,386,39,46,28,30,11,24,0,16,0,16,0,16,3759,398,3651,415,108,74,80,60,28,34,0,16,0,16,0,16,54,41,54,41,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,54,41,0,16,54,41,27,23,27,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,9473,835,8361,836,2209,442,1435,487,774,319,628,273,146,104,0,19,0,19,0,19,6152,672,4767,611,1186,341,1109,340,77,57,199,113,128,69,71,73,1112,308,691,182,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,691,182,72,58,462,133,257,116,205,82,157,106,64,58,93,82,421,206,31,38,17,31,0,19,0,19,0,19,14,25,14,25,0,19,390,194,0,19,307,193,167,162,140,111,83,82,0,19,83,82
56,Garfield Ridge,31922,1020,24298,998,5747,474,3412,418,1935,318,1584,316,351,133,400,143,321,126,79,73,18551,817,14362,770,3330,454,2949,424,381,149,859,234,770,227,89,58,7624,717,4479,471,40,71,20,50,0,42,0,42,0,42,20,50,20,50,0,42,4439,463,425,123,1816,274,832,194,984,212,2198,373,956,247,1242,265,3145,492,49,54,9,43,22,50,0,42,22,50,18,45,12,41,6,42,3096,485,79,57,1700,366,358,149,1342,317,1317,322,286,129,1031,260
57,Archer Heights,11958,658,6365,559,2374,311,607,209,1594,316,1248,278,346,136,173,124,138,123,35,41,3991,467,2042,372,1684,277,1438,267,246,108,265,152,253,151,12,28,5593,563,2037,284,7,27,0,27,7,27,0,27,7,27,0,27,0,27,0,27,2030,283,73,48,1421,248,503,140,918,185,536,166,84,51,452,149,3556,546,179,87,0,27,166,88,116,74,50,41,13,26,0,27,13,26,3377,515,93,76,2676,482,443,166,2233,407,608,192,73,56,535,168
58,Brighton Park,39912,1657,20750,1234,9395,836,1450,364,7660,777,6025,719,1635,396,285,122,236,111,49,57,11355,859,4521,537,6265,678,5396,638,869,245,569,169,465,145,104,83,19162,1178,5754,534,135,105,0,43,108,102,98,98,10,45,27,50,27,50,0,43,5619,516,150,78,3876,443,1177,248,2699,356,1593,305,416,151,1177,271,13408,1110,811,252,15,48,757,248,520,190,237,147,39,48,28,49,11,42,12597,1011,234,117,11677,992,1981,401,9696,836,686,203,101,70,585,182
59,McKinley Park,15157,841,9162,706,3087,446,1127,314,1695,340,1233,288,462,176,265,110,248,110,17,26,6075,508,3296,415,2368,321,2211,312,157,70,411,143,330,132,81,60,5995,598,2591,357,60,45,17,34,4,24,4,24,0,25,39,37,19,30,20,33,2531,348,103,65,1329,266,480,145,849,198,1099,220,247,102,852,177,3404,503,150,67,0,25,84,60,49,53,35,36,66,54,50,50,16,33,3254,480,66,57,2445,446,373,141,2072,411,743,203,80,69,663,205
60,Bridgeport,30800,1265,19749,1013,4867,587,2607,410,1076,369,934,351,142,79,1184,241,915,224,269,106,14882,729,10923,639,2203,404,1837,353,366,162,1756,331,1599,322,157,74,11051,873,5936,571,138,91,0,37,12,39,12,39,0,37,126,90,78,67,48,51,5798,559,290,110,948,252,388,146,560,192,4560,512,1121,239,3439,423,5115,728,264,137,0,37,162,127,118,119,44,56,102,62,53,47,49,54,4851,674,222,111,1428,368,202,105,1226,327,3201,561,410,155,2791,533
61,New City,37869,1701,25931,1511,8774,750,4651,604,3979,498,3153,466,826,210,144,91,115,91,29,65,17157,1125,13557,1065,3485,436,2721,364,764,247,115,76,93,67,22,56,11938,869,2495,386,36,50,0,47,36,50,4,46,32,49,0,47,0,47,0,47,2459,382,54,59,2088,352,619,176,1469,275,317,137,48,64,269,128,9443,831,779,201,0,47,730,198,592,179,138,88,49,56,49,56,0,47,8664,759,150,76,8225,756,1306,268,6919,690,289,109,189,93,100,64
62,West Elsdon,17491,974,9951,718,3523,497,552,219,2936,484,2450,446,486,171,35,41,25,32,10,29,6428,510,3042,447,3183,380,2784,367,399,139,203,97,197,96,6,24,7540,719,2734,356,57,66,22,42,35,58,35,58,0,27,0,27,0,27,0,27,2677,343,38,35,1896,296,600,166,1296,260,743,197,345,130,398,125,4806,695,362,166,0,27,348,165,251,151,97,71,14,27,14,27,0,27,4444,613,66,47,3792,596,587,188,3205,528,586,231,245,164,341,136
63,Gage Park,36045,1597,17921,1063,8535,698,1168,299,7359,643,5910,601,1449,296,8,41,0,41,8,41,9386,726,3497,511,5818,567,5166,532,652,199,71,46,56,47,15,38,18124,1218,4177,454,94,74,0,41,94,74,77,70,17,40,0,41,0,41,0,41,4083,448,103,72,3832,436,1131,288,2701,350,148,72,43,46,105,67,13947,1248,1004,280,26,48,960,275,549,216,411,182,18,46,0,41,18,46,12943,1138,92,63,12675,1136,1881,383,10794,1033,176,117,65,87,111,78
64,Clearing,21062,871,16137,953,3649,420,2212,365,1285,303,970,262,315,168,152,110,136,100,16,38,12488,794,9847,746,2146,374,1884,352,262,131,495,174,413,148,82,64,4925,638,2220,332,1,30,0,31,0,31,0,31,0,31,1,30,1,30,0,31,2219,332,163,67,1135,268,409,129,726,232,921,230,354,132,567,180,2705,565,236,152,0,31,157,132,125,122,32,61,79,76,34,52,45,63,2469,518,50,50,1645,432,338,155,1307,393,774,294,296,171,478,205
65,West Lawn,30301,1156,18383,1044,7124,664,1653,421,5396,623,4578,628,818,251,75,95,75,95,0,34,11259,741,5886,550,5169,630,4444,585,725,191,204,93,192,91,12,35,11918,941,4219,545,125,113,0,34,125,113,76,99,49,63,0,34,0,34,0,34,4094,539,242,99,3504,522,1509,413,1995,357,348,153,160,83,188,106,7699,850,396,165,55,59,341,135,265,120,76,65,0,34,0,34,0,34,7303,808,363,183,6747,772,1391,343,5356,651,193,98,22,34,171,92
66,Chicago Lawn,49130,1912,37561,1743,12521,999,7141,795,5342,661,4381,581,961,287,38,61,32,63,6,47,25040,1217,21522,1144,3449,473,2828,417,621,195,69,55,44,53,25,51,11569,1025,2989,394,41,62,0,49,41,62,34,57,7,49,0,49,0,49,0,49,2948,387,473,187,2100,321,767,191,1333,264,375,141,161,102,214,107,8580,988,461,169,0,49,461,169,358,150,103,88,0,49,0,49,0,49,8119,924,148,98,7554,870,1213,297,6341,788,417,286,209,164,208,145
67,West Englewood,32712,1463,32029,1446,7420,720,7248,712,158,133,101,125,57,66,14,48,9,49,5,47,24609,1066,24258,1058,295,132,234,106,61,64,56,62,41,58,15,50,683,274,232,113,9,49,9,49,0,48,0,48,0,48,0,48,0,48,0,48,223,108,114,83,41,57,0,48,41,57,68,76,59,71,9,49,451,233,14,51,0,48,14,51,14,51,0,48,0,48,0,48,0,48,437,226,88,81,296,211,66,72,230,178,53,64,35,59,18,54
68,Englewood,26388,1353,26187,1351,6340,672,6253,673,87,74,47,61,40,55,0,36,0,36,0,36,19847,1041,19655,1043,170,88,159,86,11,39,22,37,18,38,4,36,201,126,131,99,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,131,99,26,54,54,82,8,37,46,82,51,54,40,54,11,35,70,83,13,41,13,41,0,36,0,36,0,36,0,36,0,36,0,36,57,65,6,34,7,37,0,36,7,37,44,63,39,64,5,34
69,Greater Grand Crossing,30392,1401,30023,1416,6626,743,6486,739,113,80,62,67,51,58,27,46,27,46,0,38,23397,1025,23095,1027,194,102,156,96,38,49,108,66,81,60,27,46,369,191,203,91,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,203,91,37,47,43,55,7,38,36,55,123,76,91,66,32,54,166,142,58,92,58,92,0,38,0,38,0,38,0,38,0,38,0,38,108,80,3,37,0,38,0,38,0,38,105,80,31,51,74,73
70,Ashburn,40020,1447,33850,1380,8696,735,5610,702,2947,374,2474,371,473,180,139,118,123,116,16,40,25154,1049,22282,1067,2628,381,2222,363,406,146,244,139,244,139,0,41,6170,728,2917,420,30,46,0,41,15,39,15,39,0,41,15,45,15,45,0,41,2887,415,526,234,1891,287,580,194,1311,241,470,180,289,136,181,98,3253,618,109,85,11,41,98,83,79,77,19,49,0,41,0,41,0,41,3144,593,64,93,2941,575,523,185,2418,530,139,91,59,66,80,65
71,Auburn Gresham,46201,1725,45760,1713,9932,847,9656,838,252,125,209,117,43,52,24,51,24,51,0,46,35828,1294,35494,1283,284,125,193,104,91,77,50,55,34,53,16,48,441,194,201,116,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,201,116,21,49,66,73,19,52,47,55,114,96,62,69,52,67,240,157,15,49,0,46,15,49,9,45,6,46,0,46,0,46,0,46,225,154,53,64,27,48,11,47,16,46,145,146,38,61,107,108
72,Beverly,19816,776,19076,783,4353,384,4076,388,183,83,113,68,70,52,94,74,84,72,10,32,14723,591,14219,589,335,127,260,110,75,54,169,80,93,53,76,59,740,173,590,151,44,47,44,47,0,29,0,29,0,29,0,29,0,29,0,29,546,145,302,115,81,54,72,53,9,31,163,78,141,77,22,32,150,77,16,36,0,29,16,36,16,36,0,29,0,29,0,29,0,29,134,65,25,36,51,46,28,40,23,36,58,50,58,50,0,29
73,Washington Heights,24742,1067,24554,1060,4405,506,4237,505,42,52,35,51,7,34,126,200,116,200,10,35,20149,869,19724,897,154,74,88,53,66,57,271,168,228,164,43,54,188,101,101,70,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,101,70,68,62,0,33,0,33,0,33,33,45,25,43,8,30,87,75,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,87,75,43,47,44,67,37,67,7,34,0,33,0,33,0,33
74,Mount Greenwood,17274,748,16756,753,3439,448,3232,431,108,78,54,46,54,66,99,81,41,41,58,71,13317,548,12981,544,212,93,177,81,35,38,124,66,124,66,0,25,518,174,268,106,9,27,0,25,0,25,0,25,0,25,9,27,9,27,0,25,259,106,140,78,12,29,12,29,0,25,107,71,99,69,8,27,250,120,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,250,120,157,110,5,22,5,22,0,25,88,57,32,36,56,47
75,Morgan Park,21530,1031,20920,1002,4231,588,4089,577,91,67,55,46,36,46,51,55,32,47,19,42,16689,741,16335,733,224,96,183,91,41,39,130,65,115,60,15,35,610,230,402,204,22,46,22,46,0,31,0,31,0,31,0,31,0,31,0,31,380,201,79,65,38,40,20,34,18,32,263,162,200,127,63,74,208,124,29,48,23,47,6,32,6,32,0,31,0,31,0,31,0,31,179,99,70,57,31,54,0,31,31,54,78,72,56,68,22,35
76,O'Hare,12369,856,6028,711,1101,427,325,169,190,118,136,105,54,65,586,378,542,375,44,68,4927,587,3383,506,855,376,722,353,133,108,689,290,558,247,131,112,6341,764,3140,552,14,42,0,38,0,38,0,38,0,38,14,42,14,42,0,38,3126,547,219,135,519,323,278,178,241,191,2388,471,973,283,1415,372,3201,651,126,125,0,38,0,38,0,38,0,38,126,125,120,125,6,38,3075,647,48,66,87,113,0,38,87,113,2940,637,877,272,2063,524
77,Edgewater,52702,1597,35892,1290,3135,538,1707,382,990,337,849,288,141,127,438,208,369,164,69,90,32757,1170,29029,1170,1986,389,1561,346,425,187,1742,341,1617,326,125,76,16810,1339,7406,777,161,103,55,66,0,48,0,48,0,48,106,93,78,87,28,57,7245,757,1214,272,1269,333,799,280,470,175,4762,644,2427,404,2335,479,9404,1100,638,278,179,192,203,159,192,157,11,49,256,137,145,116,111,88,8766,993,1340,493,2267,562,899,288,1368,474,5159,705,3276,577,1883,428
