area_id,area_name,b19313i001,b19313i001_moe
1,Rogers Park,191824000,23727988
2,West Ridge,214800300,31600374
3,Uptown,141886300,25893534
4,Lincoln Square,136513600,23201327
5,North Center,119466000,21176888
6,Lake View,251793200,37236359
7,Lincoln Park,114153900,23674277
8,Near North Side,255032300,92630793
9,Edison Park,17124700,8927079
10,Norwood Park,96803600,19733969
11,Jefferson Park,112051600,21107339
12,Forest Glen,63351700,17582844
13,North Park,57681300,13827564
14,Albany Park,400410600,36168516
15,Portage Park,449906400,39830976
16,Irving Park,437807000,42826233
17,Dunning,197746800,21978999
18,Montclare,100018800,14291004
19,Belmont Cragin,816334600,44062148
20,Hermosa,308070500,23298496
21,Avondale,398920000,32865517
22,Logan Square,567773700,43325233
23,Humboldt Park,384382900,36359252
24,West Town,459740500,39921572
25,Austin,136398000,22398575
26,West Garfield Park,2555500,2515685
27,East Garfield Park,5456700,3362173
28,Near West Side,146970600,22885234
29,North Lawndale,24969800,6998324
30,South Lawndale,639170400,34162779
31,Lower West Side,409502200,26994309
32,Loop,64316100,31204683
33,Near South Side,64861300,20029891
34,Armour Square,11066300,5137713
35,Douglas,11795000,7416141
36,Oakland,9168700,6057404
37,Fuller Park,1638000,1895558
38,Grand Boulevard,7730100,3269721
39,Kenwood,26334600,14795138
40,Washington Park,3254200,4121691
41,Hyde Park,27400200,8934501
42,Woodlawn,8044100,3693013
43,South Shore,14376400,10783453
44,Chatham,1224300,1071669
46,South Chicago,85922000,12912875
48,Calumet Heights,5184100,2905163
49,Roseland,1395000,1280204
50,Pullman,7200900,3227171
51,South Deering,68511100,13573005
52,East Side,279317800,25983049
53,West Pullman,12807000,5395937
54,Riverdale,2746500,2305220
55,Hegewisch,72346200,14147933
56,Garfield Ridge,263385100,27814913
57,Archer Heights,141713800,14087550
58,Brighton Park,444515600,32761750
59,McKinley Park,160136500,15565293
60,Bridgeport,166471700,28823905
61,New City,241712400,18822575
62,West Elsdon,198858600,15498222
63,Gage Park,401182200,28225265
64,Clearing,198785100,21461786
65,West Lawn,368597500,30027776
66,Chicago Lawn,260962000,25706735
67,West Englewood,10192800,6429643
68,Englewood,2353600,2008565
69,Greater Grand Crossing,4230600,3177266
70,Ashburn,181999600,19338898
71,Auburn Gresham,3815500,2793772
72,Beverly,36339500,12138836
73,Washington Heights,323600,496502
74,Mount Greenwood,17620200,7625624
75,Morgan Park,10400500,4869321
76,O'Hare,38832900,15755405
77,Edgewater,181699600,27741149
