area_id,area_name,c27012001,c27012001_moe,c27012002,c27012002_moe,c27012003,c27012003_moe,c27012004,c27012004_moe,c27012005,c27012005_moe,c27012006,c27012006_moe,c27012007,c27012007_moe,c27012008,c27012008_moe,c27012009,c27012009_moe,c27012010,c27012010_moe,c27012011,c27012011_moe,c27012012,c27012012_moe,c27012013,c27012013_moe,c27012014,c27012014_moe,c27012015,c27012015_moe,c27012016,c27012016_moe,c27012017,c27012017_moe,c27012018,c27012018_moe,c27012019,c27012019_moe,c27012020,c27012020_moe,c27012021,c27012021_moe,c27012022,c27012022_moe,c27012023,c27012023_moe,c27012024,c27012024_moe,c27012025,c27012025_moe,c27012026,c27012026_moe,c27012027,c27012027_moe,c27012028,c27012028_moe,c27012029,c27012029_moe,c27012030,c27012030_moe,c27012031,c27012031_moe,c27012032,c27012032_moe,c27012033,c27012033_moe,c27012034,c27012034_moe,c27012035,c27012035_moe,c27012036,c27012036_moe,c27012037,c27012037_moe,c27012038,c27012038_moe,c27012039,c27012039_moe,c27012040,c27012040_moe,c27012041,c27012041_moe,c27012042,c27012042_moe,c27012043,c27012043_moe,c27012044,c27012044_moe,c27012045,c27012045_moe,c27012046,c27012046_moe
61,New City,28226,1284,9131,615,9008,604,5747,476,5080,440,417,157,44,65,597,152,3261,420,123,88,123,88,80,58,0,47,74,81,0,47,0,47,7817,619,7617,610,3641,378,1970,289,241,97,60,63,1480,249,3976,496,200,88,190,87,51,50,21,48,190,87,2,47,10,47,11278,875,9099,832,5094,512,1394,245,343,122,558,153,3272,433,4005,562,2179,280,2060,270,442,122,497,138,2029,270,440,117,119,91
62,West Elsdon,13549,647,5206,406,5070,398,3960,349,3777,350,96,67,8,29,232,86,1110,230,136,74,127,72,89,58,1,22,100,75,1,23,9,29,3614,427,3519,423,1823,326,1341,302,84,61,51,45,405,143,1696,317,95,66,95,66,68,62,5,24,88,66,0,27,0,27,4729,428,3228,396,1694,270,901,193,148,82,60,41,578,191,1534,333,1501,228,1372,192,359,105,493,135,1352,192,252,104,129,125
63,Gage Park,26412,1208,9942,754,9793,748,5739,527,4942,493,132,76,30,60,669,180,4054,598,149,73,121,66,90,59,0,41,76,49,0,41,28,48,6934,678,6842,671,2793,370,1845,308,149,104,17,43,889,195,4049,575,92,61,81,61,14,40,23,39,81,61,31,56,11,41,9536,680,7546,635,3726,430,1832,324,79,82,312,119,1631,303,3820,487,1990,274,1852,268,157,71,399,122,1837,267,372,131,138,93
64,Clearing,17176,719,7908,629,7651,598,6816,620,6405,609,438,164,0,31,76,76,835,231,257,142,257,142,69,48,51,43,228,140,54,75,0,31,4423,470,4183,464,2908,376,2294,350,332,138,44,44,403,146,1275,263,240,102,240,102,95,55,64,52,215,98,55,76,0,31,4845,372,2346,306,1508,233,940,188,149,77,240,119,314,113,838,212,2499,227,2498,227,798,179,1065,230,2466,229,189,121,1,27
65,West Lawn,22656,870,9352,675,9235,672,7185,644,6803,640,431,185,6,32,270,127,2050,393,117,69,99,63,94,63,8,32,48,43,0,34,18,43,5132,547,4968,544,3013,422,2389,387,239,119,37,53,643,211,1955,384,164,73,164,73,43,36,93,60,164,73,6,32,0,34,8172,665,5685,615,3230,447,1926,325,357,165,213,91,1063,370,2455,447,2487,326,2339,293,737,202,639,155,2259,290,389,152,148,158
66,Chicago Lawn,36093,1381,12678,851,12447,844,9009,734,8124,712,628,217,28,50,844,207,3438,532,231,102,231,102,179,93,50,61,174,89,27,56,0,49,8418,748,8106,737,4172,490,2665,399,279,185,55,53,1546,296,3934,570,312,102,251,87,103,64,42,52,217,80,34,48,61,68,14997,926,11989,852,6965,651,2209,376,427,155,1016,238,4070,512,5024,609,3008,344,2890,336,822,182,340,103,2772,328,665,177,118,83
67,West Englewood,25263,1078,5275,443,5127,435,4208,390,3388,366,303,135,69,66,869,183,919,207,148,72,148,72,106,63,68,62,127,68,17,50,0,48,5973,504,5572,499,3058,353,1518,244,259,104,115,67,1411,247,2514,351,401,120,379,118,81,71,138,76,379,118,88,68,22,51,14015,852,10218,804,5527,559,840,220,331,134,896,203,3954,465,4691,530,3797,296,3759,293,913,179,692,133,3711,293,962,157,38,61
68,Englewood,19950,1038,4407,457,4246,456,3311,385,2735,356,287,122,37,44,553,151,935,252,161,73,161,73,130,61,29,38,112,61,20,39,0,36,3843,413,3616,402,2278,319,1033,219,105,65,170,65,1196,224,1338,257,227,85,209,80,113,68,29,43,209,80,12,37,18,45,11700,800,8656,722,5654,531,1072,244,251,118,983,207,4092,452,3002,443,3044,326,2973,324,615,162,577,186,2882,323,933,186,71,59
69,Greater Grand Crossing,23332,998,7436,578,7276,565,5773,509,5199,488,285,102,48,52,549,148,1503,279,160,81,160,81,88,65,21,39,107,64,19,38,0,38,5355,474,4957,461,2864,328,1314,222,123,76,126,69,1446,266,2093,339,398,121,377,116,132,66,106,69,344,110,90,64,21,49,10541,755,7003,678,4639,553,965,222,387,185,642,182,3090,467,2364,344,3538,304,3521,304,1264,203,640,145,3489,303,1127,200,17,41
70,Ashburn,30827,1100,13981,755,13702,753,11949,732,11479,726,1008,332,62,62,475,163,1753,447,279,94,279,94,223,89,31,47,199,79,25,46,0,41,6424,614,6110,612,4260,501,3458,469,598,272,63,52,601,189,1850,402,314,126,314,126,87,63,125,77,303,125,21,44,0,41,10422,705,6967,634,4534,520,2840,390,510,183,459,173,1356,360,2433,417,3455,283,3431,281,1440,214,1253,221,3375,286,401,161,24,55
71,Auburn Gresham,36220,1294,10252,710,9861,698,8136,651,7018,624,510,169,51,68,1015,228,1725,298,391,137,373,136,283,121,42,52,266,113,25,50,18,49,8281,738,7735,717,4575,508,2207,377,466,173,96,66,2165,323,3160,461,546,159,488,144,189,98,135,80,443,134,31,48,58,80,17687,960,11231,861,7169,656,2060,365,306,110,1167,233,4535,535,4062,490,6456,443,6396,448,2197,306,1427,275,6152,429,1317,226,60,73
72,Beverly,15403,588,7367,427,7137,416,7004,401,6754,405,473,130,8,31,107,77,133,78,230,87,230,87,206,86,61,41,216,85,22,36,0,29,3522,317,3138,305,2876,296,2411,269,450,133,0,29,157,81,262,87,384,114,384,114,175,81,105,57,384,114,8,30,0,29,4514,426,2357,341,1825,243,1288,193,333,131,142,70,312,114,532,256,2157,211,2145,212,1203,198,740,132,2028,195,375,129,12,34
73,Washington Heights,20148,864,6420,521,6126,514,5517,505,5018,509,439,129,41,43,446,142,609,194,294,117,294,117,205,96,50,45,207,95,59,59,0,33,4429,476,3945,470,2418,362,1696,293,238,118,43,52,582,169,1527,322,484,129,484,129,282,108,141,74,467,126,57,55,0,33,9299,643,4817,538,3073,386,1166,250,203,95,469,144,1516,313,1744,363,4482,327,4459,328,1738,263,1081,208,4329,332,782,194,23,39
74,Mount Greenwood,13818,540,6552,385,6435,381,6353,376,6143,378,354,115,0,25,14,26,82,59,117,59,117,59,90,52,18,35,88,53,9,26,0,25,3291,389,3161,385,2935,376,2437,353,469,139,66,59,115,59,226,84,130,61,130,61,95,52,29,36,116,56,10,27,0,25,3975,390,2076,285,1728,255,1517,238,172,70,77,52,159,74,348,154,1899,228,1899,228,745,156,713,152,1859,232,115,64,0,25
75,Morgan Park,16947,746,6604,534,6473,533,6036,531,5664,512,419,151,19,35,162,94,437,151,131,71,100,56,78,48,23,37,78,49,14,36,31,55,3739,426,3432,420,2759,376,2175,352,252,121,25,40,345,162,673,176,307,97,307,97,233,87,67,43,307,97,17,39,0,31,6604,616,3547,538,2327,433,1020,228,238,110,369,141,1099,366,1220,331,3057,240,3047,241,1181,207,981,192,2979,243,661,158,10,33
76,O'Hare,11117,659,5274,528,4990,507,3835,484,3386,464,211,107,35,68,325,218,1155,301,284,199,284,199,225,191,28,48,181,171,44,72,0,38,2683,435,2505,411,1466,285,1083,258,253,148,49,58,181,119,1039,291,178,104,125,79,56,69,21,42,92,67,15,42,53,68,3160,393,2028,372,1199,298,555,222,203,141,87,79,367,195,829,259,1132,241,1123,234,376,134,471,155,1117,236,40,53,9,40
77,Edgewater,48049,1327,22088,1045,21601,1042,18245,954,16839,947,1686,306,77,93,252,130,3356,595,487,143,404,121,337,113,73,61,323,104,23,59,83,98,12591,811,11826,795,8107,671,5569,571,2401,348,143,100,482,153,3719,482,765,192,708,185,325,137,187,86,708,185,97,85,57,69,13370,878,8264,768,5258,557,2290,395,1436,324,995,230,1622,351,3006,596,5106,434,5002,426,1030,196,1357,258,4846,422,1479,273,104,85
