area_id,area_name,b99084001,b99084001_moe,b99084002,b99084002_moe,b99084003,b99084003_moe,b99084004,b99084004_moe,b99084005,b99084005_moe
1,Rogers Park,29987,3,28279,3,2368,3,25911,3,1708,3
2,West Ridge,31544,4,30222,4,3305,4,26917,4,1322,4
3,Uptown,31694,3,29560,3,2367,3,27193,3,2134,3
4,Lincoln Square,23019,3,21799,3,1620,3,20179,3,1220,3
5,North Center,20718,4,19037,4,1188,4,17849,4,1681,4
6,Lake View,68129,6,63926,6,3758,6,60168,6,4203,6
7,Lincoln Park,40875,4,38286,4,2526,4,35760,4,2589,4
8,Near North Side,50700,4,47179,4,3671,4,43508,4,3521,4
9,Edison Park,5862,2,5609,2,466,2,5143,2,253,2
10,Norwood Park,17562,3,17008,3,1306,3,15702,3,554,3
11,Jefferson Park,12572,2,12217,2,1114,2,11103,2,355,2
12,Forest Glen,9048,2,8688,2,699,2,7989,2,360,2
13,North Park,8237,2,7813,2,821,2,6992,2,424,2
14,Albany Park,26801,3,25717,3,2979,3,22738,3,1084,3
15,Portage Park,31046,4,30126,4,3758,4,26368,4,920,4
16,Irving Park,28693,4,27258,4,3032,4,24226,4,1435,4
17,Dunning,21257,3,21059,3,2185,3,18874,3,198,3
18,Montclare,5205,1,5139,1,492,1,4647,1,66,1
19,Belmont Cragin,31952,4,31412,4,3187,4,28225,4,540,4
20,Hermosa,10998,2,10746,2,1218,2,9528,2,252,2
21,Avondale,21102,3,20343,3,2229,3,18114,3,759,3
22,Logan Square,40835,5,38636,5,2936,5,35700,5,2199,5
23,Humboldt Park,17799,4,17238,4,3619,4,13619,4,561,4
24,West Town,52110,6,48825,6,4264,6,44561,6,3285,6
25,Austin,32636,5,31639,5,6464,5,25175,5,997,5
26,West Garfield Park,4809,3,4672,3,1078,3,3594,3,137,3
27,East Garfield Park,5729,3,5459,3,1457,3,4002,3,270,3
28,Near West Side,29921,4,28453,4,2794,4,25659,4,1468,4
29,North Lawndale,9084,4,8766,4,2434,4,6332,4,318,4
30,South Lawndale,23905,4,23258,4,3781,4,19477,4,647,4
31,Lower West Side,16850,3,16432,3,1451,3,14981,3,418,3
32,Loop,16434,2,15590,2,1222,2,14368,2,844,2
33,Near South Side,12833,2,11878,2,851,2,11027,2,955,2
34,Armour Square,5697,2,5292,2,626,2,4666,2,405,2
35,Douglas,7582,3,7259,3,820,3,6439,3,323,3
36,Oakland,2070,2,1956,2,301,2,1655,2,114,2
37,Fuller Park,710,1,648,1,75,1,573,1,62,1
38,Grand Boulevard,8295,4,8093,4,1136,4,6957,4,202,4
39,Kenwood,7315,3,6927,3,729,3,6198,3,388,3
40,Washington Park,3178,2,3135,2,451,2,2684,2,43,2
41,Hyde Park,13175,3,12427,3,1258,3,11169,3,748,3
42,Woodlawn,8513,3,8142,3,1317,3,6825,3,371,3
43,South Shore,18064,4,17450,4,2279,4,15171,4,614,4
44,Chatham,10964,3,10525,3,1424,3,9101,3,439,3
45,Avalon Park,3703,1,3544,1,364,1,3180,1,159,1
46,South Chicago,9278,3,8835,3,1525,3,7310,3,443,3
47,Burnside,1153,1,1121,1,239,1,882,1,32,1
48,Calumet Heights,4896,2,4682,2,560,2,4122,2,214,2
49,Roseland,13953,4,13540,4,2708,4,10832,4,413,4
50,Pullman,2718,2,2671,2,366,2,2305,2,47,2
51,South Deering,5393,2,5188,2,781,2,4407,2,205,2
52,East Side,8693,2,8430,2,911,2,7519,2,263,2
53,West Pullman,9717,3,9349,3,1700,3,7649,3,368,3
54,Riverdale,1406,1,1333,1,209,1,1124,1,73,1
55,Hegewisch,3812,1,3687,1,417,1,3270,1,125,1
56,Garfield Ridge,15117,3,14971,3,1064,3,13907,3,146,3
57,Archer Heights,5332,2,5225,2,448,2,4777,2,107,2
58,Brighton Park,17222,3,16929,3,1589,3,15340,3,293,3
59,McKinley Park,7087,2,6923,2,564,2,6359,2,164,2
60,Bridgeport,15606,3,15244,3,1158,3,14086,3,362,3
61,New City,13925,4,13569,4,1604,4,11965,4,356,4
62,West Elsdon,7559,2,7505,2,622,2,6883,2,54,2
63,Gage Park,14657,3,14501,3,1523,3,12978,3,156,3
64,Clearing,10934,3,10799,3,599,3,10200,3,135,3
65,West Lawn,13430,2,13053,2,1096,2,11957,2,377,2
66,Chicago Lawn,18295,3,17688,3,1869,3,15819,3,607,3
67,West Englewood,8716,4,8341,4,1022,4,7319,4,375,4
68,Englewood,7128,3,6898,3,1287,3,5611,3,230,3
69,Greater Grand Crossing,10680,3,10206,3,2035,3,8171,3,474,3
70,Ashburn,18196,3,17890,3,1527,3,16363,3,306,3
71,Auburn Gresham,15031,4,14652,4,2478,4,12174,4,379,4
72,Beverly,9776,3,9285,3,1038,3,8247,3,491,3
73,Washington Heights,8918,3,8765,3,2143,3,6622,3,153,3
74,Mount Greenwood,8981,2,8787,2,791,2,7996,2,194,2
75,Morgan Park,9214,3,8740,3,1659,3,7081,3,474,3
76,O'Hare,7179,3,6937,3,430,3,6507,3,242,3
77,Edgewater,30687,4,28925,4,2518,4,26407,4,1762,4
