area_id,area_name,b07003001,b07003001_moe,b07003002,b07003002_moe,b07003003,b07003003_moe,b07003004,b07003004_moe,b07003005,b07003005_moe,b07003006,b07003006_moe,b07003007,b07003007_moe,b07003008,b07003008_moe,b07003009,b07003009_moe,b07003010,b07003010_moe,b07003011,b07003011_moe,b07003012,b07003012_moe,b07003013,b07003013_moe,b07003014,b07003014_moe,b07003015,b07003015_moe,b07003016,b07003016_moe,b07003017,b07003017_moe,b07003018,b07003018_moe
11,Jefferson Park,26468,1226,13175,757,13293,714,24046,1184,11910,755,12136,673,1799,523,947,267,852,305,52,63,52,63,0,29,345,395,234,264,111,135,226,207,32,48,194,197
12,Forest Glen,18314,638,9033,462,9281,447,16808,695,8366,470,8442,441,1138,333,493,169,645,229,92,77,25,47,67,67,173,104,72,47,101,76,103,81,77,68,26,36
13,North Park,18492,980,8920,620,9572,618,15966,1025,7597,592,8369,620,1859,517,917,290,942,324,303,251,241,246,62,46,156,86,63,45,93,57,208,114,102,70,106,75
14,Albany Park,53106,2030,27873,1357,25233,1253,43437,2101,22706,1325,20731,1209,7900,1331,4256,813,3644,744,369,186,248,144,121,87,923,256,393,147,530,189,477,179,270,133,207,133
15,Portage Park,62786,1791,30197,1091,32589,1218,56305,1929,27414,1130,28891,1201,5259,955,2247,452,3012,650,385,272,152,114,233,197,600,283,261,160,339,201,237,152,123,109,114,99
16,Irving Park,55598,1934,27941,1244,27657,1211,47937,2002,24067,1235,23870,1165,6089,922,3120,527,2969,541,255,122,94,63,161,97,958,471,501,275,457,322,359,199,159,110,200,130
17,Dunning,41635,1223,20595,827,21040,783,39069,1232,19466,813,19603,784,2110,474,913,233,1197,302,167,109,93,67,74,66,152,96,45,49,107,84,137,102,78,67,59,57
18,Montclare,12263,827,5952,494,6311,495,10863,810,5363,459,5500,474,1144,415,495,217,649,255,46,55,0,23,46,55,74,63,32,36,42,41,136,99,62,47,74,68
19,Belmont Cragin,76613,2501,37795,1518,38818,1464,69429,2570,34191,1513,35238,1463,6103,1182,3012,718,3091,636,13,55,0,52,13,55,532,266,318,160,214,146,536,246,274,146,262,137
20,Hermosa,24716,1253,12183,809,12533,830,20820,1321,10391,809,10429,807,3489,709,1577,357,1912,457,153,189,95,107,58,94,138,130,69,76,69,82,116,100,51,55,65,64
21,Avondale,40976,1869,21219,1176,19757,1172,35425,1938,18435,1171,16990,1157,4814,880,2340,513,2474,486,133,77,93,65,40,49,284,129,160,89,124,73,320,196,191,142,129,79
22,Logan Square,72495,1950,37053,1290,35442,1254,59697,1973,30584,1242,29113,1191,10327,1106,5393,677,4934,629,478,165,292,139,186,88,1604,362,601,172,1003,261,389,186,183,102,206,123
23,Humboldt Park,53385,2145,25792,1310,27593,1301,46067,2154,22525,1280,23542,1261,6862,1174,2974,590,3888,718,110,85,85,67,25,54,203,128,117,91,86,70,143,92,91,73,52,72
24,West Town,82785,1977,42015,1366,40770,1280,64930,1937,32726,1244,32204,1172,13611,1150,7074,693,6537,692,1233,276,745,203,488,181,2725,428,1289,261,1436,307,286,120,181,100,105,78
25,Austin,97047,2701,44965,1605,52082,1738,83393,2626,38571,1508,44822,1675,12230,1417,5770,825,6460,807,648,342,303,142,345,243,549,357,235,121,314,284,227,219,86,102,141,149
26,West Garfield Park,19042,1295,9070,761,9972,758,15281,1175,7299,663,7982,690,3314,781,1592,424,1722,447,140,145,34,50,106,127,303,147,141,69,162,91,4,34,4,34,0,35
27,East Garfield Park,20900,1303,9066,788,11834,786,17295,1237,7432,733,9863,731,3091,665,1323,326,1768,423,252,163,152,91,100,95,243,141,147,93,96,88,19,41,12,41,7,38
28,Near West Side,53288,1640,26830,1141,26458,1036,38966,1529,19206,964,19760,917,9775,973,5348,618,4427,602,1426,314,676,208,750,198,2069,354,1011,225,1058,227,1052,360,589,294,463,162
29,North Lawndale,35581,1825,15731,1062,19850,1155,29269,1693,12930,960,16339,1092,5837,1018,2531,506,3306,606,217,130,126,88,91,80,229,133,125,88,104,81,29,50,19,51,10,41
30,South Lawndale,69312,2265,38828,1488,30484,1353,55757,2246,29296,1372,26461,1318,12136,1112,8691,741,3445,651,442,212,263,114,179,131,685,245,399,170,286,142,292,173,179,127,113,95
31,Lower West Side,36104,1676,19370,1115,16734,951,29413,1712,15680,1086,13733,928,5671,911,3124,545,2547,489,328,143,190,106,138,95,487,207,258,137,229,107,205,98,118,82,87,68
32,Loop,26057,1405,12974,1080,13083,887,16795,1091,8083,691,8712,696,4052,785,1934,419,2118,515,1127,388,742,335,385,158,3203,890,1762,654,1441,521,880,326,453,180,427,195
33,Near South Side,19920,1121,9324,894,10596,684,15157,1221,6931,794,8226,721,3022,694,1580,483,1442,367,207,261,60,80,147,187,1212,457,631,333,581,277,322,250,122,128,200,164
34,Armour Square,13582,841,6500,491,7082,565,11485,880,5400,488,6085,577,1322,391,631,222,691,223,43,59,35,48,8,29,345,277,207,218,138,96,387,219,227,137,160,95
35,Douglas,18894,866,8460,569,10434,600,13008,726,5401,444,7607,520,3500,515,1603,304,1897,328,385,125,188,83,197,87,1037,276,660,217,377,128,964,360,608,247,356,171
36,Oakland,6220,468,2356,315,3864,335,5314,466,2008,299,3306,315,871,291,331,149,540,202,13,28,7,20,6,19,19,36,10,22,9,22,3,16,0,19,3,16
37,Fuller Park,2903,542,1435,291,1468,348,2618,510,1254,269,1364,331,254,182,150,95,104,98,0,16,0,16,0,16,0,16,0,16,0,16,31,49,31,49,0,16
38,Grand Boulevard,22720,1128,9987,664,12733,740,18307,1041,8142,579,10165,675,4013,777,1667,396,2346,474,89,83,17,44,72,68,300,135,151,107,149,85,11,42,10,44,1,41
39,Kenwood,17994,910,8142,601,9852,627,14018,839,6238,524,7780,560,2720,559,1299,335,1421,334,282,180,148,128,134,126,752,244,371,139,381,164,222,103,86,72,136,71
40,Washington Park,10915,823,4778,480,6137,519,7718,692,3392,383,4326,430,2969,672,1272,323,1697,435,119,133,62,65,57,82,108,66,52,44,56,45,1,29,0,27,1,29
41,Hyde Park,26298,1179,12606,857,13692,685,18838,1026,9125,684,9713,603,4228,581,1835,331,2393,399,268,102,109,64,159,79,2293,371,1257,264,1036,214,671,160,280,97,391,117
42,Woodlawn,24210,1245,10752,745,13458,782,19543,1155,8691,697,10852,736,3866,658,1694,334,2172,417,135,73,67,58,68,51,587,176,254,99,333,122,79,58,46,45,33,45
43,South Shore,46824,1963,20589,1107,26235,1415,36516,1841,16124,1004,20392,1269,9349,1240,4076,616,5273,845,204,125,93,83,111,99,623,263,248,147,375,194,132,108,48,78,84,87
44,Chatham,32804,1599,13810,930,18994,1134,28396,1607,11680,900,16716,1096,4164,780,1997,419,2167,494,130,168,19,45,111,166,114,92,114,92,0,37,0,37,0,37,0,37
45,Avalon Park,9576,755,4364,487,5212,458,8523,746,3816,464,4707,448,982,293,490,163,492,185,0,19,0,19,0,19,71,64,58,55,13,26,0,19,0,19,0,19
46,South Chicago,29194,1572,13339,936,15855,979,24300,1527,11193,874,13107,937,4199,889,1813,452,2386,552,121,149,41,76,80,96,506,324,249,185,257,186,68,76,43,60,25,46
47,Burnside,3499,689,1609,406,1890,384,3019,543,1437,375,1582,289,412,387,129,153,283,255,46,56,32,50,14,24,11,21,11,21,0,11,11,19,0,11,11,19
48,Calumet Heights,14274,805,6243,532,8031,559,12897,751,5625,503,7272,520,1166,489,481,225,685,287,45,67,16,32,29,47,148,132,121,126,27,40,18,36,0,27,18,36
49,Roseland,44857,1650,20541,1017,24316,1019,38914,1457,17394,878,21520,970,5174,1128,2691,609,2483,598,119,98,101,85,18,47,611,258,321,170,290,135,39,47,34,48,5,40
50,Pullman,7121,563,2799,329,4322,407,6340,521,2445,286,3895,385,744,324,325,173,419,209,15,28,15,28,0,19,13,19,5,17,8,20,9,21,9,21,0,19
51,South Deering,16331,1033,7015,599,9316,811,13557,1025,5862,630,7695,692,2522,719,1040,302,1482,483,0,25,0,25,0,25,138,124,69,67,69,63,114,97,44,58,70,61
52,East Side,23147,1355,11039,746,12108,842,21016,1390,9912,703,11104,864,1970,622,1067,400,903,301,49,47,21,35,28,34,103,68,39,57,64,48,9,28,0,29,9,28
53,West Pullman,30407,1609,13712,945,16695,995,25333,1445,11549,878,13784,870,4441,1094,1927,546,2514,630,153,132,81,105,72,77,465,257,140,120,325,191,15,44,15,44,0,39
54,Riverdale,6769,713,2543,433,4226,521,5528,688,2103,402,3425,466,1056,441,430,240,626,269,95,150,0,16,95,150,90,102,10,20,80,100,0,16,0,16,0,16
55,Hegewisch,10140,920,5230,591,4910,493,8637,797,4541,514,4096,441,1349,802,654,406,695,437,0,19,0,19,0,19,139,142,35,58,104,104,15,25,0,19,15,25
56,Garfield Ridge,33679,1067,16582,762,17097,668,30901,1136,15228,780,15673,668,2250,590,1029,265,1221,394,155,156,127,152,28,48,224,131,149,106,75,60,149,99,49,56,100,73
57,Archer Heights,13190,754,6505,453,6685,489,11921,792,5916,468,6005,496,1161,341,554,181,607,208,25,42,10,28,15,33,54,64,18,36,36,41,29,53,7,28,22,43
58,Brighton Park,43452,1798,22398,1146,21054,1019,37685,1854,19657,1137,18028,1007,5376,1144,2523,588,2853,672,128,110,52,55,76,105,164,115,124,92,40,57,99,81,42,69,57,61
59,McKinley Park,16252,917,8388,548,7864,579,14650,990,7602,580,7048,590,1409,345,667,174,742,234,115,77,66,58,49,43,36,30,17,26,19,29,42,47,36,47,6,26
60,Bridgeport,32036,1314,16039,770,15997,812,27301,1387,13580,786,13721,823,3515,601,1732,329,1783,362,332,157,194,113,138,82,389,179,183,91,206,105,499,188,350,163,149,82
61,New City,41380,1848,20764,1239,20616,1077,35519,1819,17887,1194,17632,1028,5323,866,2587,486,2736,518,134,112,105,108,29,52,354,156,160,88,194,100,50,92,25,61,25,61
62,West Elsdon,18690,1070,9358,681,9332,625,16602,1071,8278,681,8324,605,1745,578,877,327,868,303,10,31,0,27,10,31,180,174,93,86,87,92,153,111,110,88,43,48
63,Gage Park,38696,1706,19670,1114,19026,999,34904,1756,17900,1107,17004,991,3158,837,1473,441,1685,500,83,76,40,48,43,53,194,159,117,108,77,71,357,244,140,131,217,144
64,Clearing,22400,946,10935,669,11465,614,20280,1000,10075,690,10205,599,1605,484,605,193,1000,347,221,209,109,114,112,107,180,173,112,112,68,70,114,163,34,65,80,107
65,West Lawn,32464,1232,16758,890,15706,736,30154,1251,15634,883,14520,731,1672,550,777,283,895,326,29,41,16,35,13,37,292,388,196,239,96,154,317,204,135,109,182,136
66,Chicago Lawn,53694,2157,24689,1262,29005,1349,47724,2146,22205,1225,25519,1338,5790,1074,2419,542,3371,665,79,114,0,49,79,114,56,67,55,69,1,47,45,56,10,49,35,56
67,West Englewood,34710,1582,16035,933,18675,947,29171,1534,13551,883,15620,908,4836,839,2144,444,2692,504,25,51,19,52,6,47,663,342,306,229,357,157,15,52,15,52,0,48
68,Englewood,28344,1484,12159,804,16185,1015,23655,1379,10233,753,13422,925,4370,835,1737,378,2633,558,103,83,50,54,53,65,148,108,76,60,72,72,68,67,63,66,5,36
69,Greater Grand Crossing,32393,1492,14100,883,18293,996,26905,1365,11590,795,15315,905,5083,772,2360,438,2723,487,118,132,51,81,67,74,287,170,99,80,188,144,0,38,0,38,0,38
70,Ashburn,42117,1537,20863,1015,21254,926,39417,1541,19331,959,20086,963,2482,851,1446,542,1036,346,118,104,70,82,48,73,44,47,16,38,28,49,56,59,0,41,56,59
71,Auburn Gresham,49060,1848,20838,1078,28222,1243,42602,1834,18038,1049,24564,1208,5901,967,2573,487,3328,608,95,79,37,51,58,72,433,169,174,100,259,130,29,52,16,46,13,45
72,Beverly,20965,802,10053,545,10912,538,19883,852,9495,552,10388,522,931,306,468,195,463,201,28,40,20,34,8,29,113,59,70,42,43,45,10,28,0,29,10,28
73,Washington Heights,25654,1119,11365,803,14289,711,23718,1159,10292,755,13426,745,1692,502,951,340,741,227,86,99,71,99,15,35,120,83,24,40,96,79,38,49,27,48,11,36
74,Mount Greenwood,18291,756,9186,454,9105,536,17217,744,8821,448,8396,526,796,283,299,125,497,191,108,56,26,28,82,49,141,63,40,36,101,60,29,35,0,25,29,35
75,Morgan Park,22379,1071,10318,727,12061,697,20779,1041,9594,702,11185,677,1347,378,588,190,759,235,107,84,25,34,82,69,145,89,111,78,34,41,1,27,0,31,1,27
76,O'Hare,13416,1094,6930,670,6486,651,11859,1126,6044,675,5815,636,1075,339,617,240,458,174,92,89,47,55,45,55,211,126,145,105,66,64,179,198,77,95,102,131
77,Edgewater,54455,1658,26946,1134,27509,1141,43975,1719,22339,1134,21636,1053,6952,805,3031,426,3921,617,745,222,332,142,413,163,1897,374,858,222,1039,252,886,384,386,176,500,247
