area_id,area_name,b07204001,b07204001_moe,b07204002,b07204002_moe,b07204003,b07204003_moe,b07204004,b07204004_moe,b07204005,b07204005_moe,b07204006,b07204006_moe,b07204007,b07204007_moe,b07204008,b07204008_moe,b07204009,b07204009_moe,b07204010,b07204010_moe,b07204011,b07204011_moe,b07204012,b07204012_moe,b07204013,b07204013_moe,b07204014,b07204014_moe,b07204015,b07204015_moe,b07204016,b07204016_moe,b07204017,b07204017_moe,b07204018,b07204018_moe,b07204019,b07204019_moe
1,Rogers Park,56603,2181,43326,2038,11807,1396,8080,1263,8080,1263,0,48,3727,537,1100,337,2627,424,482,173,2145,388,295,155,1076,294,403,153,371,182,1470,580,10,49,0,48,1460,580
2,West Ridge,72552,2514,62321,2478,8705,1408,6908,1292,6908,1292,0,51,1797,516,582,204,1215,482,439,324,776,360,188,149,167,127,318,292,103,85,1526,551,0,51,0,51,1526,551
3,Uptown,54415,1671,42880,1621,10916,998,7461,816,7461,816,0,48,3455,565,790,225,2665,525,569,168,2096,493,370,245,748,215,671,267,307,148,619,244,10,53,0,48,609,244
4,Lincoln Square,38023,1318,30894,1370,6929,971,4804,802,4804,802,0,40,2125,534,695,423,1430,326,303,161,1127,286,198,141,481,167,235,142,213,162,200,122,0,40,12,44,188,121
5,North Center,32766,1079,26664,1106,6006,666,4502,614,4502,614,0,43,1504,328,467,184,1037,278,257,135,780,231,65,63,323,146,229,138,163,97,96,86,0,43,0,43,96,86
6,Lake View,95272,1709,66716,1795,27060,1428,15994,1153,15994,1153,0,66,11066,936,1936,424,9130,847,2477,521,6653,675,1023,241,3172,440,1256,296,1202,332,1496,444,12,67,0,66,1484,443
7,Lincoln Park,63827,1706,45373,1706,17663,1318,10120,955,10120,955,0,51,7543,876,1685,395,5858,700,1478,322,4380,608,897,275,2051,403,821,280,611,217,791,262,5,50,0,51,786,262
8,Near North Side,79778,1764,60156,1813,18071,1329,9351,907,9351,907,0,54,8720,1045,1479,409,7241,964,1719,430,5522,846,1438,522,1715,358,1562,520,807,249,1551,424,0,54,0,54,1551,424
9,Edison Park,11091,497,10379,470,700,294,379,197,379,197,0,25,321,194,127,86,194,161,9,27,185,161,0,25,38,51,0,25,147,158,12,27,0,25,0,25,12,27
10,Norwood Park,36936,1175,34613,1168,2220,647,1342,457,1342,457,0,39,878,465,578,448,300,116,111,82,189,91,20,42,92,73,43,51,34,47,103,59,2,36,0,39,101,61
11,Jefferson Park,26468,1226,24046,1184,2196,641,1658,509,1658,509,0,29,538,412,141,105,397,397,52,63,345,395,0,29,37,53,18,33,290,391,226,207,0,29,0,29,226,207
12,Forest Glen,18314,638,16808,695,1403,374,1020,330,995,329,25,47,383,162,143,110,240,120,67,67,173,104,7,29,92,80,29,49,45,60,103,81,0,29,0,29,103,81
13,North Park,18492,980,15966,1025,2318,569,1643,475,1643,475,0,27,675,301,216,135,459,270,303,251,156,86,26,47,64,55,21,32,45,49,208,114,0,27,0,27,208,114
14,Albany Park,53106,2030,43437,2101,9192,1352,7305,1302,7305,1302,0,45,1887,447,595,324,1292,311,369,186,923,256,181,134,383,181,236,119,123,87,477,179,0,45,0,45,477,179
15,Portage Park,62786,1791,56305,1929,6244,1026,4904,958,4904,958,0,47,1340,472,355,168,985,430,385,272,600,283,81,103,232,203,213,176,74,69,237,152,0,47,0,47,237,152
16,Irving Park,55598,1934,47937,2002,7302,1038,5571,874,5571,874,0,47,1731,569,518,299,1213,487,255,122,958,471,281,335,204,202,223,119,250,253,359,199,0,47,0,47,359,199
17,Dunning,41635,1223,39069,1232,2429,496,1766,442,1766,442,0,40,663,201,344,133,319,143,167,109,152,96,19,47,68,73,39,50,26,48,137,102,13,42,0,40,124,101
18,Montclare,12263,827,10863,810,1264,432,993,396,993,396,0,23,271,159,151,135,120,83,46,55,74,63,0,23,0,23,46,54,28,33,136,99,37,60,0,23,99,80
19,Belmont Cragin,76613,2501,69429,2570,6648,1216,5581,1126,5581,1126,0,52,1067,489,522,411,545,267,13,55,532,266,50,71,121,123,300,231,61,83,536,246,139,183,0,52,397,195
20,Hermosa,24716,1253,20820,1321,3780,725,3458,708,3458,708,0,29,322,233,31,54,291,227,153,189,138,130,53,88,29,55,23,44,33,60,116,100,69,89,0,29,47,52
