area_id,area_name,b11016001,b11016001_moe,b11016002,b11016002_moe,b11016003,b11016003_moe,b11016004,b11016004_moe,b11016005,b11016005_moe,b11016006,b11016006_moe,b11016007,b11016007_moe,b11016008,b11016008_moe,b11016009,b11016009_moe,b11016010,b11016010_moe,b11016011,b11016011_moe,b11016012,b11016012_moe,b11016013,b11016013_moe,b11016014,b11016014_moe,b11016015,b11016015_moe,b11016016,b11016016_moe
25,Austin,32428,573,22153,667,7724,547,5677,472,4230,435,2032,305,1346,249,1144,221,10275,617,8955,576,1173,245,72,77,38,69,37,66,0,61,0,61
26,West Garfield Park,5714,265,4060,269,1126,189,887,170,801,164,684,155,229,92,333,119,1654,210,1479,201,133,62,28,45,5,34,0,35,9,36,0,35
27,East Garfield Park,6896,277,4480,287,1353,219,1084,187,881,179,537,132,334,126,291,118,2416,248,2158,242,191,85,17,43,37,57,0,38,0,38,13,39
28,Near West Side,25665,497,9977,505,5285,434,2608,297,1317,209,466,136,175,111,126,89,15688,578,12335,569,2650,327,452,120,251,111,0,52,0,52,0,52
29,North Lawndale,10852,381,7738,394,2161,273,1870,243,1680,243,874,165,638,162,515,145,3114,312,2679,294,319,104,111,87,0,43,5,42,0,43,0,43
30,South Lawndale,16454,435,13134,474,2617,315,2819,344,3282,355,2170,307,1365,250,881,198,3320,344,2302,282,649,168,237,109,110,84,0,48,0,48,22,52
31,Lower West Side,12255,332,7273,405,2088,282,1576,225,1553,241,1156,219,499,148,401,134,4982,365,3552,336,1105,219,234,105,57,70,0,42,34,50,0,42
32,Loop,14557,598,4775,482,3538,432,866,256,341,168,14,34,16,34,0,30,9782,659,8026,669,1565,305,164,138,27,41,0,30,0,30,0,30
33,Near South Side,11517,470,3892,405,2029,322,1281,295,401,151,120,86,42,57,19,33,7625,494,6379,494,1192,319,54,54,0,24,0,24,0,24,0,24
34,Armour Square,5359,184,3330,239,1375,213,776,177,707,182,324,134,72,64,76,49,2029,223,1709,207,258,106,41,36,21,41,0,27,0,27,0,27
35,Douglas,9023,275,3423,283,1899,239,942,189,430,121,104,61,20,37,28,34,5600,305,4973,316,433,123,137,90,46,59,11,34,0,35,0,35
36,Oakland,2743,141,1632,157,739,146,432,124,344,107,99,65,18,34,0,19,1111,158,1061,157,34,36,16,29,0,19,0,19,0,19,0,19
37,Fuller Park,1146,113,562,105,191,77,144,61,93,44,62,55,7,16,65,46,584,97,542,92,42,35,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,9878,323,4782,311,1855,250,1351,218,679,144,483,136,274,114,140,76,5096,326,4616,313,374,117,22,46,43,58,41,63,0,43,0,43
39,Kenwood,9116,306,3732,339,1695,256,1241,229,405,122,288,101,77,61,26,42,5384,341,4654,343,627,171,103,62,0,31,0,31,0,31,0,31
40,Washington Park,4142,214,2542,214,804,152,968,175,405,118,166,67,41,41,158,71,1600,183,1392,177,184,73,24,32,0,27,0,27,0,27,0,27
41,Hyde Park,12539,327,4578,322,2397,283,1107,178,836,171,150,79,63,56,25,40,7961,392,6584,387,1013,186,208,101,103,49,25,45,0,38,28,50
42,Woodlawn,10302,343,4984,327,2081,262,1377,228,697,163,500,136,165,79,164,87,5318,352,4743,335,493,166,52,55,7,36,23,49,0,36,0,36
43,South Shore,21700,578,9813,568,3962,414,2861,417,1734,286,754,206,239,106,263,117,11887,616,10878,595,935,233,25,58,15,49,34,69,0,44,0,44
44,Chatham,14098,418,7688,453,3301,377,2300,338,979,213,657,195,314,139,137,84,6410,446,5741,459,512,175,157,111,0,37,0,37,0,37,0,37
45,Avalon Park,3871,220,2377,235,1061,188,749,187,258,100,156,74,98,72,55,45,1494,210,1329,213,118,86,39,63,8,21,0,19,0,19,0,19
46,South Chicago,10770,408,6687,408,2872,362,1279,234,992,213,781,176,337,116,426,136,4083,382,3677,358,381,144,25,41,0,37,0,37,0,37,0,37
47,Burnside,1056,98,747,106,242,97,161,69,142,62,50,46,49,46,103,81,309,83,309,83,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,5586,174,3763,223,1883,210,924,207,379,130,276,112,170,85,131,79,1823,224,1747,221,57,43,19,31,0,27,0,27,0,27,0,27
49,Roseland,15524,379,10321,431,3740,334,2880,348,1808,269,1031,223,372,113,490,137,5203,398,4669,380,386,136,116,101,15,44,17,43,0,41,0,41
50,Pullman,2984,134,1828,180,937,156,317,101,295,98,176,88,103,52,0,19,1156,184,1066,188,90,62,0,19,0,19,0,19,0,19,0,19
51,South Deering,5332,164,3868,216,1470,213,703,152,683,170,582,152,314,137,116,76,1464,207,1249,195,198,95,17,33,0,25,0,25,0,25,0,25
52,East Side,6900,215,5310,276,1532,218,1100,214,1077,200,913,195,365,122,323,118,1590,232,1336,209,215,100,11,32,0,29,28,52,0,29,0,29
53,West Pullman,9375,323,6773,352,2238,267,1689,267,1069,234,718,176,410,159,649,176,2602,327,2162,291,313,155,96,126,0,39,0,39,22,49,9,38
54,Riverdale,2322,166,1712,176,694,176,387,124,291,100,185,108,61,47,94,55,610,153,557,147,53,61,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,3694,195,2528,263,1051,229,461,150,681,179,187,129,101,84,47,58,1166,220,875,185,226,128,0,19,65,73,0,19,0,19,0,19
56,Garfield Ridge,11952,202,8491,282,3295,285,1872,251,1702,241,1081,214,325,105,216,87,3461,286,3076,272,343,121,42,67,0,42,0,42,0,42,0,42
57,Archer Heights,3740,135,2987,176,723,137,676,153,645,148,496,124,233,85,214,75,753,138,674,131,62,41,17,35,0,27,0,27,0,27,0,27
58,Brighton Park,11572,326,9369,385,1667,234,2133,296,2280,289,1627,248,1013,217,649,166,2203,282,1582,232,444,153,56,62,52,62,69,74,0,43,0,43
59,McKinley Park,5185,166,3760,236,986,158,915,174,1134,202,303,99,262,100,160,69,1425,200,1103,189,263,92,47,52,12,29,0,25,0,25,0,25
60,Bridgeport,12140,316,7506,381,2644,281,1953,255,1699,242,736,175,281,103,193,88,4634,361,3669,333,749,170,134,78,55,64,27,54,0,37,0,37
61,New City,11621,370,8925,385,2131,266,1840,260,2169,270,1349,214,780,158,656,142,2696,292,2032,252,473,137,127,84,19,54,23,58,0,47,22,57
62,West Elsdon,5027,151,4075,196,869,189,907,168,891,178,700,164,299,112,409,126,952,151,774,141,178,96,0,27,0,27,0,27,0,27,0,27
63,Gage Park,9405,238,7786,291,1177,205,1428,229,1644,259,1487,237,1093,237,957,200,1619,219,1314,199,272,122,12,41,0,41,21,50,0,41,0,41
64,Clearing,8389,219,5806,286,2170,249,1267,207,1576,269,545,161,177,79,71,57,2583,270,2322,260,201,97,60,72,0,31,0,31,0,31,0,31
65,West Lawn,9111,215,7238,304,1727,246,1205,235,1773,286,1379,263,750,204,404,128,1873,269,1651,254,201,93,21,47,0,34,0,34,0,34,0,34
66,Chicago Lawn,15416,427,11626,462,3017,355,2662,322,2322,328,1720,290,704,175,1201,219,3790,382,3315,369,389,137,52,65,0,49,5,49,29,67,0,49
67,West Englewood,10364,339,7445,359,2184,263,1856,249,1119,190,1037,192,568,145,681,142,2919,302,2648,285,213,105,19,53,39,68,0,48,0,48,0,48
68,Englewood,9803,383,6230,367,2111,268,1478,232,997,195,838,165,481,137,325,103,3573,313,3195,294,263,99,71,61,40,48,0,36,4,36,0,36
69,Greater Grand Crossing,12605,368,7182,406,2850,332,1895,281,1002,188,749,185,357,120,329,110,5423,386,4858,376,458,145,86,69,8,39,13,43,0,38,0,38
70,Ashburn,12780,230,10042,362,2688,306,2876,346,2075,293,1186,228,709,204,508,163,2738,343,2438,324,213,126,87,81,0,41,0,41,0,41,0,41
71,Auburn Gresham,17173,440,11249,469,3953,368,3026,351,1789,283,1305,243,580,163,596,156,5924,444,5286,433,587,155,12,48,19,48,20,54,0,46,0,46
72,Beverly,7705,196,5272,243,1945,213,1212,186,1048,177,628,136,241,74,198,76,2433,251,2294,249,135,69,2,27,0,29,2,28,0,29,0,29
73,Washington Heights,9308,303,6172,325,2140,282,1990,314,1077,203,571,147,250,95,144,73,3136,326,2848,324,226,102,62,72,0,33,0,33,0,33,0,33
74,Mount Greenwood,6589,208,4638,243,1631,223,1080,191,1185,205,513,136,229,100,0,25,1951,238,1757,225,159,88,35,42,0,25,0,25,0,25,0,25
75,Morgan Park,8009,269,5201,320,1688,234,1377,238,1359,256,367,125,289,114,121,59,2808,297,2349,283,395,148,37,55,20,37,7,32,0,31,0,31
76,O'Hare,6108,207,3444,325,1635,303,1106,229,331,141,149,113,158,162,65,77,2664,312,2224,321,440,158,0,38,0,38,0,38,0,38,0,38
77,Edgewater,29110,543,9549,575,4843,439,2518,365,1611,294,339,118,144,95,94,97,19561,687,16075,683,3063,385,335,149,54,69,23,53,0,48,11,49
