area_id,area_name,b02008001,b02008001_moe
1,Rogers Park,31645,1730
2,West Ridge,42126,2357
3,Uptown,34221,1425
4,Lincoln Square,28746,1236
5,North Center,30571,1085
6,Lake View,84343,1783
7,Lincoln Park,56816,1709
8,Near North Side,62076,1687
9,Edison Park,10833,512
10,Norwood Park,33763,1164
11,Jefferson Park,22037,1256
12,Forest Glen,14811,659
13,North Park,10934,859
14,Albany Park,24477,1455
15,Portage Park,43678,1775
16,Irving Park,38288,1908
17,Dunning,36175,1343
18,Montclare,7928,741
19,Belmont Cragin,32492,2242
20,Hermosa,9646,1076
21,Avondale,31622,1876
22,Logan Square,60638,2004
23,Humboldt Park,14963,1333
24,West Town,64632,1859
25,Austin,8645,817
26,West Garfield Park,391,166
27,East Garfield Park,950,253
28,Near West Side,26294,1168
29,North Lawndale,1594,359
30,South Lawndale,47828,2300
31,Lower West Side,18492,1529
32,Loop,17952,1225
33,Near South Side,10176,968
34,Armour Square,2251,435
35,Douglas,2702,410
36,Oakland,276,164
37,Fuller Park,107,83
38,Grand Boulevard,1243,388
39,Kenwood,3838,457
40,Washington Park,161,107
41,Hyde Park,14019,950
42,Woodlawn,2075,326
43,South Shore,1269,384
44,Chatham,458,267
45,Avalon Park,186,178
46,South Chicago,5925,802
47,Burnside,20,31
48,Calumet Heights,312,121
49,Roseland,830,248
50,Pullman,893,184
51,South Deering,4137,613
52,East Side,18431,1444
53,West Pullman,1390,423
54,Riverdale,139,86
55,Hegewisch,8016,858
56,Garfield Ridge,25854,1150
57,Archer Heights,8922,865
58,Brighton Park,28660,1814
59,McKinley Park,8594,888
60,Bridgeport,16063,1014
61,New City,20000,1506
62,West Elsdon,12435,1245
63,Gage Park,22690,1803
64,Clearing,17582,910
65,West Lawn,14236,1321
66,Chicago Lawn,7093,964
67,West Englewood,1146,394
68,Englewood,369,177
69,Greater Grand Crossing,535,189
70,Ashburn,12728,1207
71,Auburn Gresham,397,208
72,Beverly,13651,564
73,Washington Heights,455,224
74,Mount Greenwood,17107,741
75,Morgan Park,7642,515
76,O'Hare,11679,1190
77,Edgewater,36773,1520
