area_id,area_name,b20017001,b20017001_moe,b20017002,b20017002_moe,b20017003,b20017003_moe,b20017004,b20017004_moe,b20017005,b20017005_moe,b20017006,b20017006_moe,b20017007,b20017007_moe
1,Rogers Park,304208,20930,322823,32547,446332,43497,131946,26667,288718,32495,462092,42224,126785,19668
2,West Ridge,392632,27728,427311,41147,561682,46068,174112,36383,364663,42313,543152,61145,171031,29804
3,Uptown,458681,26822,472375,41246,636080,46376,178492,42047,441466,41801,618000,34632,191122,25281
4,Lincoln Square,445219,21112,478947,33427,628735,54098,198747,36418,416762,26953,510922,38738,184397,35261
5,North Center,767345,37707,859776,62754,992006,67934,401437,163600,684414,45460,819766,47523,294275,62703
6,Lake View,1680927,54418,2072430,97068,2501057,104348,776004,184554,1450998,65589,1829915,89119,614250,87080
7,Lincoln Park,1093028,49633,1353174,96739,1813755,203575,417070,93912,906695,50259,1257939,97785,315443,67605
8,Near North Side,1220059,57755,1506382,104414,1829724,126420,475068,143265,1014868,70876,1312170,66033,326537,65144
9,Edison Park,141530,20812,192818,22483,230981,22639,47384,21107,111405,12195,159307,18126,59743,29185
10,Norwood Park,351471,37320,424048,47933,515753,46295,201031,266919,310991,36563,391453,40586,109342,130040
11,Jefferson Park,198161,17742,231713,24904,308781,31963,93302,24076,168914,17552,253426,27895,71778,13088
12,Forest Glen,202964,14831,246274,24941,298875,17960,45299,29882,160143,24271,230346,27188,64739,13476
13,North Park,114002,11080,130966,25547,198424,46288,42709,7294,101485,16804,162561,26823,35064,11480
14,Albany Park,261453,16407,270554,21515,387789,26121,143985,21639,237264,23632,363481,36374,120901,18230
15,Portage Park,425252,18520,478194,31945,584221,41554,205425,31225,376817,24298,486663,40975,187391,26855
16,Irving Park,499158,24708,513355,38314,647718,52764,222387,36797,477342,41021,668340,45754,196349,35839
17,Dunning,346475,19242,410960,35188,533691,42043,156622,36754,283832,23420,414526,24939,148422,16367
18,Montclare,58064,8243,66258,12218,87409,12493,21146,13336,53004,6069,75610,9703,21901,4629
19,Belmont Cragin,389019,15023,443656,27884,548366,22918,236920,38195,340521,20726,467005,33330,184177,21966
20,Hermosa,133312,11150,156390,12745,181506,17345,76346,14539,122782,19521,162644,14423,59321,16353
21,Avondale,248951,17697,265822,21428,328081,30998,135022,18396,231642,18167,310100,49575,116413,19277
22,Logan Square,896591,37507,994506,53928,1193125,72817,405333,83387,820093,51514,1077880,65364,419005,58181
23,Humboldt Park,381335,19396,432276,31394,511952,42497,203855,37663,320880,39344,456068,43611,146200,44274
24,West Town,1389809,42617,1567363,92213,1891749,96395,650409,116886,1208586,66994,1587228,73229,521649,102030
25,Austin,594301,27509,639995,44170,844067,73241,228050,44918,559839,34749,764740,49898,236100,41044
26,West Garfield Park,188059,25869,163315,44034,314613,53049,94130,44991,191251,30442,269105,47766,71739,29406
27,East Garfield Park,248583,34846,242922,63549,418311,64213,75881,56338,242417,33635,348394,47756,127753,30868
28,Near West Side,709403,40021,777275,59927,1149913,118981,241093,40033,634075,61243,1012488,63504,215363,56379
29,North Lawndale,307880,29757,312522,48519,547610,97138,137607,46424,297400,39219,451599,54797,117971,56168
