area_id,area_name,b25044001,b25044001_moe,b25044002,b25044002_moe,b25044003,b25044003_moe,b25044004,b25044004_moe,b25044005,b25044005_moe,b25044006,b25044006_moe,b25044007,b25044007_moe,b25044008,b25044008_moe,b25044009,b25044009_moe,b25044010,b25044010_moe,b25044011,b25044011_moe,b25044012,b25044012_moe,b25044013,b25044013_moe,b25044014,b25044014_moe,b25044015,b25044015_moe
1,Rogers Park,23981,550,6995,461,748,177,3846,369,2093,298,248,106,60,58,0,48,16986,651,7063,519,8111,573,1415,297,296,131,0,48,101,71
2,West Ridge,24402,485,12314,533,1406,262,4903,449,4853,411,910,221,185,83,57,64,12088,626,2955,386,6351,582,2153,358,531,197,53,78,45,86
3,Uptown,29441,501,9490,491,1722,279,5901,449,1726,266,82,70,20,53,39,59,19951,640,10823,602,7334,562,1613,305,85,70,27,53,69,60
4,Lincoln Square,17622,376,7020,447,508,148,3426,348,2530,299,507,128,49,55,0,40,10602,509,3174,357,5611,490,1537,267,280,140,0,40,0,40
5,North Center,14724,323,7758,369,338,100,3221,307,3492,291,594,161,86,62,27,46,6966,392,1448,231,3932,352,1427,219,137,76,22,45,0,43
6,Lake View,52568,659,19687,707,3174,365,11370,623,4519,385,442,155,147,94,35,70,32881,782,15589,741,13228,721,3425,391,549,176,64,73,26,68
7,Lincoln Park,32194,546,14662,578,1476,231,8115,518,4536,395,444,119,59,81,32,56,17532,621,8323,560,7072,561,1743,267,311,121,72,73,11,52
8,Near North Side,50758,883,22765,857,5965,562,12943,752,3492,449,340,155,13,59,12,57,27993,973,16022,862,10528,827,1211,284,152,94,0,54,80,74
9,Edison Park,4608,141,3676,182,217,79,1191,168,1811,189,383,112,58,42,16,34,932,170,307,129,329,112,270,117,26,36,0,25,0,25
10,Norwood Park,14646,262,11624,364,801,163,4161,371,4796,373,1552,243,271,113,43,49,3022,325,753,165,1128,232,841,230,245,141,55,70,0,39
