area_id,area_name,b25020001,b25020001_moe,b25020002,b25020002_moe,b25020003,b25020003_moe,b25020004,b25020004_moe,b25020005,b25020005_moe,b25020006,b25020006_moe,b25020007,b25020007_moe,b25020008,b25020008_moe,b25020009,b25020009_moe,b25020010,b25020010_moe,b25020011,b25020011_moe,b25020012,b25020012_moe,b25020013,b25020013_moe,b25020014,b25020014_moe,b25020015,b25020015_moe,b25020016,b25020016_moe,b25020017,b25020017_moe,b25020018,b25020018_moe,b25020019,b25020019_moe,b25020020,b25020020_moe,b25020021,b25020021_moe
1,Rogers Park,23981,550,6995,461,44,52,83,59,809,198,1504,249,1626,259,1164,235,656,171,454,129,655,157,16986,651,2594,415,1184,234,3995,434,4332,463,2964,385,1234,276,334,132,198,112,151,84
2,West Ridge,24402,485,12314,533,57,69,95,68,701,154,1990,297,2755,370,3096,397,1386,252,914,193,1320,259,12088,626,490,195,437,149,2098,349,3009,434,3235,432,2217,350,335,162,115,81,152,90
3,Uptown,29441,501,9490,491,84,83,470,140,1668,254,2655,320,1739,263,1492,265,509,152,383,117,490,140,19951,640,4698,517,1985,291,5221,516,3808,404,2241,362,1273,276,461,170,106,66,158,97
4,Lincoln Square,17622,376,7020,447,20,49,33,44,584,152,1203,229,1631,272,1406,222,836,175,495,129,812,149,10602,509,1032,282,500,126,1900,285,3407,390,2048,310,1173,219,359,124,123,69,60,56
5,North Center,14724,323,7758,369,18,46,45,48,434,109,1082,196,1439,221,1658,236,918,155,851,194,1313,182,6966,392,256,129,293,112,780,167,2210,277,1811,244,1198,215,221,99,99,59,98,61
6,Lake View,52568,659,19687,707,300,159,879,215,3800,419,3410,350,4143,370,2554,291,1607,244,1142,194,1852,235,32881,782,4186,519,4497,456,7960,612,7790,555,4269,410,2572,302,941,217,408,122,258,128
7,Lincoln Park,32194,546,14662,578,117,91,624,174,2423,319,2340,313,1945,251,2139,259,1731,246,888,161,2455,308,17532,621,2740,413,2238,301,4543,453,3656,396,2346,331,1210,219,349,131,137,82,313,114
8,Near North Side,50758,883,22765,857,779,225,2075,350,5894,571,4643,497,3869,450,2524,333,1212,270,637,192,1132,232,27993,973,5312,675,5706,625,9610,752,4805,522,1449,280,655,168,231,141,40,65,185,121
9,Edison Park,4608,141,3676,182,45,54,0,25,98,68,343,101,919,169,792,145,468,125,471,124,540,127,932,170,8,27,8,24,256,93,204,83,219,116,141,99,39,47,7,24,50,46
10,Norwood Park,14646,262,11624,364,68,94,31,48,168,82,1220,224,2643,303,3050,311,1871,272,1280,224,1293,214,3022,325,142,109,268,114,449,125,550,159,720,197,646,204,166,125,55,64,26,44
11,Jefferson Park,9943,274,6535,336,14,36,29,36,229,115,1123,212,1521,241,1306,207,848,205,718,168,747,154,3408,328,199,115,122,63,609,180,901,208,1044,224,339,121,100,71,53,44,41,39
12,Forest Glen,6793,159,5964,202,0,29,0,29,45,41,293,100,1020,179,1600,215,1274,196,759,170,973,172,829,185,98,90,45,53,152,95,176,85,257,103,43,48,0,29,44,51,14,35
13,North Park,6436,188,3405,243,36,44,13,32,89,51,256,96,756,177,792,175,517,139,422,119,524,126,3031,263,228,115,68,49,898,176,635,161,626,157,402,130,116,75,44,47,14,30
14,Albany Park,16804,326,6138,382,0,45,55,52,206,87,980,199,1418,235,1377,228,885,197,523,136,694,151,10666,433,770,223,276,103,1620,310,3248,391,2822,385,1298,265,534,160,38,49,60,60
15,Portage Park,22505,401,12675,479,106,81,57,61,277,123,989,200,2890,329,3042,345,2075,290,1437,238,1802,247,9830,524,944,259,201,99,1056,222,2852,360,2727,378,1540,276,292,137,64,72,154,87
16,Irving Park,20177,401,9760,457,153,118,74,59,484,143,1264,235,2282,298,1847,264,1268,206,853,176,1535,220,10417,507,842,238,272,93,1491,258,3026,352,2836,366,1416,265,252,125,124,74,158,75
17,Dunning,15141,266,11475,366,192,123,6,40,260,93,1182,199,2800,289,2955,287,1868,251,1068,215,1144,174,3666,344,465,177,92,54,485,150,1078,235,825,187,418,141,131,78,83,64,89,91
18,Montclare,4425,173,2630,230,127,92,0,23,29,28,301,121,538,146,619,162,447,141,222,109,347,125,1795,219,152,94,86,63,519,140,458,143,324,132,101,61,65,57,57,42,33,30
19,Belmont Cragin,21570,412,10475,514,69,79,24,55,215,92,976,213,2818,353,2391,318,1517,252,930,203,1535,219,11095,541,702,206,204,107,1435,264,3363,386,3102,392,1803,299,120,88,132,87,234,110
20,Hermosa,7070,219,3110,282,12,33,0,29,84,74,273,123,723,172,836,174,402,132,349,128,431,119,3960,302,45,58,35,37,296,106,948,216,1570,248,779,199,193,99,30,48,64,63
21,Avondale,13801,329,5774,391,10,38,6,38,257,101,813,189,1498,249,1628,264,496,129,371,122,695,161,8027,430,409,160,233,115,628,171,2083,307,2789,352,1448,264,304,136,59,57,74,54
22,Logan Square,29492,477,11139,516,94,86,146,78,720,140,1394,218,2395,293,2849,320,1356,228,973,193,1212,189,18353,602,1096,240,493,119,2287,287,4575,405,5341,450,3456,368,636,156,276,106,193,79
23,Humboldt Park,16778,419,5910,422,369,142,15,54,158,88,522,159,1233,215,1724,268,779,172,175,76,935,203,10868,499,1976,330,356,133,620,168,1931,310,2727,323,2459,331,532,187,94,79,173,95
24,West Town,37287,534,14909,572,52,66,543,145,2432,276,2876,318,2958,326,2342,275,1366,226,882,174,1458,227,22378,612,905,208,1555,257,3784,378,6582,486,5008,431,3114,328,948,204,253,104,229,94
25,Austin,32428,573,12818,537,164,107,11,63,202,100,797,186,2838,340,3561,385,1750,265,1461,241,2034,265,19610,673,1853,311,354,123,2354,322,4252,443,5227,483,3904,428,1167,241,258,117,241,94
26,West Garfield Park,5714,265,1486,192,20,46,0,35,0,35,65,43,290,88,484,124,340,105,139,73,148,63,4228,294,516,135,121,68,228,79,536,134,1169,194,1152,197,375,110,56,46,75,52
27,East Garfield Park,6896,277,1857,223,5,37,11,38,15,39,142,76,320,97,500,125,435,138,123,71,306,85,5039,306,536,131,143,76,508,130,1116,199,1095,185,1046,199,422,139,95,66,78,57
28,Near West Side,25665,497,10251,474,264,122,1250,229,2505,299,2242,285,1414,225,1149,187,483,133,306,111,638,166,15414,552,1521,287,2119,270,4672,420,3372,352,2369,280,799,169,310,121,163,85,89,75
29,North Lawndale,10852,381,2612,263,20,52,12,45,33,44,246,93,733,162,782,152,335,105,292,101,159,74,8240,399,322,122,132,67,557,143,1604,240,2495,274,2213,278,559,151,236,100,122,65
30,South Lawndale,16454,435,5915,415,82,76,0,48,146,87,1446,232,1438,258,1426,237,395,115,405,111,577,163,10539,500,85,78,299,106,652,164,4720,429,3133,367,1353,240,167,87,20,51,110,69
31,Lower West Side,12255,332,3286,312,17,49,63,53,103,63,568,140,713,161,730,157,372,126,272,107,448,134,8969,386,378,129,395,116,1646,252,3521,343,1656,244,1025,216,178,82,101,68,69,55
32,Loop,14557,598,6257,474,384,163,897,260,1732,339,1540,261,857,223,338,127,278,216,182,114,49,44,8300,652,1106,292,1604,429,3124,526,1536,335,598,208,233,147,92,61,0,30,7,30
33,Near South Side,11517,470,5711,452,131,107,758,206,1668,306,1258,293,889,209,533,206,295,110,93,53,86,69,5806,473,440,270,1286,359,2181,353,1086,309,637,262,89,83,47,48,35,60,5,23
34,Armour Square,5359,184,1884,236,20,40,64,78,136,79,455,150,524,167,239,80,133,90,149,78,164,72,3475,227,72,59,487,124,830,167,946,173,659,153,357,126,68,45,36,47,20,26
35,Douglas,9023,275,1875,186,10,36,96,64,271,96,348,102,166,69,272,99,232,80,168,78,312,112,7148,281,835,172,767,159,2390,265,2009,244,682,147,322,98,105,70,0,35,38,37
