area_id,area_name,b25073001,b25073001_moe,b25073002,b25073002_moe,b25073003,b25073003_moe,b25073004,b25073004_moe,b25073005,b25073005_moe,b25073006,b25073006_moe,b25073007,b25073007_moe,b25073008,b25073008_moe,b25073009,b25073009_moe,b25073010,b25073010_moe,b25073011,b25073011_moe,b25073012,b25073012_moe,b25073013,b25073013_moe,b25073014,b25073014_moe,b25073015,b25073015_moe,b25073016,b25073016_moe,b25073017,b25073017_moe,b25073018,b25073018_moe,b25073019,b25073019_moe,b25073020,b25073020_moe,b25073021,b25073021_moe,b25073022,b25073022_moe,b25073023,b25073023_moe,b25073024,b25073024_moe,b25073025,b25073025_moe,b25073026,b25073026_moe,b25073027,b25073027_moe,b25073028,b25073028_moe,b25073029,b25073029_moe,b25073030,b25073030_moe,b25073031,b25073031_moe,b25073032,b25073032_moe,b25073033,b25073033_moe,b25073034,b25073034_moe,b25073035,b25073035_moe,b25073036,b25073036_moe,b25073037,b25073037_moe,b25073038,b25073038_moe,b25073039,b25073039_moe,b25073040,b25073040_moe,b25073041,b25073041_moe,b25073042,b25073042_moe,b25073043,b25073043_moe,b25073044,b25073044_moe,b25073045,b25073045_moe,b25073046,b25073046_moe,b25073047,b25073047_moe,b25073048,b25073048_moe,b25073049,b25073049_moe,b25073050,b25073050_moe
60,Bridgeport,6408,374,682,154,160,83,53,46,62,52,50,57,241,96,116,61,4118,362,1102,215,423,135,454,147,298,114,1590,267,251,110,1243,214,260,107,109,56,190,103,75,72,529,146,80,74,195,90,46,59,17,38,23,52,0,37,109,64,0,37,146,71,15,43,28,44,6,37,0,37,97,70,0,37,24,41,0,37,0,37,0,37,0,37,8,37,16,40,0,37,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,6550,395,729,166,108,77,64,66,8,47,73,57,416,130,60,62,4800,368,913,174,660,167,386,129,458,144,2150,273,233,104,720,167,144,86,121,83,68,65,14,50,362,127,11,49,110,68,0,47,23,58,15,47,39,53,20,50,13,49,148,71,22,50,17,52,33,52,7,47,69,57,0,47,24,48,0,47,0,47,0,47,0,47,5,46,19,49,19,55,0,47,0,47,0,47,0,47,19,55,0,47
62,West Elsdon,1337,207,397,136,54,45,49,66,0,27,0,27,234,111,60,44,596,149,100,71,76,53,136,85,30,43,210,100,44,50,319,127,91,65,30,41,51,59,27,47,88,69,32,54,0,27,0,27,0,27,0,27,0,27,0,27,0,27,25,46,25,46,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,4103,316,641,155,49,54,66,61,58,62,77,59,343,124,48,53,2687,310,477,162,326,128,271,121,175,87,1345,226,93,68,633,161,159,94,42,49,78,69,30,51,324,124,0,41,10,42,0,41,0,41,0,41,0,41,10,42,0,41,101,49,11,43,0,41,19,44,11,42,60,46,0,41,31,62,0,41,0,41,0,41,0,41,0,41,31,62,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,2043,251,356,139,136,89,64,63,15,38,11,33,78,75,52,61,773,191,142,92,164,99,167,100,13,36,219,107,68,75,914,189,253,102,128,81,22,36,134,91,335,135,42,75,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,2043,287,647,186,71,58,72,62,27,43,0,34,408,158,69,55,797,202,165,92,112,82,35,51,122,88,282,141,81,65,243,104,33,47,16,32,20,47,32,50,126,83,16,35,191,104,26,50,22,45,18,42,0,34,102,82,23,47,165,86,0,34,0,34,0,34,34,53,131,80,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,8547,494,1821,276,152,96,96,70,106,84,87,74,1221,235,159,85,4216,423,925,213,391,141,342,136,287,137,2024,311,247,128,1956,295,310,137,165,110,99,67,203,121,1041,210,138,91,256,103,22,52,0,49,21,52,0,49,213,99,0,49,298,114,8,48,0,49,0,49,41,68,249,105,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,5480,346,2151,256,82,63,128,83,104,76,165,98,1378,203,294,110,2620,285,242,89,257,105,169,90,183,90,1510,237,259,102,317,115,6,48,62,78,5,47,39,72,164,93,41,60,90,72,0,48,0,48,34,66,28,51,23,50,5,47,286,96,0,48,40,57,36,57,43,61,167,83,0,48,16,51,16,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,6899,383,1100,200,141,89,19,40,50,51,74,68,596,150,220,96,3481,319,427,132,112,62,261,106,242,105,2046,267,393,133,1017,194,68,54,57,60,85,65,92,71,587,143,128,88,343,109,38,49,89,79,34,46,25,38,122,62,35,55,958,155,110,63,44,57,115,75,132,75,527,129,30,44,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,8147,412,1236,223,142,89,33,45,134,106,92,78,712,173,123,71,4073,377,882,203,399,141,299,130,257,129,1937,284,299,133,1795,263,368,125,237,110,130,83,173,91,732,174,155,101,592,118,57,58,65,47,82,61,29,42,297,96,62,50,431,111,37,44,58,60,35,42,71,54,221,91,9,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,20,49,0,38,20,49,0,38,0,38,0,38,0,38
70,Ashburn,1780,314,797,208,76,74,62,74,32,47,6,39,380,152,241,114,438,167,178,124,8,40,47,71,13,42,131,104,61,74,532,189,136,106,92,94,61,58,38,71,205,119,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,13,43,0,41,0,41,0,41,0,41,13,43,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,9164,472,1616,259,170,87,132,86,241,107,29,48,930,218,114,63,4828,424,653,192,269,105,473,154,282,126,2782,368,369,140,1849,262,239,122,155,91,114,66,202,101,1044,216,95,75,245,94,5,45,18,54,38,65,64,63,103,71,17,54,606,129,68,54,49,57,66,64,92,69,258,114,73,66,20,48,15,49,0,46,0,46,0,46,0,46,5,45,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,1409,178,286,88,90,65,24,36,10,31,28,38,83,56,51,51,322,108,43,48,93,79,24,37,11,32,135,60,16,36,530,152,174,105,160,97,32,59,11,32,143,94,10,32,186,106,32,40,44,45,0,29,0,29,83,87,27,50,85,79,36,63,22,34,0,29,0,29,27,51,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,3054,345,1199,224,167,89,75,67,14,34,104,80,632,170,207,94,1019,247,295,133,101,95,169,110,37,46,403,163,14,38,558,180,22,36,104,83,113,103,46,62,252,134,21,46,165,111,23,47,32,40,21,44,0,33,89,99,0,33,113,93,0,33,0,33,10,36,7,32,96,91,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,616,147,116,67,71,60,12,29,16,34,0,25,10,27,7,25,128,87,81,68,0,25,22,42,0,25,25,47,0,25,109,79,55,50,0,25,0,25,9,27,45,57,0,25,138,68,63,64,0,25,0,25,0,25,75,57,0,25,125,85,58,73,42,51,0,25,0,25,25,35,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,1958,277,853,210,168,96,17,33,44,56,63,52,407,177,154,67,404,142,119,73,35,51,41,70,8,32,201,93,0,31,303,132,161,97,21,34,41,40,27,44,53,69,0,31,224,108,61,63,24,36,52,71,0,31,87,63,0,31,174,86,0,31,19,33,0,31,18,34,99,59,38,66,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,3281,331,58,59,0,38,0,38,0,38,0,38,0,38,58,59,407,197,72,69,14,42,33,52,39,57,189,171,60,84,1359,278,286,143,203,125,47,52,132,108,655,226,36,68,241,123,21,43,0,38,38,71,0,38,153,93,29,59,1216,220,395,187,216,115,82,70,73,80,426,160,24,48,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,17747,672,417,165,119,103,77,98,23,53,31,58,162,107,5,48,2974,371,1019,222,371,124,271,142,435,154,824,217,54,60,3395,380,688,190,633,183,261,113,391,163,1276,251,146,92,2980,384,378,147,505,196,281,134,305,145,1367,261,144,122,7981,561,1262,303,827,218,874,261,718,191,3911,440,389,152,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
