area_id,area_name,b19313f001,b19313f001_moe
1,Rogers Park,60535000,14655986
2,West Ridge,66041400,16729325
3,Uptown,54434700,18318611
4,Lincoln Square,43179300,13136336
5,North Center,17977000,10848026
6,Lake View,35820200,10466032
7,Lincoln Park,12594800,5096079
8,Near North Side,33845600,18225931
9,Edison Park,1827800,1998766
10,Norwood Park,26523500,11276499
11,Jefferson Park,34019600,14933034
12,Forest Glen,13936800,7454179
13,North Park,22849900,8447422
14,Albany Park,264093000,33467937
15,Portage Park,249775900,29728859
16,Irving Park,206559600,30819188
17,Dunning,59825800,15280934
18,Montclare,50915600,12749982
19,Belmont Cragin,518640500,40211638
20,Hermosa,199208800,21187261
21,Avondale,107001900,22143862
22,Logan Square,103281000,19623739
23,Humboldt Park,188861500,22493698
24,West Town,147128400,23297593
25,Austin,58566200,20246120
26,West Garfield Park,2428100,2509953
27,East Garfield Park,653600,696181
28,Near West Side,38644900,12197617
29,North Lawndale,13076100,5748475
30,South Lawndale,162864200,21205370
31,Lower West Side,213663800,23656888
32,Loop,24244100,20338395
33,Near South Side,20038600,11354415
34,Armour Square,6228600,4353094
35,Douglas,4640700,6420618
36,Oakland,4356200,5071724
37,Fuller Park,1638000,1895558
38,Grand Boulevard,5205200,3435464
39,Kenwood,3502900,5139377
41,Hyde Park,6367000,5317823
42,Woodlawn,971500,1167903
43,South Shore,1622300,1905441
46,South Chicago,20383100,6272861
48,Calumet Heights,1522000,936431
50,Pullman,1892800,1762806
51,South Deering,23323700,9089830
52,East Side,61766100,15846457
53,West Pullman,5119200,4337072
55,Hegewisch,7825600,3880122
56,Garfield Ridge,105775000,21462809
57,Archer Heights,47546900,10287276
58,Brighton Park,146758100,21922552
59,McKinley Park,63585500,12471053
60,Bridgeport,83422800,22119602
61,New City,88738600,13924726
62,West Elsdon,77431500,14840953
63,Gage Park,153419100,20662957
64,Clearing,95515400,18603531
65,West Lawn,234653900,28822838
66,Chicago Lawn,180019100,19524792
67,West Englewood,4022900,4247096
68,Englewood,150700,227763
69,Greater Grand Crossing,299000,458545
70,Ashburn,104646500,17846332
72,Beverly,1854500,2848568
73,Washington Heights,150200,264099
74,Mount Greenwood,2815000,2954367
75,Morgan Park,1373700,1566504
76,O'Hare,10991300,6375646
77,Edgewater,36402000,12809101
