area_id,area_name,b99194001,b99194001_moe,b99194002,b99194002_moe,b99194003,b99194003_moe,b99194004,b99194004_moe,b99194005,b99194005_moe,b99194006,b99194006_moe,b99194007,b99194007_moe,b99194008,b99194008_moe
1,Rogers Park,13890,3,10429,3,431,3,159,3,140,3,173,3,377,3,2181,3
2,West Ridge,8081,4,5661,4,159,4,26,4,81,4,267,4,314,4,1573,4
3,Uptown,20209,3,16589,3,585,3,180,3,211,3,188,3,392,3,2064,3
4,Lincoln Square,9228,3,7498,3,136,3,202,3,148,3,201,3,134,3,909,3
5,North Center,7472,4,6188,4,113,4,23,4,112,4,104,4,126,4,806,4
6,Lake View,37704,6,30979,6,507,6,573,6,377,6,755,6,1131,6,3382,6
7,Lincoln Park,21933,4,17399,4,368,4,231,4,244,4,600,4,769,4,2322,4
8,Near North Side,35679,4,28225,4,828,4,482,4,115,4,503,4,676,4,4850,4
9,Edison Park,1779,2,1246,2,56,2,14,2,0,2,49,2,65,2,349,2
10,Norwood Park,5032,3,3681,3,173,3,6,3,16,3,60,3,188,3,908,3
11,Jefferson Park,3569,2,2405,2,96,2,43,2,33,2,30,2,72,2,890,2
12,Forest Glen,1926,2,1214,2,66,2,7,2,91,2,49,2,11,2,488,2
13,North Park,2186,2,1693,2,52,2,7,2,31,2,46,2,79,2,278,2
14,Albany Park,5962,3,4210,3,20,3,72,3,124,3,153,3,486,3,897,3
15,Portage Park,7570,4,4940,4,257,4,61,4,38,4,86,4,326,4,1862,4
16,Irving Park,7735,4,5695,4,142,4,71,4,25,4,122,4,239,4,1441,4
17,Dunning,4439,3,2844,3,177,3,30,3,9,3,63,3,109,3,1207,3
18,Montclare,1516,1,872,1,29,1,0,1,10,1,0,1,42,1,563,1
19,Belmont Cragin,4764,4,3390,4,46,4,0,4,5,4,80,4,175,4,1068,4
20,Hermosa,1614,2,1103,2,54,2,11,2,0,2,28,2,72,2,346,2
21,Avondale,5008,3,3881,3,69,3,27,3,23,3,168,3,118,3,722,3
22,Logan Square,14764,5,12073,5,157,5,98,5,209,5,340,5,630,5,1257,5
23,Humboldt Park,5285,4,3136,4,210,4,21,4,4,4,60,4,171,4,1683,4
24,West Town,21420,6,16306,6,402,6,372,6,167,6,608,6,1057,6,2508,6
25,Austin,10275,5,6828,5,278,5,27,5,48,5,79,5,173,5,2842,5
26,West Garfield Park,1654,3,872,3,35,3,0,3,5,3,28,3,23,3,691,3
27,East Garfield Park,2416,3,1133,3,74,3,10,3,35,3,9,3,75,3,1080,3
28,Near West Side,15688,4,11626,4,402,4,231,4,90,4,243,4,388,4,2708,4
29,North Lawndale,3114,4,1777,4,91,4,5,4,0,4,49,4,101,4,1091,4
30,South Lawndale,3320,4,2217,4,114,4,40,4,27,4,105,4,167,4,650,4
31,Lower West Side,4982,3,4319,3,64,3,30,3,54,3,42,3,115,3,358,3
32,Loop,9782,2,7954,2,108,2,180,2,198,2,124,2,144,2,1074,2
33,Near South Side,7625,2,5968,2,131,2,160,2,23,2,74,2,227,2,1042,2
34,Armour Square,2029,2,1574,2,67,2,33,2,4,2,18,2,87,2,246,2
35,Douglas,5600,3,4374,3,287,3,83,3,0,3,35,3,54,3,767,3
36,Oakland,1111,2,809,2,12,2,0,2,34,2,12,2,0,2,244,2
37,Fuller Park,584,1,433,1,29,1,5,1,0,1,11,1,10,1,96,1
38,Grand Boulevard,5096,4,3612,4,195,4,45,4,12,4,112,4,175,4,945,4
39,Kenwood,5384,3,4139,3,159,3,62,3,13,3,148,3,106,3,757,3
40,Washington Park,1600,2,1106,2,61,2,10,2,17,2,37,2,46,2,323,2
41,Hyde Park,7961,3,6538,3,190,3,59,3,69,3,70,3,272,3,763,3
42,Woodlawn,5318,3,3998,3,156,3,0,3,30,3,78,3,136,3,920,3
43,South Shore,11887,4,8559,4,278,4,25,4,66,4,133,4,341,4,2485,4
44,Chatham,6410,3,4056,3,309,3,47,3,60,3,63,3,131,3,1744,3
45,Avalon Park,1494,1,979,1,43,1,12,1,13,1,75,1,9,1,363,1
46,South Chicago,4083,3,2954,3,95,3,7,3,6,3,59,3,135,3,827,3
47,Burnside,309,1,263,1,11,1,0,1,0,1,0,1,0,1,35,1
48,Calumet Heights,1823,2,1166,2,81,2,85,2,70,2,62,2,23,2,336,2
49,Roseland,5203,4,3487,4,143,4,70,4,35,4,36,4,72,4,1360,4
50,Pullman,1156,2,751,2,20,2,0,2,0,2,5,2,60,2,320,2
51,South Deering,1464,2,910,2,52,2,18,2,0,2,40,2,33,2,411,2
52,East Side,1590,2,1165,2,78,2,26,2,0,2,31,2,28,2,262,2
53,West Pullman,2602,3,1742,3,157,3,6,3,50,3,79,3,82,3,486,3
54,Riverdale,610,1,361,1,46,1,0,1,0,1,0,1,29,1,174,1
55,Hegewisch,1166,1,770,1,57,1,0,1,0,1,24,1,77,1,238,1
56,Garfield Ridge,3461,3,2743,3,167,3,12,3,71,3,23,3,39,3,406,3
57,Archer Heights,753,2,613,2,2,2,8,2,0,2,10,2,10,2,110,2
58,Brighton Park,2203,3,1612,3,40,3,35,3,57,3,58,3,98,3,303,3
59,McKinley Park,1425,2,1155,2,47,2,4,2,19,2,16,2,76,2,108,2
60,Bridgeport,4634,3,3859,3,72,3,70,3,20,3,129,3,142,3,342,3
61,New City,2696,4,2094,4,22,4,22,4,48,4,29,4,98,4,383,4
62,West Elsdon,952,2,733,2,22,2,8,2,27,2,4,2,14,2,144,2
