area_id,area_name,b19062001,b19062001_moe
1,Rogers Park,1113433700,54633698
2,West Ridge,1153451500,58032432
3,Uptown,1590826500,71780332
4,Lincoln Square,1191952000,61325842
5,North Center,1625901500,99775426
6,Lake View,4834330000,165630628
7,Lincoln Park,3664963500,195884401
8,Near North Side,5198178400,262927316
9,Edison Park,360378600,29672756
10,Norwood Park,891368800,50848038
11,Jefferson Park,565026800,36015596
12,Forest Glen,604336800,52153000
13,North Park,356901300,30755266
14,Albany Park,909981300,49592822
15,Portage Park,1214953100,55725441
16,Irving Park,1229173700,57378251
17,Dunning,836564700,42117275
18,Montclare,207157600,31439133
19,Belmont Cragin,909143400,40961680
20,Hermosa,293906200,22249245
21,Avondale,688778100,36689427
22,Logan Square,1962362100,71650514
23,Humboldt Park,553437400,46280998
24,West Town,3134747400,107061100
25,Austin,1083725300,50416920
26,West Garfield Park,140067300,15065849
27,East Garfield Park,203216500,26949074
28,Near West Side,2131305600,114497281
29,North Lawndale,288304500,28712268
30,South Lawndale,541320800,30705768
31,Lower West Side,464224200,29017143
32,Loop,1367813700,117451843
33,Near South Side,1030893800,128262448
34,Armour Square,153905400,18009492
35,Douglas,333195400,27279430
36,Oakland,94594700,15465384
37,Fuller Park,16476400,3863051
38,Grand Boulevard,410093400,43872350
39,Kenwood,454108700,49420820
40,Washington Park,106981300,14966964
41,Hyde Park,761396100,111309457
42,Woodlawn,326213100,31137141
43,South Shore,659914800,42427986
44,Chatham,411486900,31734635
45,Avalon Park,163315400,23004980
46,South Chicago,306916900,29205222
47,Burnside,28823700,9102924
48,Calumet Heights,249844600,36484681
49,Roseland,486886300,34576435
50,Pullman,103630300,9888980
51,South Deering,170490000,17965113
52,East Side,293586500,23558617
53,West Pullman,314659200,27815224
54,Riverdale,36154600,7862776
55,Hegewisch,171710200,26798894
56,Garfield Ridge,668689400,34851446
57,Archer Heights,164509400,14125129
58,Brighton Park,452681200,29839865
59,McKinley Park,214376400,16371896
60,Bridgeport,582921400,35676773
61,New City,386671200,24381817
62,West Elsdon,235905300,15640053
63,Gage Park,370283200,24285443
64,Clearing,441151300,32664666
65,West Lawn,436836700,27622585
66,Chicago Lawn,547103900,36923050
67,West Englewood,239432900,18583142
68,Englewood,211637000,35467891
69,Greater Grand Crossing,366207500,32708430
70,Ashburn,793681600,42725924
71,Auburn Gresham,477640700,33217865
72,Beverly,642397200,39103231
73,Washington Heights,320305200,24355787
74,Mount Greenwood,516516500,28747281
75,Morgan Park,456701900,33454652
76,O'Hare,284735400,29539821
77,Edgewater,1438743400,69748293
