area_id,area_name,b19201001,b19201001_moe,b19201002,b19201002_moe,b19201003,b19201003_moe,b19201004,b19201004_moe,b19201005,b19201005_moe,b19201006,b19201006_moe,b19201007,b19201007_moe,b19201008,b19201008_moe,b19201009,b19201009_moe,b19201010,b19201010_moe,b19201011,b19201011_moe,b19201012,b19201012_moe,b19201013,b19201013_moe,b19201014,b19201014_moe,b19201015,b19201015_moe,b19201016,b19201016_moe,b19201017,b19201017_moe
1,Rogers Park,13890,663,2295,364,1390,274,1164,257,860,221,1096,236,717,190,767,215,759,202,502,146,988,219,1219,251,855,201,534,156,545,188,136,71,63,55
2,West Ridge,8081,558,1103,234,757,222,721,207,610,205,541,182,783,227,498,167,458,155,290,137,572,181,545,146,511,156,270,104,160,112,157,92,105,89
3,Uptown,20209,662,4363,461,1645,328,1402,284,1085,257,797,197,717,190,900,213,752,200,745,210,1532,272,1439,285,1976,325,1266,270,548,161,633,161,409,135
4,Lincoln Square,9228,493,897,243,387,123,680,178,456,158,424,144,321,127,519,172,581,170,279,120,911,196,1357,256,1061,218,542,148,304,121,307,126,202,105
5,North Center,7472,391,564,155,258,98,247,110,380,131,253,98,305,135,279,121,272,108,355,130,649,159,1164,226,934,187,700,155,446,136,300,99,366,124
6,Lake View,37704,825,3743,431,1498,302,1282,230,1371,266,1442,309,1616,312,1471,287,1966,319,1818,309,3373,407,3876,418,4581,466,3617,412,1603,248,2242,317,2205,318
7,Lincoln Park,21933,645,2609,339,1013,206,894,240,846,195,478,138,820,208,684,194,820,200,717,197,1437,269,2070,308,3054,395,2033,325,1365,253,1569,281,1524,266
8,Near North Side,35679,1047,4485,556,1289,276,1164,295,966,248,955,259,1042,242,958,233,1354,299,996,245,2998,474,3624,492,4645,559,3849,514,1532,296,2265,355,3557,482
9,Edison Park,1779,205,116,54,81,51,64,41,241,99,74,66,44,35,61,63,94,66,34,43,219,92,120,65,354,127,157,84,59,46,58,47,3,24
10,Norwood Park,5032,384,404,130,380,122,570,152,386,125,317,118,351,126,187,109,385,161,208,87,389,144,543,146,466,135,195,92,127,86,26,47,98,79
11,Jefferson Park,3569,346,411,135,413,166,366,127,321,108,271,101,336,134,103,69,132,80,147,83,196,87,397,140,255,113,106,67,24,37,66,69,25,38
12,Forest Glen,1926,235,201,99,243,106,59,51,162,88,224,108,122,77,45,40,43,44,51,45,139,65,218,104,215,89,60,46,26,32,69,56,49,66
13,North Park,2186,238,378,132,308,114,215,99,204,99,99,82,117,76,69,51,36,34,60,39,191,77,139,78,140,71,164,94,19,28,33,32,14,31
14,Albany Park,5962,462,891,208,668,197,475,156,543,188,217,90,157,82,226,119,189,98,330,136,423,135,523,165,646,176,265,132,191,101,127,84,91,73
15,Portage Park,7570,499,819,208,643,178,706,182,721,186,655,162,657,176,483,151,233,108,282,123,606,164,782,196,469,154,269,119,81,60,69,57,95,78
16,Irving Park,7735,463,774,201,692,195,475,154,503,160,720,186,504,144,446,155,444,145,387,127,522,141,841,182,810,179,173,88,210,96,99,61,135,72
17,Dunning,4439,364,642,157,460,139,461,146,443,142,161,81,233,90,261,99,182,86,255,107,360,116,362,114,328,138,134,78,108,71,33,52,16,45
18,Montclare,1516,203,269,95,115,64,235,97,106,57,172,101,86,62,125,87,63,51,0,23,116,75,97,64,75,54,12,25,0,23,14,27,31,53
19,Belmont Cragin,4764,411,557,147,581,151,584,164,500,155,415,153,386,122,271,113,396,144,238,110,338,120,285,113,110,86,40,61,42,65,21,54,0,52
20,Hermosa,1614,222,312,125,146,79,140,70,112,60,113,77,180,100,73,76,101,63,45,43,117,83,135,67,85,67,17,29,30,55,8,28,0,29
21,Avondale,5008,409,637,171,403,140,318,132,382,148,331,120,313,117,249,99,361,152,358,144,424,150,375,134,406,131,257,106,113,73,48,68,33,47
22,Logan Square,14764,571,1289,217,925,191,690,170,799,187,870,197,800,185,646,169,806,178,574,151,1384,238,1378,225,1743,267,1092,188,610,161,665,145,493,140
23,Humboldt Park,5285,437,1465,264,577,154,582,177,327,119,366,137,293,127,192,100,210,98,217,106,258,117,243,102,324,124,72,61,72,70,48,70,39,60
24,West Town,21420,633,1983,280,962,203,821,187,977,195,559,149,833,197,763,178,1025,212,856,200,1670,259,2285,288,3118,346,2063,281,1208,218,1250,227,1047,176
25,Austin,10275,617,2773,370,1401,260,1067,225,838,202,630,177,632,182,540,166,420,140,174,97,658,183,615,178,316,127,59,76,108,84,44,69,0,61
26,West Garfield Park,1654,210,582,137,243,97,199,84,88,54,84,57,70,55,84,58,66,53,8,35,29,38,78,45,119,70,0,35,4,34,0,35,0,35
27,East Garfield Park,2416,248,906,164,250,81,246,91,139,74,110,79,191,85,85,60,104,70,4,37,116,67,105,68,89,52,14,39,39,44,8,39,10,40
28,Near West Side,15688,578,3010,331,946,180,554,152,583,141,368,110,287,106,345,140,456,136,330,110,1044,212,1512,265,2093,314,1665,283,872,192,847,182,776,184
29,North Lawndale,3114,312,1114,208,466,142,256,99,183,77,168,86,87,55,90,74,142,88,100,63,83,54,196,95,112,65,85,74,0,43,10,44,22,46
30,South Lawndale,3320,344,558,152,461,137,382,132,405,137,224,96,252,106,221,103,120,73,154,94,239,101,116,77,148,99,6,49,11,49,0,48,23,57
31,Lower West Side,4982,365,857,188,460,144,552,164,346,123,413,149,266,106,325,109,326,117,261,103,369,121,388,143,143,78,152,89,44,51,75,66,5,39
32,Loop,9782,659,1311,347,569,325,200,89,229,130,350,171,215,116,374,169,233,117,372,173,840,224,1303,305,1469,442,862,251,506,174,413,158,536,241
33,Near South Side,7625,494,987,325,262,133,258,120,249,118,437,243,311,205,319,175,331,191,317,210,602,242,841,240,862,227,851,290,295,135,398,133,305,111
34,Armour Square,2029,223,878,174,316,101,136,70,49,45,57,51,52,44,88,62,59,40,77,59,96,69,72,51,96,62,22,32,18,37,13,29,0,27
35,Douglas,5600,305,1523,211,564,137,270,95,347,115,214,92,264,94,275,98,195,104,219,105,525,141,419,127,430,139,141,82,57,48,98,65,59,49
36,Oakland,1111,158,356,109,212,70,124,75,145,83,4,17,39,32,39,38,11,16,19,25,12,18,88,45,11,20,0,19,13,20,26,34,12,21
37,Fuller Park,584,97,336,90,102,46,67,49,8,15,13,19,4,13,14,20,28,26,3,12,5,14,4,13,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,5096,326,1261,199,711,150,461,120,373,121,305,106,190,82,168,84,141,76,100,70,308,106,321,117,407,117,199,82,68,67,43,54,40,56
39,Kenwood,5384,341,968,203,648,183,450,127,294,110,298,103,223,89,383,143,377,132,117,72,330,120,477,154,358,113,206,116,46,38,148,81,61,50
40,Washington Park,1600,183,540,133,148,73,142,78,168,73,40,33,138,69,83,59,17,30,66,47,23,29,129,68,73,47,0,27,5,27,9,29,19,38
41,Hyde Park,7961,392,1402,219,462,127,501,143,690,174,752,179,354,123,411,129,286,100,362,121,661,177,863,196,523,139,290,92,62,45,199,77,143,91
42,Woodlawn,5318,352,1534,219,539,128,526,136,446,138,292,107,252,99,164,80,348,124,76,57,284,119,309,107,232,105,181,95,77,89,50,65,8,37
43,South Shore,11887,616,3624,423,1316,276,696,190,802,211,677,191,758,209,670,189,575,204,367,132,604,166,857,239,543,177,260,131,49,58,79,89,10,46
44,Chatham,6410,446,1647,270,715,186,638,193,557,172,434,143,319,129,331,137,244,101,311,142,372,143,407,154,277,128,63,61,60,56,25,42,10,39
45,Avalon Park,1494,210,217,109,123,91,158,87,89,50,70,60,133,72,103,75,94,88,15,23,93,67,158,75,134,90,48,42,34,57,13,22,12,23
46,South Chicago,4083,382,1008,198,486,138,465,186,363,122,280,112,309,141,134,77,174,90,251,119,255,124,183,97,129,84,25,43,0,37,0,37,21,39
47,Burnside,309,83,74,47,123,51,28,28,0,11,0,11,26,33,8,14,11,17,0,11,32,56,7,10,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,1823,224,190,101,111,69,178,78,63,42,139,62,95,52,101,51,114,65,133,109,162,83,166,81,182,100,89,62,22,35,62,72,16,31
49,Roseland,5203,398,839,191,558,144,575,156,609,184,563,148,270,112,299,115,296,127,135,71,361,128,274,101,207,88,104,71,32,47,20,46,61,65
50,Pullman,1156,184,151,78,163,77,77,37,70,50,80,55,19,25,55,44,54,50,60,55,135,74,127,64,150,83,15,23,0,19,0,19,0,19
51,South Deering,1464,207,392,136,210,92,107,62,132,83,79,51,45,35,41,31,136,80,0,25,102,70,98,73,101,72,6,24,0,25,15,30,0,25
52,East Side,1590,232,153,78,163,73,247,104,129,66,102,60,184,91,87,56,50,43,57,53,80,55,187,82,50,41,77,70,0,29,20,36,4,28
53,West Pullman,2602,327,507,150,251,88,194,92,142,79,220,100,104,64,157,99,132,71,20,43,220,111,389,163,233,149,22,38,11,39,0,39,0,39
54,Riverdale,610,153,268,123,186,92,45,72,46,56,17,29,14,24,0,16,13,24,0,16,21,27,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,1166,220,193,111,109,56,71,46,88,50,104,66,79,59,55,57,65,60,35,41,40,36,106,85,120,92,31,37,0,19,37,60,33,55
56,Garfield Ridge,3461,286,322,110,414,151,418,132,214,96,349,104,261,108,98,59,215,92,121,91,287,93,233,91,390,127,59,58,0,42,38,67,42,46
57,Archer Heights,753,138,99,51,61,39,57,44,83,53,185,88,67,47,43,46,33,38,17,33,20,35,51,42,15,28,0,27,4,26,18,26,0,27
58,Brighton Park,2203,282,289,101,358,134,208,88,227,102,202,89,61,58,189,100,178,99,69,56,167,86,193,101,39,47,23,50,0,43,0,43,0,43
59,McKinley Park,1425,200,256,98,121,69,182,97,143,71,42,40,92,56,40,40,129,68,13,23,74,51,128,62,128,62,25,31,8,28,44,49,0,25
60,Bridgeport,4634,361,711,150,535,137,345,116,450,137,305,121,318,127,259,109,89,53,219,90,250,105,522,147,342,111,141,87,43,42,91,69,14,37
61,New City,2696,292,582,127,365,118,129,66,302,113,173,86,211,94,144,77,109,66,182,114,84,71,170,90,172,88,29,52,5,46,0,47,39,61
62,West Elsdon,952,151,120,58,71,41,65,45,171,79,87,55,60,47,34,33,40,39,58,50,71,66,60,39,76,58,30,34,0,27,9,29,0,27
63,Gage Park,1619,219,326,113,196,77,260,95,166,86,159,82,122,74,39,51,44,49,45,42,36,44,105,66,72,66,49,61,0,41,0,41,0,41
64,Clearing,2583,270,264,117,187,93,333,124,259,116,193,77,94,54,77,63,162,72,114,70,382,163,119,60,165,79,129,70,47,52,0,31,58,65
65,West Lawn,1873,269,303,141,180,87,132,70,180,82,177,96,149,89,68,57,165,86,46,43,82,60,130,80,183,88,34,50,44,55,0,34,0,34
66,Chicago Lawn,3790,382,960,215,486,149,438,157,322,120,363,131,304,129,207,95,87,78,76,74,166,86,260,111,93,70,0,49,8,48,0,49,20,46
67,West Englewood,2919,302,605,143,598,139,368,128,339,123,257,110,101,64,156,86,133,74,82,63,89,69,109,72,34,52,48,66,0,48,0,48,0,48
68,Englewood,3573,313,1570,246,574,132,362,121,281,107,89,72,138,73,62,49,30,43,130,70,118,76,86,62,99,67,0,36,20,47,0,36,14,41
69,Greater Grand Crossing,5423,386,1268,215,484,135,499,128,620,169,358,115,336,135,304,137,330,119,102,68,434,136,256,99,309,117,99,67,5,37,11,41,8,36
70,Ashburn,2738,343,297,121,174,86,219,116,211,103,232,117,142,75,103,64,135,104,87,64,262,114,168,80,321,129,207,113,84,64,96,97,0,41
71,Auburn Gresham,5924,444,1503,270,756,171,570,166,565,164,434,147,331,124,310,134,207,96,218,117,426,136,273,122,263,124,41,52,0,46,20,49,7,46
72,Beverly,2433,251,199,82,120,70,111,54,129,68,109,62,112,71,90,74,138,84,127,62,189,73,338,112,483,155,122,58,36,35,48,56,82,47
73,Washington Heights,3136,326,362,129,268,118,352,143,368,127,154,78,295,130,307,130,198,101,187,104,186,102,276,119,173,76,10,34,0,33,0,33,0,33
74,Mount Greenwood,1951,238,96,56,82,50,120,68,160,81,35,39,162,85,108,63,66,59,99,65,108,58,307,108,334,112,87,55,76,54,67,51,44,51
75,Morgan Park,2808,297,431,134,169,70,156,74,156,99,267,104,128,87,202,103,166,83,129,81,216,100,292,100,237,90,170,112,49,48,11,31,29,50
76,O'Hare,2664,312,382,150,166,140,238,114,143,98,237,118,172,109,216,113,91,70,70,55,155,94,128,76,472,206,70,75,64,66,19,47,41,62
77,Edgewater,19561,687,2983,393,1777,325,1127,246,1042,230,1178,259,1304,283,1239,285,1014,237,754,231,1317,287,1865,344,1775,294,951,219,489,156,435,139,311,106
