area_id,area_name,b25016001,b25016001_moe,b25016002,b25016002_moe,b25016003,b25016003_moe,b25016004,b25016004_moe,b25016005,b25016005_moe,b25016006,b25016006_moe,b25016007,b25016007_moe,b25016008,b25016008_moe,b25016009,b25016009_moe,b25016010,b25016010_moe,b25016011,b25016011_moe,b25016012,b25016012_moe,b25016013,b25016013_moe,b25016014,b25016014_moe,b25016015,b25016015_moe,b25016016,b25016016_moe,b25016017,b25016017_moe,b25016018,b25016018_moe,b25016019,b25016019_moe
1,Rogers Park,23981,550,6995,461,6866,460,6770,459,42,54,54,53,129,119,129,119,0,48,0,48,16986,651,16569,654,14885,665,861,241,823,242,417,184,355,170,0,48,62,84
2,West Ridge,24402,485,12314,533,12302,534,11851,532,343,145,108,80,12,54,12,54,0,51,0,51,12088,626,11811,630,10521,631,762,234,528,195,277,163,122,118,155,124,0,51
3,Uptown,29441,501,9490,491,9443,490,9340,492,64,64,39,58,47,83,47,83,0,48,0,48,19951,640,19517,647,18572,649,326,138,619,193,434,180,375,163,18,57,41,81
4,Lincoln Square,17622,376,7020,447,6978,443,6890,447,88,67,0,40,42,66,42,66,0,40,0,40,10602,509,10515,508,10007,503,194,124,314,151,87,81,87,81,0,40,0,40
5,North Center,14724,323,7758,369,7749,370,7725,369,6,43,18,46,9,45,9,45,0,43,0,43,6966,392,6947,392,6928,391,5,42,14,43,19,46,19,46,0,43,0,43
6,Lake View,52568,659,19687,707,19685,707,19532,709,110,119,43,75,2,66,2,66,0,66,0,66,32881,782,32647,788,32213,805,195,98,239,134,234,137,234,137,0,66,0,66
7,Lincoln Park,32194,546,14662,578,14662,578,14604,578,31,57,27,56,0,51,0,51,0,51,0,51,17532,621,17458,623,17259,636,53,59,146,152,74,80,74,80,0,51,0,51
8,Near North Side,50758,883,22765,857,22640,854,22432,856,89,80,119,81,125,106,125,106,0,54,0,54,27993,973,27702,976,26956,970,214,116,532,193,291,166,291,166,0,54,0,54
9,Edison Park,4608,141,3676,182,3676,182,3631,182,0,25,45,54,0,25,0,25,0,25,0,25,932,170,932,170,926,171,6,25,0,25,0,25,0,25,0,25,0,25
10,Norwood Park,14646,262,11624,364,11584,368,11457,364,104,87,23,42,40,61,40,61,0,39,0,39,3022,325,3022,325,2849,321,116,97,57,78,0,39,0,39,0,39,0,39
11,Jefferson Park,9943,274,6535,336,6535,336,6460,334,61,51,14,36,0,29,0,29,0,29,0,29,3408,328,3408,328,3214,323,113,97,81,77,0,29,0,29,0,29,0,29
12,Forest Glen,6793,159,5964,202,5908,206,5881,211,27,37,0,29,56,67,56,67,0,29,0,29,829,185,829,185,782,185,25,41,22,45,0,29,0,29,0,29,0,29
13,North Park,6436,188,3405,243,3405,243,3264,244,105,74,36,44,0,27,0,27,0,27,0,27,3031,263,3017,264,2910,258,62,55,45,50,14,31,14,31,0,27,0,27
14,Albany Park,16804,326,6138,382,6025,385,5733,380,243,117,49,53,113,98,113,98,0,45,0,45,10666,433,10530,438,8964,482,966,246,600,199,136,104,98,86,38,74,0,45
15,Portage Park,22505,401,12675,479,12675,479,12332,478,223,99,120,82,0,47,0,47,0,47,0,47,9830,524,9736,527,9161,527,341,143,234,126,94,84,94,84,0,47,0,47
16,Irving Park,20177,401,9760,457,9670,461,9418,449,207,104,45,61,90,94,47,63,0,47,43,83,10417,507,10357,510,9381,522,513,174,463,170,60,77,60,77,0,47,0,47
17,Dunning,15141,266,11475,366,11401,368,11046,384,166,76,189,119,74,76,74,76,0,40,0,40,3666,344,3541,337,3109,311,126,64,306,148,125,97,125,97,0,40,0,40
18,Montclare,4425,173,2630,230,2578,235,2406,227,68,58,104,84,52,62,52,62,0,23,0,23,1795,219,1795,219,1607,213,94,88,94,75,0,23,0,23,0,23,0,23
19,Belmont Cragin,21570,412,10475,514,10468,514,9910,502,499,151,59,71,7,51,0,52,0,52,7,51,11095,541,11028,541,9296,536,1290,288,442,169,67,80,36,64,31,71,0,52
20,Hermosa,7070,219,3110,282,3110,282,2925,281,173,84,12,33,0,29,0,29,0,29,0,29,3960,302,3926,302,3620,301,275,117,31,55,34,45,34,45,0,29,0,29
21,Avondale,13801,329,5774,391,5732,388,5483,380,195,103,54,54,42,64,42,64,0,38,0,38,8027,430,7903,435,7336,431,441,156,126,84,124,102,107,99,17,46,0,38
22,Logan Square,29492,477,11139,516,11085,515,10914,514,124,76,47,64,54,74,54,74,0,57,0,57,18353,602,18202,602,17438,606,391,133,373,151,151,111,151,111,0,57,0,57
23,Humboldt Park,16778,419,5910,422,5879,421,5339,418,221,107,319,133,31,53,31,53,0,51,0,51,10868,499,10816,504,8876,495,535,188,1405,286,52,66,52,66,0,51,0,51
24,West Town,37287,534,14909,572,14872,572,14700,571,99,85,73,69,37,69,37,69,0,62,0,62,22378,612,22273,613,21572,620,392,146,309,131,105,86,105,86,0,62,0,62
25,Austin,32428,573,12818,537,12772,536,12235,535,370,135,167,97,46,66,46,66,0,61,0,61,19610,673,19549,673,18042,668,588,167,919,221,61,69,61,69,0,61,0,61
26,West Garfield Park,5714,265,1486,192,1486,192,1452,189,14,35,20,46,0,35,0,35,0,35,0,35,4228,294,4207,292,3702,285,247,95,258,116,21,42,21,42,0,35,0,35
27,East Garfield Park,6896,277,1857,223,1857,223,1836,222,16,41,5,37,0,38,0,38,0,38,0,38,5039,306,5039,306,4497,323,348,127,194,97,0,38,0,38,0,38,0,38
28,Near West Side,25665,497,10251,474,10120,481,9856,490,160,103,104,88,131,108,131,108,0,52,0,52,15414,552,15216,559,14498,562,324,116,394,158,198,107,198,107,0,52,0,52
29,North Lawndale,10852,381,2612,263,2612,263,2525,260,47,55,40,56,0,43,0,43,0,43,0,43,8240,399,8167,391,7447,388,501,139,219,105,73,74,73,74,0,43,0,43
30,South Lawndale,16454,435,5915,415,5891,415,5171,395,579,162,141,91,24,57,24,57,0,48,0,48,10539,500,10326,503,8563,497,1419,242,344,133,213,119,199,118,14,52,0,48
31,Lower West Side,12255,332,3286,312,3274,312,3096,297,178,95,0,42,12,41,12,41,0,42,0,42,8969,386,8856,388,7854,390,730,168,272,106,113,88,113,88,0,42,0,42
32,Loop,14557,598,6257,474,6252,474,6142,473,28,36,82,75,5,28,5,28,0,30,0,30,8300,652,8196,645,8088,643,0,30,108,89,104,107,104,107,0,30,0,30
33,Near South Side,11517,470,5711,452,5711,452,5667,450,33,50,11,24,0,24,0,24,0,24,0,24,5806,473,5806,473,5706,481,69,81,31,52,0,24,0,24,0,24,0,24
34,Armour Square,5359,184,1884,236,1884,236,1711,239,153,85,20,40,0,27,0,27,0,27,0,27,3475,227,3475,227,3341,231,87,59,47,50,0,27,0,27,0,27,0,27
35,Douglas,9023,275,1875,186,1875,186,1866,185,9,35,0,35,0,35,0,35,0,35,0,35,7148,281,7097,285,6967,288,85,49,45,48,51,55,31,48,20,44,0,35
36,Oakland,2743,141,612,125,588,124,588,124,0,19,0,19,24,32,24,32,0,19,0,19,2131,173,2105,173,2069,173,36,37,0,19,26,31,26,31,0,19,0,19
37,Fuller Park,1146,113,378,83,378,83,378,83,0,16,0,16,0,16,0,16,0,16,0,16,768,111,768,111,731,108,37,45,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,9878,323,2767,261,2707,260,2707,260,0,43,0,43,60,70,60,70,0,43,0,43,7111,330,7024,334,6695,341,228,102,101,91,87,66,87,66,0,43,0,43
39,Kenwood,9116,306,2855,256,2855,256,2834,256,0,31,21,35,0,31,0,31,0,31,0,31,6261,340,6217,340,6035,340,146,68,36,52,44,55,24,46,20,43,0,31
40,Washington Park,4142,214,833,147,802,149,776,148,26,31,0,27,31,46,31,46,0,27,0,27,3309,216,3214,215,3024,220,150,78,40,38,95,66,81,63,14,33,0,27
41,Hyde Park,12539,327,4669,300,4669,300,4661,300,0,38,8,39,0,38,0,38,0,38,0,38,7870,371,7833,373,7668,369,58,59,107,87,37,50,22,45,0,38,15,44
42,Woodlawn,10302,343,2527,270,2513,272,2482,268,7,37,24,52,14,42,14,42,0,36,0,36,7775,366,7620,364,7360,366,162,82,98,78,155,91,148,90,7,36,0,36
43,South Shore,21700,578,5185,387,5185,387,5133,387,31,53,21,47,0,44,0,44,0,44,0,44,16515,598,16359,604,15802,608,356,144,201,125,156,112,149,111,7,45,0,44
44,Chatham,14098,418,5195,340,5190,339,5113,342,60,54,17,45,5,36,5,36,0,37,0,37,8903,460,8903,460,8517,461,275,142,111,94,0,37,0,37,0,37,0,37
45,Avalon Park,3871,220,2612,216,2606,217,2568,221,38,40,0,19,6,18,6,18,0,19,0,19,1259,207,1259,207,1241,206,18,23,0,19,0,19,0,19,0,19,0,19
46,South Chicago,10770,408,4472,354,4438,351,4386,349,52,54,0,37,34,52,34,52,0,37,0,37,6298,413,6255,411,5796,409,376,147,83,62,43,64,43,64,0,37,0,37
47,Burnside,1056,98,580,80,580,80,528,91,15,27,37,50,0,11,0,11,0,11,0,11,476,118,476,118,456,120,20,31,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,5586,174,4377,212,4371,212,4293,220,78,69,0,27,6,27,6,27,0,27,0,27,1209,204,1156,196,1118,196,23,40,15,31,53,52,53,52,0,27,0,27
49,Roseland,15524,379,8896,368,8845,364,8688,361,139,86,18,43,51,67,51,67,0,41,0,41,6628,428,6587,428,6350,430,161,82,76,64,41,54,41,54,0,41,0,41
50,Pullman,2984,134,1377,124,1377,124,1357,128,20,31,0,19,0,19,0,19,0,19,0,19,1607,162,1607,162,1583,161,24,31,0,19,0,19,0,19,0,19,0,19
51,South Deering,5332,164,3128,228,3128,228,3038,233,90,67,0,25,0,25,0,25,0,25,0,25,2204,245,2196,245,2072,252,84,74,40,51,8,26,8,26,0,25,0,25
52,East Side,6900,215,4705,276,4695,276,4456,279,211,98,28,33,10,31,10,31,0,29,0,29,2195,247,2175,245,1946,244,169,91,60,62,20,43,20,43,0,29,0,29
53,West Pullman,9375,323,5866,306,5855,307,5787,309,57,48,11,41,11,40,11,40,0,39,0,39,3509,343,3509,343,3269,349,172,80,68,71,0,39,0,39,0,39,0,39
54,Riverdale,2322,166,299,85,299,85,299,85,0,16,0,16,0,16,0,16,0,16,0,16,2023,176,2023,176,1889,174,94,60,40,47,0,16,0,16,0,16,0,16
55,Hegewisch,3694,195,2733,224,2728,225,2710,227,18,28,0,19,5,19,5,19,0,19,0,19,961,226,961,226,858,236,103,107,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,11952,202,9966,285,9966,285,9794,300,154,80,18,44,0,42,0,42,0,42,0,42,1986,268,1986,268,1846,260,49,59,91,84,0,42,0,42,0,42,0,42
57,Archer Heights,3740,135,2407,203,2407,203,2255,206,125,67,27,31,0,27,0,27,0,27,0,27,1333,193,1321,192,1155,176,148,81,18,28,12,31,12,31,0,27,0,27
58,Brighton Park,11572,326,5307,380,5307,380,4608,352,608,150,91,73,0,43,0,43,0,43,0,43,6265,397,6223,395,5255,390,830,203,138,94,42,61,42,61,0,43,0,43
59,McKinley Park,5185,166,2917,223,2917,223,2728,216,145,75,44,47,0,25,0,25,0,25,0,25,2268,227,2268,227,2086,232,108,65,74,60,0,25,0,25,0,25,0,25
60,Bridgeport,12140,316,5732,330,5723,330,5506,332,177,81,40,38,9,38,9,38,0,37,0,37,6408,374,6360,373,6051,372,238,110,71,64,48,51,29,48,0,37,19,46
61,New City,11621,370,5071,337,5052,337,4557,330,415,115,80,67,19,48,19,48,0,47,0,47,6550,395,6416,392,5545,388,669,166,202,91,134,92,120,90,14,51,0,47
62,West Elsdon,5027,151,3690,206,3690,206,3319,230,362,117,9,27,0,27,0,27,0,27,0,27,1337,207,1337,207,1149,199,116,74,72,73,0,27,0,27,0,27,0,27
63,Gage Park,9405,238,5302,315,5292,315,4764,321,462,136,66,56,10,41,10,41,0,41,0,41,4103,316,4079,314,3144,300,692,193,243,114,24,53,0,41,24,53,0,41
64,Clearing,8389,219,6346,275,6346,275,6227,287,105,70,14,33,0,31,0,31,0,31,0,31,2043,251,2043,251,1939,247,71,74,33,50,0,31,0,31,0,31,0,31
65,West Lawn,9111,215,7068,295,7068,295,6671,314,340,161,57,59,0,34,0,34,0,34,0,34,2043,287,2017,283,1890,276,100,79,27,46,26,53,26,53,0,34,0,34
66,Chicago Lawn,15416,427,6869,405,6833,405,6452,404,175,89,206,97,36,54,36,54,0,49,0,49,8547,494,8459,493,7684,494,650,200,125,84,88,82,67,76,0,49,21,58
