area_id,area_name,b19313b001,b19313b001_moe
1,Rogers Park,298246000,32617125
2,West Ridge,171596500,39147926
3,Uptown,180530500,24323725
4,Lincoln Square,48168300,15811676
5,North Center,10801600,5496236
6,Lake View,80788600,19597189
7,Lincoln Park,61674600,16339213
8,Near North Side,175375700,38064941
10,Norwood Park,7511400,7822283
11,Jefferson Park,4664700,5031009
12,Forest Glen,5365600,4973478
13,North Park,6035700,4418773
14,Albany Park,39963400,11035934
15,Portage Park,9396200,4589539
16,Irving Park,34780500,10994139
17,Dunning,5001300,3769693
18,Montclare,12554800,6816854
19,Belmont Cragin,47828200,11603672
20,Hermosa,3958200,2338577
21,Avondale,36751700,13441077
22,Logan Square,89181100,15495279
23,Humboldt Park,270165100,34983751
24,West Town,152813600,27031631
25,Austin,1265871400,54523398
26,West Garfield Park,202715300,17348750
27,East Garfield Park,242139700,27810263
28,Near West Side,322445500,32975705
29,North Lawndale,390291500,40062944
30,South Lawndale,48195700,10234050
31,Lower West Side,27101800,9803623
32,Loop,118544300,35064973
33,Near South Side,209532100,37090566
34,Armour Square,17360400,4229987
35,Douglas,330205800,27614777
36,Oakland,104103400,15957496
37,Fuller Park,27739300,4665527
38,Grand Boulevard,456551700,37538683
39,Kenwood,392996000,46657861
40,Washington Park,149767600,16666272
41,Hyde Park,368536400,102967171
42,Woodlawn,391273300,34418365
43,South Shore,866926400,46892671
44,Chatham,613822800,36409878
45,Avalon Park,223391800,22435805
46,South Chicago,386442700,34597365
47,Burnside,42547500,10121753
48,Calumet Heights,397978200,35545494
49,Roseland,785562900,41184010
50,Pullman,119507800,11500712
51,South Deering,155440600,15516674
52,East Side,8286800,4304171
53,West Pullman,480651000,30843150
54,Riverdale,53182000,9100758
55,Hegewisch,21019800,16088651
56,Garfield Ridge,50648400,13044746
57,Archer Heights,2614100,2937713
58,Brighton Park,6119800,3874384
59,McKinley Park,5362600,3856155
60,Bridgeport,10614800,4957082
61,New City,144721600,21624225
62,West Elsdon,10903500,8261961
63,Gage Park,25592600,7285411
64,Clearing,2338300,1940042
65,West Lawn,22892300,7792418
66,Chicago Lawn,409336100,33058542
67,West Englewood,377408400,21889318
68,Englewood,335539200,39049932
69,Greater Grand Crossing,549027900,36571899
70,Ashburn,616624800,44350289
71,Auburn Gresham,753830300,38166831
72,Beverly,254235100,30019723
73,Washington Heights,499177700,28368669
74,Mount Greenwood,26850800,10553059
75,Morgan Park,343665600,31881410
76,O'Hare,9198500,6677334
77,Edgewater,164740800,23841088
