area_id,area_name,b19121001,b19121001_moe,b19121002,b19121002_moe,b19121003,b19121003_moe,b19121004,b19121004_moe,b19121005,b19121005_moe
1,Rogers Park,190777,23268,79926,34662,149391,43219,262842,32326,451019,193866
2,West Ridge,802796,62006,340885,110279,564736,87523,1000535,112651,1290758,262515
3,Uptown,427058,71703,73812,71660,286136,112765,673287,142650,798749,266992
4,Lincoln Square,502422,50076,231075,93389,355973,77811,722109,74503,576813,153715
5,North Center,471186,50428,235004,97043,366314,82817,608304,96962,614913,354359
6,Lake View,406589,59164,232274,192785,404750,127184,423252,70343,555833,212445
7,Lincoln Park,489169,117345,190690,235282,314484,138109,618000,120088,432361,356486
8,Near North Side,448126,64321,291340,220862,302115,121719,546687,98102,491050,345017
9,Edison Park,282446,28616,141069,40980,262353,67677,366541,45435,403008,33608
10,Norwood Park,596440,29518,286897,65460,514438,46418,769121,74116,861372,111530
11,Jefferson Park,463042,47982,194737,45899,287780,65574,588663,63076,590349,81539
12,Forest Glen,469844,34365,156264,66523,328269,45251,539723,39502,646449,128728
13,North Park,295656,48150,110322,45458,258905,94052,324120,60542,526462,114817
14,Albany Park,401820,40957,155234,46914,237157,51906,512832,50154,689279,112511
15,Portage Park,841097,49341,358726,67959,584458,72758,1094364,90895,1170438,131548
16,Irving Park,823928,62281,361050,86662,544406,79069,1151370,126121,1431108,313674
17,Dunning,804633,40055,398428,68841,561247,75957,904962,65533,1183505,148590
18,Montclare,110016,15369,53809,10974,90984,16730,169156,24990,185214,54232
19,Belmont Cragin,698676,43492,344981,69097,458449,49700,844968,80144,1262694,166168
20,Hermosa,186363,23436,68087,17030,113301,30268,220284,34386,348359,86345
21,Avondale,331904,32679,131044,95447,224430,50583,414113,39327,610502,163775
22,Logan Square,1088076,101570,340712,108561,808961,181003,1555046,169965,1491369,481416
23,Humboldt Park,420172,47964,108600,43716,369824,53496,778710,124738,1147660,484209
24,West Town,1320671,120417,380120,162640,750385,322475,1855594,242040,1911494,602409
25,Austin,719953,47128,307679,66673,611005,58485,1251198,151442,1864994,420104
26,West Garfield Park,59313,14383,19316,13010,56105,17441,64077,69672,103469,34804
27,East Garfield Park,84148,29099,23665,16875,78125,57176,215310,257215,257949,86834
28,Near West Side,247586,29752,167481,200083,118808,87602,320850,28342,288798,210972
29,North Lawndale,209409,43432,96518,44767,212845,38218,460409,130858,593622,272974
30,South Lawndale,460370,34113,160047,73630,351814,39912,589507,59856,986888,321627
31,Lower West Side,321409,39566,160434,48453,213980,32429,475893,82711,635001,101853
32,Loop,130908,11424,28000,21197,109063,69452,137500,36282,156774,39357
33,Near South Side,128289,37709,6793,21345,96364,21929,158667,34197,141875,56624
34,Armour Square,173317,31777,62312,16272,142430,44852,233417,75275,331718,217503
35,Douglas,306258,101454,88720,33670,124366,137949,422329,137357,461713,265137
37,Fuller Park,63458,24178,37688,21634,48890,18896,90032,72284,106245,46842
38,Grand Boulevard,209830,68413,71381,20255,174307,47177,468569,126647,484653,385156
39,Kenwood,240382,41526,99708,210553,171004,92403,294041,41055,525890,330552
40,Washington Park,26725,10353,7688,2211,26750,12844,58500,86016,107583,120476
41,Hyde Park,463866,78041,221821,239487,467303,102509,533785,194322,852980,196340
42,Woodlawn,211808,55346,86048,31286,146840,38498,425321,88041,288119,145264
43,South Shore,507434,70163,250024,80163,458091,86630,759246,148787,1144034,310726
44,Chatham,292113,34683,145881,52058,238524,40103,515219,93524,696072,271998
45,Avalon Park,105500,16983,43694,14351,88236,39307,212016,52318,171072,59731
46,South Chicago,354804,41327,145532,38521,314808,56153,612542,132521,928216,269005
47,Burnside,30960,7792,15156,6848,33207,17399,29617,28364,69052,67483
48,Calumet Heights,186541,45566,84730,19719,184041,41857,255427,64191,311812,91785
