area_id,area_name,b99193001,b99193001_moe,b99193002,b99193002_moe,b99193003,b99193003_moe,b99193004,b99193004_moe,b99193005,b99193005_moe,b99193006,b99193006_moe,b99193007,b99193007_moe,b99193008,b99193008_moe
1,Rogers Park,10091,3,7074,3,238,3,278,3,70,3,346,3,807,3,1278,3
2,West Ridge,16321,4,10972,4,441,4,612,4,343,4,450,4,877,4,2626,4
3,Uptown,9232,3,6874,3,261,3,204,3,94,3,345,3,561,3,893,3
4,Lincoln Square,8394,3,6161,3,186,3,121,3,233,3,210,3,321,3,1162,3
5,North Center,7252,4,5928,4,107,4,157,4,167,4,139,4,204,4,550,4
6,Lake View,14864,6,11507,6,315,6,485,6,269,6,334,6,442,6,1512,6
7,Lincoln Park,10261,4,7994,4,247,4,292,4,187,4,143,4,190,4,1208,4
8,Near North Side,15079,4,11288,4,348,4,490,4,90,4,324,4,624,4,1915,4
9,Edison Park,2829,2,1874,2,44,2,80,2,47,2,109,2,81,2,594,2
10,Norwood Park,9614,3,6285,3,182,3,294,3,216,3,372,3,504,3,1761,3
11,Jefferson Park,6374,2,4058,2,101,2,144,2,193,2,169,2,458,2,1251,2
12,Forest Glen,4867,2,3172,2,148,2,167,2,170,2,195,2,257,2,758,2
13,North Park,4250,2,2649,2,106,2,112,2,102,2,239,2,285,2,757,2
14,Albany Park,10842,3,6157,3,252,3,271,3,333,3,399,3,1333,3,2097,3
15,Portage Park,14935,4,8746,4,277,4,359,4,370,4,838,4,891,4,3454,4
16,Irving Park,12442,4,8186,4,368,4,360,4,340,4,751,4,987,4,1450,4
17,Dunning,10702,3,6369,3,268,3,385,3,456,3,470,3,642,3,2112,3
18,Montclare,2909,1,1688,1,61,1,74,1,95,1,167,1,210,1,614,1
19,Belmont Cragin,16806,4,10145,4,334,4,531,4,536,4,962,4,1721,4,2577,4
20,Hermosa,5456,2,3155,2,71,2,147,2,269,2,291,2,521,2,1002,2
21,Avondale,8793,3,5743,3,165,3,137,3,218,3,705,3,719,3,1106,3
22,Logan Square,14728,5,10880,5,266,5,309,5,276,5,406,5,1072,5,1519,5
23,Humboldt Park,11493,4,5886,4,426,4,310,4,168,4,385,4,806,4,3512,4
24,West Town,15867,6,11788,6,257,6,317,6,245,6,258,6,918,6,2084,6
25,Austin,22153,5,11019,5,655,5,618,5,507,5,887,5,1816,5,6651,5
26,West Garfield Park,4060,3,1752,3,199,3,83,3,51,3,149,3,321,3,1505,3
27,East Garfield Park,4480,3,2228,3,156,3,53,3,71,3,127,3,205,3,1640,3
28,Near West Side,9977,4,6842,4,356,4,234,4,122,4,333,4,397,4,1693,4
29,North Lawndale,7738,4,3220,4,253,4,135,4,180,4,247,4,430,4,3273,4
30,South Lawndale,13134,4,8967,4,247,4,286,4,387,4,644,4,1006,4,1597,4
31,Lower West Side,7273,3,5739,3,103,3,141,3,112,3,200,3,554,3,424,3
32,Loop,4775,2,3837,2,159,2,130,2,19,2,87,2,80,2,463,2
33,Near South Side,3892,2,2812,2,94,2,82,2,97,2,137,2,163,2,507,2
34,Armour Square,3330,2,2528,2,83,2,133,2,19,2,149,2,144,2,274,2
35,Douglas,3423,3,2174,3,107,3,125,3,74,3,338,3,144,3,461,3
36,Oakland,1632,2,1107,2,66,2,56,2,30,2,33,2,56,2,284,2
37,Fuller Park,562,1,304,1,14,1,4,1,62,1,32,1,42,1,104,1
38,Grand Boulevard,4782,4,2979,4,96,4,210,4,151,4,205,4,384,4,757,4
39,Kenwood,3732,3,2578,3,58,3,197,3,113,3,101,3,197,3,488,3
40,Washington Park,2542,2,1476,2,90,2,52,2,82,2,121,2,349,2,372,2
41,Hyde Park,4578,3,3744,3,101,3,133,3,113,3,79,3,78,3,330,3
42,Woodlawn,4984,3,3123,3,144,3,142,3,182,3,96,3,420,3,877,3
43,South Shore,9813,4,5566,4,240,4,378,4,478,4,380,4,802,4,1969,4
44,Chatham,7688,3,4208,3,223,3,210,3,277,3,291,3,819,3,1660,3
45,Avalon Park,2377,1,1398,1,104,1,78,1,75,1,164,1,267,1,291,1
46,South Chicago,6687,3,3840,3,186,3,144,3,180,3,346,3,512,3,1479,3
47,Burnside,747,1,416,1,17,1,53,1,76,1,74,1,38,1,73,1
48,Calumet Heights,3763,2,2197,2,67,2,116,2,178,2,114,2,388,2,703,2
49,Roseland,10321,4,5386,4,388,4,284,4,489,4,561,4,874,4,2339,4
50,Pullman,1828,2,1111,2,52,2,66,2,90,2,135,2,83,2,291,2
51,South Deering,3868,2,2146,2,117,2,116,2,157,2,117,2,436,2,779,2
52,East Side,5310,2,3381,2,185,2,98,2,177,2,135,2,386,2,948,2
53,West Pullman,6773,3,3354,3,209,3,297,3,282,3,438,3,807,3,1386,3
54,Riverdale,1712,1,1021,1,61,1,14,1,18,1,53,1,150,1,395,1
55,Hegewisch,2528,1,1756,1,90,1,56,1,12,1,70,1,84,1,460,1
56,Garfield Ridge,8491,3,6291,3,288,3,183,3,178,3,215,3,395,3,941,3
57,Archer Heights,2987,2,2144,2,42,2,78,2,124,2,151,2,182,2,266,2
58,Brighton Park,9369,3,6709,3,199,3,249,3,207,3,398,3,750,3,857,3
59,McKinley Park,3760,2,2929,2,90,2,139,2,103,2,40,2,152,2,307,2
60,Bridgeport,7506,3,5642,3,213,3,211,3,125,3,266,3,457,3,592,3
61,New City,8925,4,6262,4,76,4,178,4,256,4,483,4,671,4,999,4
62,West Elsdon,4075,2,2707,2,138,2,123,2,107,2,251,2,331,2,418,2
63,Gage Park,7786,3,5488,3,108,3,153,3,212,3,370,3,574,3,881,3
64,Clearing,5806,3,4600,3,117,3,203,3,148,3,124,3,190,3,424,3
65,West Lawn,7238,2,5011,2,198,2,144,2,298,2,160,2,343,2,1084,2
66,Chicago Lawn,11626,3,7490,3,449,3,287,3,246,3,546,3,846,3,1762,3
67,West Englewood,7445,4,4564,4,270,4,166,4,325,4,344,4,665,4,1111,4
68,Englewood,6230,3,3764,3,275,3,107,3,220,3,123,3,383,3,1358,3
69,Greater Grand Crossing,7182,3,3738,3,190,3,136,3,109,3,357,3,1011,3,1641,3
70,Ashburn,10042,3,6636,3,212,3,215,3,274,3,428,3,726,3,1551,3
71,Auburn Gresham,11249,4,6838,4,346,4,183,4,205,4,616,4,791,4,2270,4
72,Beverly,5272,3,3467,3,179,3,212,3,177,3,179,3,286,3,772,3
73,Washington Heights,6172,3,3026,3,162,3,268,3,210,3,444,3,559,3,1503,3
74,Mount Greenwood,4638,2,3331,2,133,2,146,2,30,2,100,2,163,2,735,2
75,Morgan Park,5201,3,2924,3,229,3,264,3,132,3,286,3,502,3,864,3
76,O'Hare,3444,3,2729,3,30,3,7,3,46,3,83,3,120,3,429,3
77,Edgewater,9549,4,7240,4,325,4,86,4,184,4,430,4,366,4,918,4
