area_id,area_name,b19001001,b19001001_moe,b19001002,b19001002_moe,b19001003,b19001003_moe,b19001004,b19001004_moe,b19001005,b19001005_moe,b19001006,b19001006_moe,b19001007,b19001007_moe,b19001008,b19001008_moe,b19001009,b19001009_moe,b19001010,b19001010_moe,b19001011,b19001011_moe,b19001012,b19001012_moe,b19001013,b19001013_moe,b19001014,b19001014_moe,b19001015,b19001015_moe,b19001016,b19001016_moe,b19001017,b19001017_moe
1,Rogers Park,23981,550,3062,420,1969,318,1546,295,1515,292,1515,287,1298,264,1271,263,1065,238,964,226,1692,304,2334,350,1925,306,1295,238,1285,265,717,192,528,142
2,West Ridge,24402,485,1873,325,1519,303,1601,326,1288,286,1441,299,1473,306,1411,316,1514,293,1102,273,2019,335,2176,325,2626,355,1510,273,1148,251,1089,233,612,172
3,Uptown,29441,501,5197,494,1997,352,2042,332,1304,270,1160,247,1222,261,1052,232,1062,258,896,222,2088,317,2069,338,3299,409,2170,336,1095,232,1608,282,1180,206
4,Lincoln Square,17622,376,1205,277,590,169,865,192,839,214,791,190,640,186,774,202,936,217,580,173,1571,255,2176,313,2375,303,1266,212,840,181,1049,212,1125,212
5,North Center,14724,323,638,163,306,102,342,119,510,155,425,139,416,158,411,128,450,140,549,156,918,185,1566,247,1738,242,1664,235,1023,190,1331,197,2437,253
6,Lake View,52568,659,4003,445,1749,323,1596,270,1596,284,1628,319,1816,323,1751,302,2230,338,2114,327,3895,432,4731,458,6451,553,5091,465,3123,355,4256,408,6538,465
7,Lincoln Park,32194,546,2784,347,1137,221,949,245,984,207,513,140,1033,227,817,208,935,214,771,199,1737,294,2420,326,3816,429,3098,376,2159,306,2958,365,6083,454
8,Near North Side,50758,883,5292,582,1563,296,1390,319,1138,263,1304,304,1308,344,1158,256,1470,312,1170,260,3584,508,4579,544,6167,632,5186,575,2209,349,4386,497,8854,640
9,Edison Park,4608,141,116,54,111,60,85,47,269,101,154,87,139,70,133,74,144,72,118,66,383,121,360,115,887,187,603,151,297,88,434,113,375,117
10,Norwood Park,14646,262,565,153,468,132,645,159,623,177,659,161,659,183,685,190,712,193,320,103,1119,222,1407,229,2387,293,1621,277,903,204,1199,215,674,185
11,Jefferson Park,9943,274,533,157,491,171,494,150,588,142,487,135,613,171,429,152,275,102,378,126,728,191,1105,216,1307,233,941,178,547,145,656,175,371,133
12,Forest Glen,6793,159,320,122,275,109,165,86,206,93,338,129,165,83,210,114,168,90,144,67,307,95,629,146,737,165,596,154,769,167,735,145,1029,199
13,North Park,6436,188,529,157,454,143,469,157,405,142,224,123,234,97,263,118,228,92,168,90,576,156,514,149,838,164,523,138,297,110,337,110,377,109
14,Albany Park,16804,326,1271,252,1134,252,1198,267,1178,263,990,231,622,171,679,208,840,217,855,199,1297,243,1669,281,2003,308,1151,231,597,156,705,170,615,151
15,Portage Park,22505,401,1424,285,936,212,1160,224,1211,239,1157,214,1355,277,1188,245,1197,258,967,215,1706,284,2767,352,3076,357,2023,284,887,195,1038,210,413,132
