area_id,area_name,b14001001,b14001001_moe,b14001002,b14001002_moe,b14001003,b14001003_moe,b14001004,b14001004_moe,b14001005,b14001005_moe,b14001006,b14001006_moe,b14001007,b14001007_moe,b14001008,b14001008_moe,b14001009,b14001009_moe,b14001010,b14001010_moe
1,Rogers Park,54824,2071,16432,1255,1014,248,771,221,1950,371,1959,386,2719,482,5887,818,2132,361,38392,1523
2,West Ridge,69892,2404,19876,1412,1136,262,1109,291,4649,607,3941,531,3475,550,4330,626,1236,323,50016,1756
3,Uptown,53306,1637,9698,913,741,221,304,143,1283,283,1142,352,1481,379,2533,380,2214,371,43608,1376
4,Lincoln Square,36659,1216,7015,667,731,188,205,108,1146,286,852,216,985,252,1629,299,1467,284,29644,992
5,North Center,31457,1040,6512,626,963,191,382,119,1124,260,870,177,726,195,1242,307,1205,225,24945,801
6,Lake View,93067,1674,19650,1126,1353,238,641,168,1799,275,1060,199,1207,249,6354,770,7236,641,73417,1545
7,Lincoln Park,62609,1695,16172,1115,1186,221,548,142,2206,482,1573,320,1143,199,5948,690,3568,432,46437,1203
8,Near North Side,78753,1729,13586,1112,606,193,351,140,1115,317,1271,365,1006,276,4251,615,4986,603,65167,1545
9,Edison Park,10993,492,2951,337,190,80,142,66,581,132,720,145,410,127,640,205,268,124,8042,383
10,Norwood Park,36095,1118,8005,653,658,210,527,171,2048,326,1385,281,1135,234,1775,339,477,171,28090,858
11,Jefferson Park,25807,1188,6548,736,372,125,236,92,1234,242,1360,268,1354,334,1660,359,332,120,19259,857
12,Forest Glen,17805,618,4915,413,451,133,298,93,1041,188,836,193,1159,234,741,175,389,170,12890,447
13,North Park,17943,958,5583,675,210,78,130,62,731,202,1013,249,1180,264,1874,366,445,182,12360,631
14,Albany Park,51491,1957,15585,1118,1197,289,708,202,2816,438,2656,387,2963,471,4132,614,1113,248,35906,1477
15,Portage Park,61372,1753,16470,1090,1062,252,767,189,3261,488,3456,494,3456,462,3723,509,745,201,44902,1260
16,Irving Park,53714,1865,13174,975,1072,238,760,216,2804,451,2643,361,2082,348,2513,381,1300,298,40540,1424
17,Dunning,40805,1221,9079,664,446,126,571,160,1543,268,1692,274,1985,312,2245,328,597,174,31726,952
18,Montclare,11886,795,3004,436,140,90,146,75,692,169,732,231,607,208,589,177,98,60,8882,552
19,Belmont Cragin,73825,2380,21971,1331,1195,258,1305,276,5145,601,5204,600,5466,622,3286,390,370,170,51854,1690
20,Hermosa,23918,1194,7174,640,440,155,515,153,1550,282,1337,236,1965,320,1233,276,134,72,16744,943
21,Avondale,39613,1810,9893,897,753,210,531,166,1803,320,2017,389,2053,398,2032,371,704,235,29720,1450
22,Logan Square,70418,1882,16438,1048,1165,224,897,218,3109,389,2486,369,2876,408,3816,517,2089,293,53980,1424
23,Humboldt Park,51707,2067,16554,1309,1341,310,960,242,3390,448,3370,446,3986,562,3040,480,467,144,35153,1393
24,West Town,80589,1914,17346,1122,1492,286,533,146,2422,386,2363,346,2620,378,4577,563,3339,429,63243,1495
25,Austin,94269,2572,27279,1553,1753,342,1356,299,6205,622,5852,577,7197,648,4304,521,612,172,66990,1838
26,West Garfield Park,18245,1235,6194,711,398,137,384,127,1668,291,1506,253,1508,302,704,206,26,39,12051,811
27,East Garfield Park,20173,1255,7441,787,621,192,375,154,1692,304,1619,284,1941,341,1037,236,156,74,12732,794
28,Near West Side,52178,1596,15533,1067,629,152,332,117,1365,275,1794,346,2153,354,5381,687,3879,476,36645,1201
29,North Lawndale,34212,1738,12074,1031,748,160,755,175,2725,421,2917,380,3281,409,1420,268,228,91,22138,1162
30,South Lawndale,66643,2186,18433,1236,1271,265,1153,227,3847,486,4118,493,4974,563,2689,388,381,177,48210,1568
31,Lower West Side,34905,1606,10015,846,974,222,589,165,2107,327,1847,347,1672,313,2092,377,734,216,24890,1143
32,Loop,25748,1384,7515,1131,391,187,138,120,249,142,35,39,114,98,4122,952,2466,552,18233,970
33,Near South Side,19373,1070,3696,532,373,205,252,108,424,134,197,129,362,190,966,307,1122,325,15677,913
34,Armour Square,13378,827,3316,505,258,128,103,67,480,190,562,174,580,170,801,208,532,212,10062,604
35,Douglas,18467,852,6782,674,324,123,156,88,584,145,757,194,582,151,2753,406,1626,390,11685,578
36,Oakland,5900,474,2113,336,187,82,157,98,402,145,407,131,395,143,453,153,112,55,3787,292
37,Fuller Park,2803,516,904,328,48,45,25,35,225,127,136,91,311,123,116,75,43,37,1899,288
38,Grand Boulevard,22174,1113,7196,721,690,172,305,112,1227,229,1452,273,1286,254,1716,295,520,163,14978,767
39,Kenwood,17510,872,5827,620,411,127,267,103,714,168,765,216,825,206,1296,331,1549,328,11683,628
40,Washington Park,10520,774,3942,503,359,134,235,98,823,181,927,183,877,199,595,144,126,74,6578,501
41,Hyde Park,25768,1158,10822,973,314,116,227,100,612,173,775,188,797,189,4681,796,3416,432,14946,667
42,Woodlawn,23590,1175,8083,737,702,177,361,134,1323,241,1388,260,1412,272,2170,315,727,198,15507,783
43,South Shore,45777,1906,13566,1136,1015,236,539,185,2058,400,2422,393,3412,562,2914,426,1206,264,32211,1300
44,Chatham,31926,1594,9615,890,595,215,531,200,1682,364,2157,378,1980,351,1965,360,705,192,22311,1131
45,Avalon Park,9393,714,2314,368,164,79,55,44,375,125,658,221,488,143,466,153,108,77,7079,532
46,South Chicago,28350,1486,8786,800,515,178,533,158,1781,305,1993,319,1921,348,1585,298,458,180,19564,1131
47,Burnside,3388,646,1103,429,42,42,23,35,312,188,240,148,298,175,87,63,101,59,2285,347
48,Calumet Heights,13977,770,3657,489,230,109,204,106,678,195,774,198,893,261,754,198,124,68,10320,524
49,Roseland,43834,1597,13226,948,869,224,554,157,2289,348,2453,369,3624,434,2683,415,754,188,30608,1082
50,Pullman,6880,561,1704,329,133,80,104,72,411,150,292,131,332,105,295,107,137,62,5176,410
