area_id,area_name,b99122001,b99122001_moe,b99122002,b99122002_moe,b99122003,b99122003_moe
1,Rogers Park,47961,3,1221,3,46740,3
2,West Ridge,57178,4,1627,4,55551,4
3,Uptown,49323,3,1370,3,47953,3
4,Lincoln Square,33118,3,708,3,32410,3
5,North Center,27674,4,508,4,27166,4
6,Lake View,87406,6,865,6,86541,6
7,Lincoln Park,56663,4,867,4,55796,4
8,Near North Side,75100,4,1468,4,73632,4
9,Edison Park,9249,2,214,2,9035,2
10,Norwood Park,30770,3,800,3,29970,3
11,Jefferson Park,21805,2,482,2,21323,2
12,Forest Glen,14823,2,466,2,14357,2
13,North Park,15254,2,597,2,14657,2
14,Albany Park,42619,3,1369,3,41250,3
15,Portage Park,51400,4,1714,4,49686,4
16,Irving Park,44952,4,1107,4,43845,4
17,Dunning,35878,3,1171,3,34707,3
18,Montclare,9852,1,268,1,9584,1
19,Belmont Cragin,58320,4,1819,4,56501,4
20,Hermosa,19170,2,618,2,18552,2
21,Avondale,33396,3,531,3,32865,3
22,Logan Square,61331,5,1133,5,60198,5
23,Humboldt Park,41049,4,1319,4,39730,4
24,West Town,72661,6,1233,6,71428,6
25,Austin,76778,5,2073,5,74705,5
26,West Garfield Park,13790,3,312,3,13478,3
27,East Garfield Park,15365,3,301,3,15064,3
28,Near West Side,47484,4,1371,4,46113,4
29,North Lawndale,26212,4,747,4,25465,4
30,South Lawndale,54121,4,2417,4,51704,4
31,Lower West Side,28610,3,395,3,28215,3
32,Loop,24874,2,333,2,24541,2
33,Near South Side,17941,2,387,2,17554,2
34,Armour Square,11819,2,477,2,11342,2
35,Douglas,16450,3,473,3,15977,3
36,Oakland,4666,2,116,2,4550,2
37,Fuller Park,2290,1,126,1,2164,1
38,Grand Boulevard,17898,4,663,4,17235,4
39,Kenwood,15085,3,409,3,14676,3
40,Washington Park,8077,2,197,2,7880,2
41,Hyde Park,23533,3,381,3,23152,3
42,Woodlawn,19613,3,727,3,18886,3
43,South Shore,38616,4,1146,4,37470,4
44,Chatham,26425,3,1027,3,25398,3
45,Avalon Park,8143,1,263,1,7880,1
46,South Chicago,22509,3,791,3,21718,3
47,Burnside,2652,1,158,1,2494,1
48,Calumet Heights,11891,2,450,2,11441,2
49,Roseland,36871,4,1358,4,35513,4
50,Pullman,5773,2,327,2,5446,2
51,South Deering,12771,2,442,2,12329,2
52,East Side,17092,2,433,2,16659,2
53,West Pullman,23613,3,1053,3,22560,3
54,Riverdale,4278,1,130,1,4148,1
55,Hegewisch,7748,1,90,1,7658,1
56,Garfield Ridge,27325,3,1127,3,26198,3
57,Archer Heights,9940,2,312,2,9628,2
58,Brighton Park,32156,3,878,3,31278,3
59,McKinley Park,12559,2,450,2,12109,2
60,Bridgeport,27035,3,658,3,26377,3
61,New City,30694,4,698,4,29996,4
62,West Elsdon,14394,2,476,2,13918,2
63,Gage Park,28799,3,743,3,28056,3
64,Clearing,18037,3,532,3,17505,3
65,West Lawn,24398,2,524,2,23874,2
66,Chicago Lawn,39655,3,783,3,38872,3
67,West Englewood,27308,4,832,4,26476,4
68,Englewood,21754,3,748,3,21006,3
69,Greater Grand Crossing,25644,3,972,3,24672,3
70,Ashburn,33237,3,867,3,32370,3
71,Auburn Gresham,38983,4,1339,4,37644,4
72,Beverly,16313,3,321,3,15992,3
73,Washington Heights,21527,3,1023,3,20504,3
74,Mount Greenwood,14555,2,399,2,14156,2
75,Morgan Park,18275,3,424,3,17851,3
76,O'Hare,11312,3,237,3,11075,3
77,Edgewater,49820,4,986,4,48834,4
