area_id,area_name,b10051001,b10051001_moe,b10051002,b10051002_moe,b10051003,b10051003_moe,b10051004,b10051004_moe,b10051005,b10051005_moe,b10051006,b10051006_moe,b10051007,b10051007_moe,b10051008,b10051008_moe,b10051009,b10051009_moe,b10051010,b10051010_moe,b10051011,b10051011_moe
1,Rogers Park,958,279,385,152,68,72,23,49,45,68,317,143,222,122,95,88,573,209,358,174,215,117
2,West Ridge,2274,525,265,131,37,66,37,66,0,51,228,125,195,115,33,70,2009,516,507,235,1502,458
3,Uptown,513,248,218,181,62,83,0,48,62,83,156,164,52,65,104,158,295,170,129,95,166,147
4,Lincoln Square,669,293,245,174,61,74,61,74,0,40,184,163,149,130,35,68,424,221,174,118,250,184
5,North Center,115,81,22,47,12,46,6,43,6,43,10,44,10,44,0,43,93,78,33,53,60,66
6,Lake View,172,123,8,67,8,67,0,66,8,67,0,66,0,66,0,66,164,122,20,69,144,117
7,Lincoln Park,82,69,50,64,9,51,0,51,9,51,41,64,41,64,0,51,32,58,0,51,32,58
8,Near North Side,291,109,101,83,19,56,8,55,11,56,82,82,20,62,62,76,190,89,119,76,71,65
9,Edison Park,136,91,60,69,11,26,11,26,0,25,49,67,28,37,21,37,76,58,25,29,51,54
10,Norwood Park,549,205,41,50,13,42,0,39,13,42,28,46,28,46,0,39,508,201,193,117,315,145
11,Jefferson Park,537,186,70,58,0,29,0,29,0,29,70,58,42,40,28,51,467,177,145,119,322,128
12,Forest Glen,401,167,38,51,0,29,0,29,0,29,38,51,22,46,16,37,363,159,117,94,246,114
13,North Park,476,170,95,68,15,36,15,36,0,27,80,63,27,48,53,50,381,157,57,45,324,154
14,Albany Park,1917,424,449,199,66,98,28,61,38,61,383,177,325,170,58,66,1468,347,769,256,699,246
15,Portage Park,2429,430,723,213,179,118,118,79,61,83,544,193,371,164,173,109,1706,382,693,245,1013,270
16,Irving Park,1588,361,358,183,122,109,38,60,84,102,236,153,230,153,6,46,1230,316,789,251,441,193
17,Dunning,1436,297,376,191,143,148,0,40,143,148,233,140,175,131,58,71,1060,230,411,156,649,176
18,Montclare,439,173,186,111,0,23,0,23,0,23,186,111,133,98,53,47,253,114,119,78,134,81
19,Belmont Cragin,3820,528,973,249,202,123,143,109,59,77,771,222,644,199,127,95,2847,435,1587,339,1260,289
20,Hermosa,1038,275,262,149,34,45,15,35,19,41,228,143,213,141,15,37,776,219,479,182,297,127
21,Avondale,988,297,360,181,67,73,27,49,40,60,293,170,253,149,40,64,628,242,308,153,320,166
22,Logan Square,1733,362,832,278,144,128,91,101,53,78,688,251,488,205,200,119,901,256,457,158,444,180
23,Humboldt Park,2563,371,1173,260,367,160,128,102,239,123,806,221,495,175,311,141,1390,298,771,236,619,193
24,West Town,1109,227,477,152,192,117,77,91,115,89,285,116,244,107,41,68,632,171,217,97,415,143
25,Austin,4989,581,2481,395,835,228,306,152,529,176,1646,333,1003,261,643,192,2508,410,1559,327,949,206
26,West Garfield Park,1079,228,446,126,144,76,96,64,48,53,302,110,243,94,59,57,633,184,344,152,289,99
27,East Garfield Park,911,215,468,154,193,111,104,95,89,68,275,112,200,99,75,64,443,153,305,141,138,66
28,Near West Side,680,196,263,113,136,98,114,97,22,52,127,74,82,66,45,60,417,160,122,83,295,147
29,North Lawndale,1699,264,785,176,202,87,125,77,77,60,583,162,400,138,183,91,914,203,636,170,278,115
30,South Lawndale,1862,350,865,264,140,114,93,100,47,59,725,242,600,227,125,90,997,246,363,149,634,193
31,Lower West Side,1086,282,322,131,30,50,0,42,30,50,292,134,249,121,43,54,764,236,378,161,386,164
32,Loop,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
