area_id,area_name,b11003001,b11003001_moe,b11003002,b11003002_moe,b11003003,b11003003_moe,b11003004,b11003004_moe,b11003005,b11003005_moe,b11003006,b11003006_moe,b11003007,b11003007_moe,b11003008,b11003008_moe,b11003009,b11003009_moe,b11003010,b11003010_moe,b11003011,b11003011_moe,b11003012,b11003012_moe,b11003013,b11003013_moe,b11003014,b11003014_moe,b11003015,b11003015_moe,b11003016,b11003016_moe,b11003017,b11003017_moe,b11003018,b11003018_moe,b11003019,b11003019_moe,b11003020,b11003020_moe
11,Jefferson Park,6374,356,4846,355,2181,283,526,163,551,159,1104,207,2665,303,1528,275,548,175,217,120,39,67,120,93,58,53,331,127,980,218,400,151,117,106,25,38,258,106,580,164
12,Forest Glen,4867,213,4268,237,1922,190,428,115,435,126,1059,180,2346,211,599,156,187,101,76,57,0,29,0,29,76,57,111,84,412,125,172,91,43,59,22,45,107,62,240,84
13,North Park,4250,254,3236,266,1525,231,467,132,207,84,851,181,1711,216,1014,207,409,149,93,58,9,28,16,35,68,53,316,133,605,155,254,102,38,42,42,44,174,84,351,123
14,Albany Park,10842,482,7230,432,3950,344,1206,237,1013,219,1731,257,3280,382,3612,398,1711,312,714,220,366,159,218,130,130,83,997,230,1901,294,975,226,135,101,157,100,683,195,926,199
15,Portage Park,14935,511,10374,510,4483,384,883,198,950,190,2650,352,5891,439,4561,445,902,192,293,122,136,88,49,71,108,79,609,154,3659,417,1572,309,184,130,347,143,1041,259,2087,321
16,Irving Park,12442,497,8528,499,4325,392,1705,266,779,191,1841,271,4203,376,3914,411,1384,276,464,181,148,108,99,86,217,133,920,220,2530,336,1232,253,281,122,199,132,752,196,1298,232
17,Dunning,10702,388,7769,396,2936,302,730,189,543,134,1663,239,4833,364,2933,346,846,212,283,117,110,80,24,44,149,86,563,187,2087,283,556,153,84,65,46,52,426,135,1531,243
18,Montclare,2909,245,2047,242,929,187,166,80,283,112,480,146,1118,216,862,187,294,118,77,54,23,38,0,23,54,41,217,103,568,155,300,114,37,40,50,46,213,102,268,116
19,Belmont Cragin,16806,526,9774,531,5463,482,691,184,1455,265,3317,406,4311,402,7032,541,2452,363,1219,283,321,135,465,195,433,164,1233,249,4580,460,2684,375,558,176,536,171,1590,298,1896,293
20,Hermosa,5456,268,3318,303,1704,250,306,122,409,141,989,202,1614,248,2138,279,632,164,284,114,77,64,76,70,131,68,348,123,1506,257,794,188,129,80,275,119,390,127,712,184
21,Avondale,8793,441,5615,417,2943,328,867,177,644,174,1432,269,2672,318,3178,367,1064,234,254,126,142,111,48,57,64,62,810,204,2114,300,1145,251,277,137,218,119,650,190,969,204
22,Logan Square,14728,559,9602,519,4426,378,1798,250,981,222,1647,249,5176,417,5126,417,1543,258,644,174,167,99,138,100,339,129,899,199,3583,362,1923,277,495,156,365,137,1063,205,1660,258
23,Humboldt Park,11493,468,4847,425,2098,295,381,134,552,160,1165,216,2749,338,6646,473,1457,263,708,191,129,91,302,139,277,118,749,195,5189,449,2860,346,483,163,845,216,1532,281,2329,321
24,West Town,15867,600,10842,528,4421,364,2507,275,492,145,1422,232,6421,448,5025,424,1411,247,531,154,191,105,95,87,245,108,880,202,3614,362,1802,274,185,91,386,150,1231,227,1812,265
25,Austin,22153,667,7961,507,2848,341,443,146,458,162,1947,297,5113,416,14192,672,2213,325,992,222,213,112,275,140,504,157,1221,248,11979,641,5805,489,778,216,1332,258,3695,394,6174,491
26,West Garfield Park,4060,269,807,153,267,98,40,49,73,57,154,79,540,128,3253,268,453,138,231,105,11,38,113,81,107,69,222,96,2800,254,1635,214,180,86,481,125,974,177,1165,180
27,East Garfield Park,4480,287,1173,192,525,135,104,62,66,64,355,110,648,148,3307,274,455,136,236,100,35,50,60,62,141,79,219,95,2852,267,1783,241,259,117,576,153,948,193,1069,167
28,Near West Side,9977,505,6298,416,2227,266,1469,223,95,62,663,162,4071,361,3679,358,692,180,351,141,122,101,40,68,189,99,341,122,2987,319,1621,229,208,96,386,125,1027,190,1366,243
29,North Lawndale,7738,394,1859,232,800,161,162,65,233,94,405,125,1059,181,5879,377,687,164,346,124,109,71,43,51,194,104,341,112,5192,365,2798,287,278,104,815,174,1705,242,2394,281
30,South Lawndale,13134,474,7628,468,4688,405,791,205,1307,250,2590,317,2940,333,5506,440,1867,290,834,203,316,120,199,101,319,142,1033,212,3639,365,2221,298,685,168,593,165,943,206,1418,240
31,Lower West Side,7273,405,3843,369,2036,281,385,128,540,146,1111,222,1807,267,3430,337,1228,220,570,154,204,90,208,104,158,79,658,172,2202,285,1135,210,284,110,266,110,585,147,1067,194
32,Loop,4775,482,4171,461,863,242,633,216,134,106,96,74,3308,431,604,209,131,99,0,30,0,30,0,30,0,30,131,99,473,183,171,126,121,111,35,59,15,35,302,136
33,Near South Side,3892,405,2843,376,1167,264,734,231,158,84,275,141,1676,270,1049,272,253,123,152,91,13,30,0,24,139,90,101,83,796,246,384,151,198,131,68,81,118,87,412,168
34,Armour Square,3330,239,2289,257,806,158,144,73,190,84,472,147,1483,219,1041,191,268,89,56,49,29,34,0,27,27,42,212,84,773,185,357,129,27,48,40,43,290,119,416,142
35,Douglas,3423,283,1248,191,436,130,185,81,83,59,168,88,812,166,2175,242,330,118,169,96,23,40,0,35,146,93,161,75,1845,220,1057,162,286,104,225,84,546,145,788,159
36,Oakland,1632,157,523,125,274,103,91,48,0,19,183,93,249,77,1109,169,73,48,23,29,0,19,0,19,23,29,50,40,1036,167,689,135,231,103,99,70,359,120,347,103
37,Fuller Park,562,105,161,66,86,55,31,28,0,16,55,48,75,38,401,98,74,48,41,46,12,25,3,13,26,41,33,22,327,92,196,85,32,38,20,34,144,73,131,52
38,Grand Boulevard,4782,311,1422,218,646,155,262,103,135,78,249,98,776,172,3360,294,417,132,272,114,5,42,38,68,229,100,145,82,2943,284,1727,250,412,130,314,115,1001,207,1216,178
39,Kenwood,3732,339,1806,250,831,170,367,115,144,62,320,124,975,189,1926,255,262,100,66,62,16,33,25,49,25,47,196,80,1664,237,932,183,174,86,216,99,542,147,732,181
40,Washington Park,2542,214,409,112,145,74,24,36,30,28,91,68,264,80,2133,208,275,98,121,67,47,44,7,27,67,51,154,77,1858,196,1113,157,181,79,265,104,667,139,745,151
41,Hyde Park,4578,322,3213,254,1406,203,554,135,164,87,688,162,1807,197,1365,234,176,80,58,45,21,41,0,38,37,42,118,75,1189,229,704,188,182,116,59,73,463,137,485,149
42,Woodlawn,4984,327,1510,242,613,157,205,90,227,102,181,84,897,177,3474,313,406,133,133,77,43,48,14,41,76,66,273,114,3068,292,1547,223,224,99,352,115,971,188,1521,243
43,South Shore,9813,568,2905,353,1027,233,307,137,61,60,659,182,1878,275,6908,519,1074,229,452,158,194,104,64,69,194,119,622,173,5834,490,3326,412,675,203,711,203,1940,326,2508,352
44,Chatham,7688,453,2503,299,787,198,71,74,145,97,571,171,1716,248,5185,433,727,187,201,118,66,73,0,37,135,97,526,150,4458,409,2307,330,357,151,685,212,1265,252,2151,306
45,Avalon Park,2377,235,1000,159,343,109,22,26,55,47,266,104,657,128,1377,199,318,133,144,100,0,19,0,19,144,100,174,86,1059,187,474,137,32,35,47,47,395,126,585,149
46,South Chicago,6687,408,2732,342,1086,222,104,75,262,110,720,194,1646,276,3955,393,872,196,376,134,17,38,86,61,273,124,496,147,3083,346,1579,267,303,139,368,129,908,191,1504,255
47,Burnside,747,106,301,74,21,35,0,11,0,11,21,35,280,68,446,122,123,60,23,37,0,11,0,11,23,37,100,55,323,110,188,83,8,17,103,65,77,61,135,71
48,Calumet Heights,3763,223,1939,237,624,163,152,100,91,57,381,117,1315,180,1824,260,209,107,65,50,15,37,0,27,50,44,144,101,1615,248,533,159,111,75,41,52,381,139,1082,207
49,Roseland,10321,431,4166,349,1411,259,98,67,424,174,889,212,2755,275,6155,403,935,206,374,152,107,99,0,41,267,122,561,143,5220,388,2301,305,210,111,296,124,1795,272,2919,303
50,Pullman,1828,180,600,121,162,79,32,33,50,52,80,57,438,95,1228,179,188,95,114,79,82,70,0,19,32,45,74,47,1040,184,415,129,85,71,92,71,238,93,625,136
51,South Deering,3868,216,1848,221,630,138,44,44,208,99,378,107,1218,181,2020,219,202,87,29,32,0,25,0,25,29,32,173,82,1818,215,904,171,104,77,127,85,673,145,914,188
52,East Side,5310,276,3447,282,1634,239,187,88,543,160,904,198,1813,226,1863,268,437,150,285,132,132,101,20,42,133,84,152,80,1426,235,837,183,111,75,286,105,440,147,589,150
53,West Pullman,6773,352,2636,307,783,226,52,61,219,136,512,161,1853,227,4137,341,668,163,183,106,31,50,23,51,129,89,485,134,3469,318,1513,240,105,80,365,129,1043,216,1956,271
54,Riverdale,1712,176,177,77,64,52,0,16,0,16,64,52,113,54,1535,187,256,117,115,84,22,33,21,36,72,76,141,79,1279,191,950,159,109,64,294,108,547,154,329,129
55,Hegewisch,2528,263,1544,257,700,177,125,98,232,135,343,121,844,217,984,223,327,156,100,100,11,21,0,19,89,97,227,124,657,200,486,199,132,117,26,31,328,152,171,79
56,Garfield Ridge,8491,282,6352,320,2844,254,519,141,656,166,1669,237,3508,274,2139,277,695,176,290,134,80,68,26,50,184,118,405,135,1444,225,471,152,90,70,107,85,274,118,973,185
57,Archer Heights,2987,176,1973,203,1152,176,313,118,342,106,497,122,821,140,1014,182,389,119,150,80,112,75,17,33,21,31,239,89,625,134,390,113,73,63,116,64,201,79,235,92
58,Brighton Park,9369,385,6050,406,4251,359,695,181,1126,223,2430,298,1799,255,3319,332,1283,244,578,174,257,124,89,77,232,104,705,175,2036,285,1242,230,286,120,226,108,730,181,794,170
59,McKinley Park,3760,236,2494,230,1358,203,268,97,368,122,722,165,1136,173,1266,201,393,124,197,102,107,80,24,45,66,53,196,79,873,179,415,129,54,45,79,56,282,112,458,133
60,Bridgeport,7506,381,4992,351,2261,258,487,117,325,116,1449,227,2731,262,2514,279,817,166,370,108,39,47,98,72,233,93,447,133,1697,239,874,190,182,86,157,83,535,157,823,165
61,New City,8925,385,4718,349,2920,296,553,146,885,189,1482,215,1798,226,4207,350,1445,235,579,162,231,98,84,74,264,119,866,181,2762,278,1663,243,301,119,448,131,914,188,1099,179
62,West Elsdon,4075,196,2714,236,1417,211,194,93,313,111,910,184,1297,196,1361,210,468,141,302,124,27,47,158,92,117,84,166,77,893,185,407,140,34,38,145,91,228,99,486,137
63,Gage Park,7786,291,5344,352,3334,313,489,148,1001,208,1844,276,2010,257,2442,307,903,202,374,138,119,90,66,54,189,102,529,152,1539,244,981,211,126,73,347,144,508,145,558,141
64,Clearing,5806,286,3793,288,1690,249,346,118,324,107,1020,226,2103,253,2013,286,775,202,495,176,103,82,265,151,127,102,280,101,1238,209,578,159,78,65,137,93,363,130,660,162
65,West Lawn,7238,304,4947,308,3004,281,252,125,1113,218,1639,247,1943,242,2291,303,851,209,315,154,179,128,61,63,75,73,536,154,1440,248,731,185,83,70,213,110,435,154,709,174
66,Chicago Lawn,11626,462,5416,425,2968,335,410,153,699,184,1859,269,2448,297,6210,462,1255,248,628,177,249,120,114,77,265,118,627,178,4955,418,2642,350,507,165,764,214,1371,257,2313,295
67,West Englewood,7445,359,2253,249,626,148,55,62,204,97,367,119,1627,206,5192,336,842,173,294,109,135,90,74,57,85,69,548,142,4350,309,1974,246,164,82,348,108,1462,223,2376,234
68,Englewood,6230,367,1363,209,349,113,53,53,78,71,218,90,1014,194,4867,348,519,150,180,93,39,56,53,59,88,64,339,120,4348,335,2200,274,345,126,443,132,1412,233,2148,249
69,Greater Grand Crossing,7182,406,1644,223,440,129,99,72,39,49,302,113,1204,199,5538,400,860,204,356,140,86,72,6,38,264,125,504,148,4678,372,2500,290,401,137,458,125,1641,256,2178,259
70,Ashburn,10042,362,6559,424,3449,333,348,133,892,209,2209,305,3110,326,3483,384,788,196,270,130,19,43,152,109,99,78,518,154,2695,349,1236,264,85,93,308,145,843,210,1459,280
71,Auburn Gresham,11249,469,3536,366,982,213,96,75,172,88,714,184,2554,308,7713,457,949,210,289,140,44,68,48,69,197,106,660,160,6764,446,3248,345,476,159,841,185,1931,284,3516,352
72,Beverly,5272,243,4088,247,1903,170,430,121,481,117,992,150,2185,203,1184,198,303,106,163,92,0,29,39,65,124,72,140,60,881,174,323,117,68,66,51,56,204,92,558,143
73,Washington Heights,6172,325,2516,277,737,180,200,102,118,76,419,130,1779,227,3656,316,612,180,84,77,67,75,0,33,17,35,528,168,3044,282,1128,212,150,102,132,76,846,206,1916,258
74,Mount Greenwood,4638,243,3767,247,2077,211,507,148,357,118,1213,203,1690,190,871,199,331,146,136,99,12,29,0,25,124,99,195,110,540,144,202,108,21,31,23,42,158,94,338,100
75,Morgan Park,5201,320,3033,252,1385,222,255,106,282,98,848,189,1648,204,2168,304,272,140,83,60,30,49,0,31,53,47,189,128,1896,295,839,211,71,47,122,80,646,195,1057,187
76,O'Hare,3444,325,2598,333,1203,272,719,206,265,183,219,103,1395,287,846,216,393,149,43,74,0,38,43,74,0,38,350,144,453,171,189,125,45,61,0,38,144,118,264,125
77,Edgewater,9549,575,6736,516,2457,341,1116,241,281,128,1060,239,4279,411,2813,367,935,228,264,145,140,114,0,48,124,100,671,182,1878,306,940,228,231,106,92,85,617,199,938,218
