area_id,area_name,b25051001,b25051001_moe,b25051002,b25051002_moe,b25051003,b25051003_moe
1,Rogers Park,27912,242,27012,337,900,253
2,West Ridge,27639,218,26954,324,685,244
3,Uptown,32444,292,31353,360,1091,253
4,Lincoln Square,19499,250,19192,286,307,144
5,North Center,16442,185,15957,231,485,151
6,Lake View,57951,375,57247,414,704,199
7,Lincoln Park,35919,325,35386,352,533,181
8,Near North Side,61054,474,59880,523,1174,277
9,Edison Park,4935,79,4900,88,35,56
10,Norwood Park,15620,126,15464,161,156,96
11,Jefferson Park,10952,111,10871,129,81,64
12,Forest Glen,7134,94,7068,113,66,73
13,North Park,6970,128,6970,128,0,27
14,Albany Park,18213,181,17629,268,584,200
15,Portage Park,24837,196,24174,279,663,211
16,Irving Park,22525,210,22131,242,394,146
17,Dunning,16145,141,15876,187,269,132
18,Montclare,4848,82,4684,131,164,101
19,Belmont Cragin,24148,153,23433,266,715,213
20,Hermosa,7922,110,7638,155,284,111
21,Avondale,15282,213,14595,279,687,194
22,Logan Square,32764,309,31799,368,965,223
23,Humboldt Park,20482,256,18651,370,1831,281
24,West Town,41319,404,40388,430,931,210
25,Austin,38606,336,36293,451,2313,332
26,West Garfield Park,8018,159,6681,239,1337,191
27,East Garfield Park,8974,163,7751,243,1223,197
28,Near West Side,29058,344,28561,369,497,161
29,North Lawndale,15066,214,11972,346,3094,308
30,South Lawndale,20747,245,18119,396,2628,324
31,Lower West Side,14323,209,13170,294,1153,221
32,Loop,17582,400,17451,406,131,109
33,Near South Side,13642,270,13066,348,576,300
34,Armour Square,5739,143,5556,150,183,85
35,Douglas,10766,196,10392,215,374,116
36,Oakland,3077,119,2964,124,113,63
37,Fuller Park,1562,57,1402,88,160,75
38,Grand Boulevard,12233,256,11327,294,906,186
39,Kenwood,10635,181,10195,208,440,140
40,Washington Park,5627,162,5015,207,612,154
41,Hyde Park,14824,193,14212,253,612,179
42,Woodlawn,13994,192,12566,277,1428,222
43,South Shore,28629,277,25961,454,2668,371
44,Chatham,17044,198,16213,287,831,211
45,Avalon Park,4406,107,4204,171,202,121
46,South Chicago,14460,200,12316,356,2144,308
47,Burnside,1264,54,1171,81,93,63
48,Calumet Heights,6151,78,5897,141,254,126
49,Roseland,18311,200,16676,333,1635,284
50,Pullman,3518,63,3271,113,247,108
51,South Deering,5912,81,5734,124,178,97
52,East Side,7876,92,7448,166,428,139
53,West Pullman,11697,139,10497,265,1200,234
54,Riverdale,3344,51,2692,151,652,139
55,Hegewisch,4045,123,3941,153,104,101
56,Garfield Ridge,12732,172,12439,195,293,142
57,Archer Heights,4212,73,3925,114,287,101
58,Brighton Park,13810,186,12966,256,844,190
59,McKinley Park,5709,101,5500,138,209,99
60,Bridgeport,14074,195,13401,253,673,179
61,New City,15885,203,13169,332,2716,308
62,West Elsdon,5340,95,5135,133,205,103
63,Gage Park,10432,129,9928,197,504,148
64,Clearing,9174,53,8896,139,278,130
65,West Lawn,9729,110,9399,166,330,131
66,Chicago Lawn,19044,177,16546,363,2498,337
67,West Englewood,13716,204,11456,308,2260,273
68,Englewood,14753,241,11467,364,3286,317
69,Greater Grand Crossing,16291,190,14993,295,1298,230
70,Ashburn,13448,110,12907,222,541,191
71,Auburn Gresham,20718,198,18842,363,1876,313
72,Beverly,8316,99,8075,138,241,115
73,Washington Heights,10609,129,9658,288,951,263
74,Mount Greenwood,7119,159,6960,178,159,95
75,Morgan Park,9104,139,8450,236,654,199
76,O'Hare,6635,115,6617,119,18,45
77,Edgewater,32312,307,31704,364,608,211
