area_id,area_name,b99083001,b99083001_moe,b99083002,b99083002_moe,b99083003,b99083003_moe,b99083004,b99083004_moe,b99083005,b99083005_moe
1,Rogers Park,29987,3,28279,3,2544,3,25735,3,1708,3
2,West Ridge,31544,4,30222,4,3860,4,26362,4,1322,4
3,Uptown,31694,3,29560,3,2974,3,26586,3,2134,3
4,Lincoln Square,23019,3,21799,3,1856,3,19943,3,1220,3
5,North Center,20718,4,19037,4,1580,4,17457,4,1681,4
6,Lake View,68129,6,63926,6,4867,6,59059,6,4203,6
7,Lincoln Park,40875,4,38286,4,3800,4,34486,4,2589,4
8,Near North Side,50700,4,47179,4,4991,4,42188,4,3521,4
9,Edison Park,5862,2,5609,2,861,2,4748,2,253,2
10,Norwood Park,17562,3,17008,3,2628,3,14380,3,554,3
11,Jefferson Park,12572,2,12217,2,2125,2,10092,2,355,2
12,Forest Glen,9048,2,8688,2,1027,2,7661,2,360,2
13,North Park,8237,2,7813,2,1291,2,6522,2,424,2
14,Albany Park,26801,3,25717,3,3138,3,22579,3,1084,3
15,Portage Park,31046,4,30126,4,5140,4,24986,4,920,4
16,Irving Park,28693,4,27258,4,3088,4,24170,4,1435,4
17,Dunning,21257,3,21059,3,2463,3,18596,3,198,3
18,Montclare,5205,1,5139,1,639,1,4500,1,66,1
19,Belmont Cragin,31952,4,31412,4,2916,4,28496,4,540,4
20,Hermosa,10998,2,10746,2,1136,2,9610,2,252,2
21,Avondale,21102,3,20343,3,1841,3,18502,3,759,3
22,Logan Square,40835,5,38636,5,3018,5,35618,5,2199,5
23,Humboldt Park,17799,4,17238,4,2881,4,14357,4,561,4
24,West Town,52110,6,48825,6,4472,6,44353,6,3285,6
25,Austin,32636,5,31639,5,6440,5,25199,5,997,5
26,West Garfield Park,4809,3,4672,3,693,3,3979,3,137,3
27,East Garfield Park,5729,3,5459,3,1032,3,4427,3,270,3
28,Near West Side,29921,4,28453,4,3380,4,25073,4,1468,4
29,North Lawndale,9084,4,8766,4,1889,4,6877,4,318,4
30,South Lawndale,23905,4,23258,4,2849,4,20409,4,647,4
31,Lower West Side,16850,3,16432,3,1185,3,15247,3,418,3
32,Loop,16434,2,15590,2,1647,2,13943,2,844,2
33,Near South Side,12833,2,11878,2,1095,2,10783,2,955,2
34,Armour Square,5697,2,5292,2,578,2,4714,2,405,2
35,Douglas,7582,3,7259,3,1043,3,6216,3,323,3
36,Oakland,2070,2,1956,2,393,2,1563,2,114,2
37,Fuller Park,710,1,648,1,70,1,578,1,62,1
38,Grand Boulevard,8295,4,8093,4,1164,4,6929,4,202,4
39,Kenwood,7315,3,6927,3,894,3,6033,3,388,3
40,Washington Park,3178,2,3135,2,460,2,2675,2,43,2
41,Hyde Park,13175,3,12427,3,1593,3,10834,3,748,3
42,Woodlawn,8513,3,8142,3,1481,3,6661,3,371,3
43,South Shore,18064,4,17450,4,2503,4,14947,4,614,4
44,Chatham,10964,3,10525,3,1907,3,8618,3,439,3
45,Avalon Park,3703,1,3544,1,455,1,3089,1,159,1
46,South Chicago,9278,3,8835,3,1337,3,7498,3,443,3
47,Burnside,1153,1,1121,1,250,1,871,1,32,1
48,Calumet Heights,4896,2,4682,2,680,2,4002,2,214,2
49,Roseland,13953,4,13540,4,2707,4,10833,4,413,4
50,Pullman,2718,2,2671,2,452,2,2219,2,47,2
51,South Deering,5393,2,5188,2,672,2,4516,2,205,2
52,East Side,8693,2,8430,2,672,2,7758,2,263,2
53,West Pullman,9717,3,9349,3,1600,3,7749,3,368,3
54,Riverdale,1406,1,1333,1,263,1,1070,1,73,1
55,Hegewisch,3812,1,3687,1,353,1,3334,1,125,1
56,Garfield Ridge,15117,3,14971,3,1470,3,13501,3,146,3
57,Archer Heights,5332,2,5225,2,491,2,4734,2,107,2
58,Brighton Park,17222,3,16929,3,1455,3,15474,3,293,3
59,McKinley Park,7087,2,6923,2,674,2,6249,2,164,2
60,Bridgeport,15606,3,15244,3,1380,3,13864,3,362,3
61,New City,13925,4,13569,4,1522,4,12047,4,356,4
62,West Elsdon,7559,2,7505,2,888,2,6617,2,54,2
63,Gage Park,14657,3,14501,3,1511,3,12990,3,156,3
64,Clearing,10934,3,10799,3,769,3,10030,3,135,3
65,West Lawn,13430,2,13053,2,1123,2,11930,2,377,2
66,Chicago Lawn,18295,3,17688,3,2056,3,15632,3,607,3
67,West Englewood,8716,4,8341,4,1270,4,7071,4,375,4
68,Englewood,7128,3,6898,3,1287,3,5611,3,230,3
69,Greater Grand Crossing,10680,3,10206,3,2018,3,8188,3,474,3
70,Ashburn,18196,3,17890,3,2264,3,15626,3,306,3
71,Auburn Gresham,15031,4,14652,4,2561,4,12091,4,379,4
72,Beverly,9776,3,9285,3,2035,3,7250,3,491,3
73,Washington Heights,8918,3,8765,3,2820,3,5945,3,153,3
74,Mount Greenwood,8981,2,8787,2,1834,2,6953,2,194,2
75,Morgan Park,9214,3,8740,3,2476,3,6264,3,474,3
76,O'Hare,7179,3,6937,3,528,3,6409,3,242,3
77,Edgewater,30687,4,28925,4,2828,4,26097,4,1762,4
