area_id,area_name,b25071001,b25071001_moe
1,Rogers Park,404,24
2,West Ridge,501,60
3,Uptown,348,16
4,Lincoln Square,298,28
5,North Center,325,23
6,Lake View,883,32
7,Lincoln Park,548,36
8,Near North Side,555,34
9,Edison Park,79,13
10,Norwood Park,124,32
11,Jefferson Park,183,20
12,Forest Glen,112,20
13,North Park,116,24
14,Albany Park,349,58
15,Portage Park,384,50
16,Irving Park,460,25
17,Dunning,263,49
18,Montclare,62,7
19,Belmont Cragin,627,57
20,Hermosa,228,21
21,Avondale,320,29
22,Logan Square,770,35
23,Humboldt Park,483,39
24,West Town,868,36
25,Austin,694,67
26,West Garfield Park,331,45
27,East Garfield Park,353,37
28,Near West Side,633,38
29,North Lawndale,441,52
30,South Lawndale,575,49
31,Lower West Side,330,20
32,Loop,144,17
33,Near South Side,96,10
34,Armour Square,152,13
35,Douglas,337,44
36,Oakland,109,14
37,Fuller Park,87,20
38,Grand Boulevard,404,38
39,Kenwood,198,14
40,Washington Park,166,32
41,Hyde Park,411,34
42,Woodlawn,322,22
43,South Shore,545,36
44,Chatham,340,45
45,Avalon Park,84,30
46,South Chicago,292,29
47,Burnside,37,9
48,Calumet Heights,125,31
49,Roseland,415,50
50,Pullman,56,14
51,South Deering,104,35
52,East Side,180,31
53,West Pullman,158,30
54,Riverdale,60,9
55,Hegewisch,31,7
56,Garfield Ridge,301,57
57,Archer Heights,145,22
58,Brighton Park,339,35
59,McKinley Park,116,20
60,Bridgeport,316,35
61,New City,516,61
62,West Elsdon,133,33
63,Gage Park,280,30
64,Clearing,194,66
65,West Lawn,109,30
66,Chicago Lawn,401,29
67,West Englewood,479,88
68,Englewood,259,29
69,Greater Grand Crossing,447,34
70,Ashburn,181,108
71,Auburn Gresham,352,41
72,Beverly,146,58
73,Washington Heights,199,39
74,Mount Greenwood,35,9
75,Morgan Park,140,35
76,O'Hare,109,24
77,Edgewater,511,26
