area_id,area_name,b11012001,b11012001_moe,b11012002,b11012002_moe,b11012003,b11012003_moe,b11012004,b11012004_moe,b11012005,b11012005_moe,b11012006,b11012006_moe,b11012007,b11012007_moe,b11012008,b11012008_moe,b11012009,b11012009_moe,b11012010,b11012010_moe,b11012011,b11012011_moe,b11012012,b11012012_moe,b11012013,b11012013_moe,b11012014,b11012014_moe,b11012015,b11012015_moe
1,Rogers Park,23981,550,10091,605,6200,531,2995,350,3205,445,3891,444,1284,291,235,112,1049,272,2607,360,427,139,2180,338,13890,663,3338,362,10552,639
2,West Ridge,24402,485,16321,613,12078,623,6795,456,5283,556,4243,467,1214,279,596,172,618,229,3029,399,1238,252,1791,317,8081,558,3685,370,4396,474
3,Uptown,29441,501,9232,572,6145,487,3122,317,3023,390,3087,413,994,246,223,113,771,226,2093,358,469,162,1624,319,20209,662,5676,438,14533,655
4,Lincoln Square,17622,376,8394,466,6684,435,3973,361,2711,324,1710,300,484,193,225,126,259,149,1226,227,289,104,937,205,9228,493,2533,295,6695,473
5,North Center,14724,323,7252,362,6063,334,4687,310,1376,216,1189,207,321,110,162,91,159,73,868,178,516,141,352,117,7472,391,2393,274,5079,381
6,Lake View,52568,659,14864,634,12649,591,8614,480,4035,414,2215,317,768,194,198,94,570,177,1447,268,438,137,1009,236,37704,825,10437,619,27267,825
7,Lincoln Park,32194,546,10261,528,8914,522,7076,446,1838,319,1347,218,354,125,220,101,134,89,993,180,439,112,554,146,21933,645,6927,495,15006,616
8,Near North Side,50758,883,15079,781,12697,740,8681,590,4016,559,2382,364,582,198,179,116,403,171,1800,300,341,143,1459,264,35679,1047,13564,798,22115,932
9,Edison Park,4608,141,2829,194,2266,186,2085,186,181,87,563,149,214,101,90,42,124,89,349,124,265,100,84,78,1779,205,1236,176,543,125
10,Norwood Park,14646,262,9614,389,7522,401,6676,362,846,238,2092,318,594,169,431,142,163,110,1498,273,1036,223,462,165,5032,384,3481,342,1551,233
11,Jefferson Park,9943,274,6374,356,4846,355,3768,326,1078,223,1528,275,548,175,252,98,296,140,980,218,546,154,434,156,3569,346,1969,271,1600,251
12,Forest Glen,6793,159,4867,213,4268,237,4063,236,205,96,599,156,187,101,187,101,0,29,412,125,359,115,53,57,1926,235,1355,206,571,171
13,North Park,6436,188,4250,254,3236,266,2086,217,1150,216,1014,207,409,149,196,98,213,116,605,155,352,112,253,113,2186,238,771,141,1415,209
14,Albany Park,16804,326,10842,482,7230,432,3693,324,3537,361,3612,398,1711,312,315,117,1396,296,1901,294,421,130,1480,276,5962,462,1709,243,4253,413
15,Portage Park,22505,401,14935,511,10374,510,7397,429,2977,397,4561,445,902,192,495,144,407,140,3659,417,1532,264,2127,343,7570,499,3251,322,4319,422
16,Irving Park,20177,401,12442,497,8528,499,5419,406,3109,380,3914,411,1384,276,548,154,836,234,2530,336,1013,200,1517,286,7735,463,2780,300,4955,415
17,Dunning,15141,266,10702,388,7769,396,6562,370,1207,246,2933,346,846,212,609,173,237,109,2087,283,1434,227,653,178,4439,364,2870,286,1569,271
18,Montclare,4425,173,2909,245,2047,242,1471,226,576,164,862,187,294,118,142,66,152,98,568,155,302,124,266,106,1516,203,715,162,801,149
19,Belmont Cragin,21570,412,16806,526,9774,531,6232,447,3542,414,7032,541,2452,363,1000,223,1452,292,4580,460,1471,247,3109,409,4764,411,1772,263,2992,335
20,Hermosa,7070,219,5456,268,3318,303,1901,244,1417,237,2138,279,632,164,317,109,315,129,1506,257,382,133,1124,229,1614,222,510,137,1104,199
21,Avondale,13801,329,8793,441,5615,417,3141,328,2474,325,3178,367,1064,234,345,146,719,194,2114,300,561,154,1553,265,5008,409,1727,267,3281,354
22,Logan Square,29492,477,14728,559,9602,519,5924,416,3678,375,5126,417,1543,258,547,156,996,214,3583,362,878,187,2705,329,14764,571,3790,337,10974,556
23,Humboldt Park,16778,419,11493,468,4847,425,2766,311,2081,306,6646,473,1457,263,464,141,993,236,5189,449,1125,224,4064,400,5285,437,1555,259,3730,386
24,West Town,37287,534,15867,600,10842,528,6918,434,3924,379,5025,424,1411,247,570,155,841,195,3614,362,913,192,2701,310,21420,633,6508,434,14912,592
25,Austin,32428,573,22153,667,7961,507,5363,403,2598,360,14192,672,2213,325,967,209,1246,254,11979,641,3542,362,8437,577,10275,617,2946,346,7329,545
26,West Garfield Park,5714,265,4060,269,807,153,474,116,333,112,3253,268,453,138,89,57,364,128,2800,254,474,121,2326,245,1654,210,449,118,1205,179
27,East Garfield Park,6896,277,4480,287,1173,192,581,137,592,147,3307,274,455,136,124,79,331,115,2852,267,535,133,2317,253,2416,248,617,122,1799,229
28,Near West Side,25665,497,9977,505,6298,416,4077,347,2221,281,3679,358,692,180,170,67,522,171,2987,319,530,155,2457,285,15688,578,5474,418,10214,532
29,North Lawndale,10852,381,7738,394,1859,232,1158,187,701,156,5879,377,687,164,149,77,538,150,5192,365,636,138,4556,351,3114,312,669,142,2445,285
30,South Lawndale,16454,435,13134,474,7628,468,3711,359,3917,395,5506,440,1867,290,483,146,1384,256,3639,365,831,179,2808,333,3320,344,890,180,2430,304
31,Lower West Side,12255,332,7273,405,3843,369,1706,250,2137,294,3430,337,1228,220,268,99,960,208,2202,285,617,147,1585,249,4982,365,695,149,4287,356
32,Loop,14557,598,4775,482,4171,461,2524,365,1647,361,604,209,131,99,37,41,94,94,473,183,291,156,182,101,9782,659,3405,404,6377,601
33,Near South Side,11517,470,3892,405,2843,376,1813,304,1030,268,1049,272,253,123,75,58,178,119,796,246,336,158,460,159,7625,494,3487,389,4138,492
34,Armour Square,5359,184,3330,239,2289,257,1053,199,1236,208,1041,191,268,89,143,67,125,61,773,185,208,109,565,173,2029,223,480,126,1549,195
35,Douglas,9023,275,3423,283,1248,191,581,123,667,151,2175,242,330,118,128,75,202,96,1845,220,216,71,1629,214,5600,305,950,152,4650,295
36,Oakland,2743,141,1632,157,523,125,330,108,193,77,1109,169,73,48,0,19,73,48,1036,167,130,64,906,161,1111,158,152,59,959,150
37,Fuller Park,1146,113,562,105,161,66,62,36,99,58,401,98,74,48,45,49,29,26,327,92,146,59,181,77,584,97,125,50,459,87
38,Grand Boulevard,9878,323,4782,311,1422,218,825,158,597,158,3360,294,417,132,186,86,231,107,2943,284,445,112,2498,274,5096,326,1311,198,3785,290
39,Kenwood,9116,306,3732,339,1806,250,1093,174,713,184,1926,255,262,100,88,61,174,83,1664,237,355,122,1309,216,5384,341,1319,217,4065,326
40,Washington Park,4142,214,2542,214,409,112,153,68,256,90,2133,208,275,98,50,44,225,89,1858,196,245,91,1613,182,1600,183,385,100,1215,163
41,Hyde Park,12539,327,4578,322,3213,254,2055,216,1158,184,1365,234,176,80,107,72,69,54,1189,229,458,141,731,187,7961,392,2049,255,5912,376
42,Woodlawn,10302,343,4984,327,1510,242,780,182,730,158,3474,313,406,133,156,95,250,96,3068,292,435,117,2633,274,5318,352,1156,189,4162,340
43,South Shore,21700,578,9813,568,2905,353,1487,231,1418,289,6908,519,1074,229,285,103,789,210,5834,490,1111,207,4723,464,11887,616,2302,308,9585,578
44,Chatham,14098,418,7688,453,2503,299,1668,227,835,215,5185,433,727,187,329,115,398,156,4458,409,1341,233,3117,368,6410,446,1857,261,4553,404
45,Avalon Park,3871,220,2377,235,1000,159,879,140,121,79,1377,199,318,133,188,97,130,90,1059,187,663,152,396,135,1494,210,882,162,612,161
46,South Chicago,10770,408,6687,408,2732,342,1826,283,906,202,3955,393,872,196,409,134,463,148,3083,346,1001,195,2082,288,4083,382,1236,239,2847,329
47,Burnside,1056,98,747,106,301,74,261,69,40,40,446,122,123,60,76,50,47,47,323,110,179,71,144,85,309,83,64,45,245,76
48,Calumet Heights,5586,174,3763,223,1939,237,1800,231,139,69,1824,260,209,107,183,109,26,36,1615,248,1001,194,614,181,1823,224,1393,193,430,125
49,Roseland,15524,379,10321,431,4166,349,3082,280,1084,237,6155,403,935,206,557,144,378,153,5220,388,2593,282,2627,309,5203,398,2664,285,2539,309
50,Pullman,2984,134,1828,180,600,121,393,89,207,82,1228,179,188,95,133,78,55,53,1040,184,338,97,702,158,1156,184,513,127,643,148
51,South Deering,5332,164,3868,216,1848,221,1305,176,543,154,2020,219,202,87,135,73,67,48,1818,215,796,166,1022,192,1464,207,892,158,572,156
52,East Side,6900,215,5310,276,3447,282,2979,267,468,152,1863,268,437,150,206,89,231,124,1426,235,662,163,764,180,1590,232,858,153,732,177
53,West Pullman,9375,323,6773,352,2636,307,2110,267,526,165,4137,341,668,163,427,120,241,111,3469,318,1729,255,1740,245,2602,327,1600,255,1002,225
54,Riverdale,2322,166,1712,176,177,77,65,35,112,73,1535,187,256,117,77,48,179,106,1279,191,71,64,1208,177,610,153,86,60,524,149
55,Hegewisch,3694,195,2528,263,1544,257,1264,219,280,157,984,223,327,156,257,130,70,88,657,200,358,118,299,154,1166,220,854,186,312,128
56,Garfield Ridge,11952,202,8491,282,6352,320,5977,318,375,125,2139,277,695,176,500,140,195,111,1444,225,973,173,471,156,3461,286,2516,258,945,189
57,Archer Heights,3740,135,2987,176,1973,203,1433,186,540,138,1014,182,389,119,229,87,160,84,625,134,276,83,349,120,753,138,469,113,284,99
58,Brighton Park,11572,326,9369,385,6050,406,3402,327,2648,336,3319,332,1283,244,429,140,854,205,2036,285,625,149,1411,250,2203,282,851,171,1352,244
59,McKinley Park,5185,166,3760,236,2494,230,1759,204,735,145,1266,201,393,124,129,54,264,117,873,179,403,120,470,136,1425,200,626,135,799,177
