area_id,area_name,b27019001,b27019001_moe,b27019002,b27019002_moe,b27019003,b27019003_moe,b27019004,b27019004_moe,b27019005,b27019005_moe,b27019006,b27019006_moe,b27019007,b27019007_moe,b27019008,b27019008_moe,b27019009,b27019009_moe,b27019010,b27019010_moe,b27019011,b27019011_moe,b27019012,b27019012_moe,b27019013,b27019013_moe,b27019014,b27019014_moe,b27019015,b27019015_moe,b27019016,b27019016_moe,b27019017,b27019017_moe,b27019018,b27019018_moe,b27019019,b27019019_moe,b27019020,b27019020_moe,b27019021,b27019021_moe,b27019022,b27019022_moe,b27019023,b27019023_moe,b27019024,b27019024_moe,b27019025,b27019025_moe,b27019026,b27019026_moe,b27019027,b27019027_moe,b27019028,b27019028_moe,b27019029,b27019029_moe,b27019030,b27019030_moe,b27019031,b27019031_moe,b27019032,b27019032_moe,b27019033,b27019033_moe,b27019034,b27019034_moe,b27019035,b27019035_moe,b27019036,b27019036_moe,b27019037,b27019037_moe,b27019038,b27019038_moe,b27019039,b27019039_moe,b27019040,b27019040_moe,b27019041,b27019041_moe,b27019042,b27019042_moe,b27019043,b27019043_moe
1,Rogers Park,36652,1312,32965,1255,5356,803,2120,541,994,321,1186,440,3236,563,5641,631,3131,421,2048,336,1133,265,2510,457,7831,681,5281,600,4120,558,1351,273,2550,397,14137,790,11635,707,11114,693,662,186,2502,414,3687,419,1190,261,1090,244,320,118,994,234,100,86,777,238,777,238,370,128,765,237,0,48,762,192,739,191,251,100,739,191,23,51,958,218,958,218,496,143,914,211,0,48
2,West Ridge,47071,1502,38280,1435,6629,856,2977,469,1523,334,1499,342,3652,715,7580,786,5320,664,3811,582,1687,369,2260,455,9437,783,6363,660,5208,604,1463,336,3074,479,14634,963,11234,835,9881,742,1523,416,3400,640,8791,702,3085,557,2536,429,771,215,2474,422,549,349,1872,339,1796,335,864,208,1791,335,76,84,1423,260,1384,256,900,191,1348,254,39,66,2411,356,2383,355,1430,246,2275,344,28,56
3,Uptown,42586,1289,37492,1273,3409,571,1882,400,830,276,1147,300,1527,394,5316,699,3359,537,1972,408,1501,356,1957,433,7453,725,4732,528,3267,432,1547,342,2721,516,21314,961,18419,898,17862,903,818,219,2895,510,5094,519,1325,303,1278,299,193,104,1260,299,47,68,1196,284,1196,284,271,107,1185,283,0,48,1236,301,1132,279,567,161,1108,278,104,130,1337,229,1292,228,715,157,1162,213,45,61
4,Lincoln Square,29518,908,26179,838,2727,460,1338,283,837,215,525,198,1389,387,2903,467,2208,395,1721,351,602,230,695,210,5098,534,3736,468,3351,435,483,180,1362,283,15451,759,13523,734,13350,729,279,114,1928,332,3339,388,1088,293,1066,296,369,164,1066,296,22,46,718,172,705,170,355,118,685,167,13,43,723,214,717,214,308,107,702,212,6,40,810,166,801,165,556,141,752,161,9,41
5,North Center,24947,744,22446,737,670,203,455,164,334,127,132,90,215,101,2150,309,1581,263,1412,245,212,102,569,184,3224,355,2476,300,2377,297,148,61,748,203,16402,684,15625,686,15559,684,220,98,777,192,2501,296,464,145,464,145,188,77,451,146,0,43,937,227,937,227,379,107,890,222,0,43,494,131,494,131,353,108,494,131,0,43,606,139,591,140,392,130,591,140,15,43
6,Lake View,72556,1430,66028,1422,915,242,697,203,275,112,469,181,218,146,3205,414,2172,353,1883,330,358,147,1033,235,8697,692,6777,602,6180,573,779,208,1920,351,53211,1411,49641,1397,49377,1388,545,174,3570,479,6528,467,934,206,934,206,372,123,923,205,0,66,1146,224,1100,223,549,151,1049,219,46,74,1205,227,1201,227,588,151,1181,226,4,66,3243,384,3243,384,2124,353,3117,374,0,66
7,Lincoln Park,43632,1146,39113,1132,650,192,464,144,158,93,325,123,186,109,1088,236,937,226,621,180,342,143,151,86,3535,455,2901,409,2612,394,353,126,634,190,33840,1116,32408,1113,32164,1113,570,167,1432,309,4519,386,669,169,669,169,251,115,654,168,0,51,557,169,557,169,299,126,540,166,0,51,837,162,837,162,413,113,837,162,0,51,2456,285,2456,285,1804,252,2284,278,0,51
8,Near North Side,66673,1498,54440,1464,918,255,514,183,246,129,308,139,404,164,2670,497,2071,402,1565,355,520,207,599,289,7062,734,5752,643,5128,612,642,217,1310,333,43790,1364,41575,1357,41184,1358,700,193,2215,423,12233,679,674,212,631,207,124,88,623,204,43,70,1397,274,1345,256,746,191,1295,250,52,78,2794,360,2770,360,1800,307,2707,353,24,58,7368,607,7323,591,5531,548,7079,587,45,91
9,Edison Park,8242,341,6575,344,288,144,185,110,97,64,88,92,103,91,988,260,846,236,768,233,129,86,142,112,2095,291,1702,241,1637,243,174,95,393,207,3204,342,3022,334,2966,332,95,67,182,104,1667,153,323,119,323,119,287,118,323,119,0,25,578,119,561,120,427,108,561,120,17,34,506,97,506,97,388,94,485,94,0,25,260,81,260,81,231,73,251,79,0,25
10,Norwood Park,26964,743,20024,796,1222,273,689,175,467,131,225,106,533,194,4906,519,4195,483,3768,463,584,204,711,248,6682,610,5856,594,5649,590,311,117,826,245,7214,590,6606,558,6520,557,132,71,608,211,6940,348,1743,262,1743,262,1092,218,1688,257,0,39,2467,278,2467,278,1983,264,2429,277,0,39,1481,238,1481,238,1074,203,1453,236,0,39,1249,220,1241,219,1040,203,1240,219,8,39
11,Jefferson Park,18827,791,15121,749,1533,335,936,264,839,260,123,71,597,198,3664,457,2871,405,2496,356,430,180,793,211,4819,536,4034,499,3676,480,500,160,785,250,5105,506,4219,457,4034,462,308,135,886,297,3706,402,997,209,973,207,604,161,965,207,24,39,1601,262,1550,254,956,211,1493,256,51,62,696,185,677,181,401,126,660,179,19,41,412,144,365,127,260,102,346,124,47,68
12,Forest Glen,12767,394,9694,388,374,139,336,133,270,131,66,45,38,48,1262,249,1018,217,942,200,101,73,244,130,2068,289,1802,266,1706,270,170,85,266,120,5990,395,5799,402,5672,414,219,99,191,108,3073,204,252,101,252,101,118,65,252,101,0,29,859,164,859,164,497,125,859,164,0,29,746,146,746,146,448,112,732,146,0,29,1216,196,1216,196,853,173,1151,201,0,29
13,North Park,12497,670,9553,664,1101,286,557,187,370,140,212,102,544,227,1450,292,1060,254,754,214,343,166,390,144,2661,373,1874,307,1719,290,262,139,787,225,4341,477,3851,451,3501,397,388,190,490,186,2944,333,651,193,601,184,164,65,546,181,50,50,685,182,685,182,394,144,679,181,0,27,624,165,624,165,299,113,560,163,0,27,984,217,984,217,604,156,938,218,0,27
14,Albany Park,34397,1281,30680,1257,9400,1052,2859,409,2173,367,686,220,6541,974,5896,650,3089,399,2367,340,779,247,2807,492,6776,754,4125,588,3537,561,709,198,2651,490,8608,656,7362,608,6983,592,471,173,1246,282,3717,420,1863,375,1751,354,613,245,1559,300,112,120,727,201,678,193,312,126,670,192,49,63,544,158,544,158,350,122,531,156,0,45,583,168,583,168,388,145,459,134,0,45
