area_id,area_name,b27019001,b27019001_moe,b27019002,b27019002_moe,b27019003,b27019003_moe,b27019004,b27019004_moe,b27019005,b27019005_moe,b27019006,b27019006_moe,b27019007,b27019007_moe,b27019008,b27019008_moe,b27019009,b27019009_moe,b27019010,b27019010_moe,b27019011,b27019011_moe,b27019012,b27019012_moe,b27019013,b27019013_moe,b27019014,b27019014_moe,b27019015,b27019015_moe,b27019016,b27019016_moe,b27019017,b27019017_moe,b27019018,b27019018_moe,b27019019,b27019019_moe,b27019020,b27019020_moe,b27019021,b27019021_moe,b27019022,b27019022_moe,b27019023,b27019023_moe,b27019024,b27019024_moe,b27019025,b27019025_moe,b27019026,b27019026_moe,b27019027,b27019027_moe,b27019028,b27019028_moe,b27019029,b27019029_moe,b27019030,b27019030_moe,b27019031,b27019031_moe,b27019032,b27019032_moe,b27019033,b27019033_moe,b27019034,b27019034_moe,b27019035,b27019035_moe,b27019036,b27019036_moe,b27019037,b27019037_moe,b27019038,b27019038_moe,b27019039,b27019039_moe,b27019040,b27019040_moe,b27019041,b27019041_moe,b27019042,b27019042_moe,b27019043,b27019043_moe
15,Portage Park,43461,1140,36490,1110,6414,670,3997,534,2868,450,1330,303,2417,443,10493,772,7129,640,5706,591,1564,329,3364,458,10698,766,8537,691,7387,649,1412,336,2161,434,8885,670,7662,617,7525,614,312,116,1223,279,6971,510,1973,320,1836,305,553,153,1796,302,137,106,2844,351,2830,351,1704,275,2782,348,14,51,1160,221,1153,220,917,200,1122,217,7,49,994,224,971,223,614,166,836,210,23,52
16,Irving Park,38586,1286,33945,1224,7024,910,3111,511,2311,478,843,261,3913,697,6840,696,4099,503,3285,467,934,211,2741,474,8393,711,6312,632,5673,611,767,206,2081,362,11688,754,10238,678,9941,676,451,163,1450,306,4641,454,1630,288,1579,281,443,136,1544,278,51,70,1417,241,1391,237,680,159,1334,232,26,64,657,156,648,155,395,122,640,155,9,48,937,228,864,215,550,184,820,215,73,91
17,Dunning,30417,865,24059,823,2641,403,1705,290,1228,246,523,148,936,262,7646,628,5132,523,4457,480,777,238,2514,397,7187,619,5720,553,5304,521,521,167,1467,319,6585,579,5283,535,5049,519,327,182,1302,293,6358,355,2244,284,2213,284,1044,209,2178,285,31,53,2348,254,2269,245,1621,227,2233,245,79,78,1064,198,1003,183,753,150,961,175,61,76,702,174,650,168,469,149,632,167,52,57
18,Montclare,8230,534,6545,528,1315,274,752,193,531,157,254,117,563,231,1806,333,1198,272,910,238,310,162,608,191,2032,360,1445,306,1228,267,258,153,587,179,1392,296,1096,268,1014,254,110,85,296,134,1685,271,622,162,549,149,284,106,538,146,73,63,761,196,761,196,378,174,761,196,0,23,189,78,189,78,93,56,189,78,0,23,113,64,113,64,48,34,113,64,0,23
19,Belmont Cragin,45839,1376,40113,1359,14482,1038,7731,749,4946,609,2850,515,6751,782,12432,909,7423,663,6111,598,1538,330,5009,659,8724,707,6304,634,5147,605,1266,256,2420,370,4475,511,3029,400,2777,389,343,128,1446,336,5726,491,2618,346,2435,330,787,181,2319,316,183,109,1780,283,1709,277,904,215,1650,271,71,70,900,205,873,204,421,131,835,197,27,55,428,129,414,127,242,96,364,119,14,56
20,Hermosa,14747,812,12882,742,4835,615,2546,421,1716,343,925,249,2289,442,4094,513,2612,382,2087,361,563,164,1482,359,2924,390,2046,338,1653,311,435,144,878,236,1029,230,821,211,742,195,79,79,208,94,1865,325,1303,284,1245,281,259,126,1199,269,58,61,382,148,341,132,181,87,341,132,41,71,131,66,131,66,65,46,131,66,0,29,49,41,49,41,32,38,49,41,0,29
21,Avondale,26889,1156,23673,1101,4982,706,2149,407,1539,349,677,222,2833,514,7979,836,3530,484,2701,415,873,253,4449,719,5283,535,3740,484,3231,445,617,211,1543,343,5429,522,4530,482,4423,476,115,69,899,215,3216,425,1647,287,1485,265,379,135,1449,262,162,95,967,235,912,217,340,121,893,215,55,93,315,137,284,132,199,122,270,131,31,47,287,126,287,126,157,94,252,118,0,38
22,Logan Square,50824,1285,46246,1253,5348,560,2814,383,1465,290,1412,269,2534,411,10426,874,5518,570,3854,491,1844,307,4908,692,8594,704,6172,596,5146,557,1166,234,2422,367,21878,840,19540,798,19240,796,465,143,2338,355,4578,447,2102,316,1915,292,577,163,1805,284,187,117,1285,265,1174,249,333,116,1091,252,111,110,456,136,434,132,197,88,434,132,22,66,735,179,684,170,400,133,634,162,51,81
23,Humboldt Park,31705,1217,27458,1172,8541,759,4930,516,2059,349,3024,418,3611,522,8691,708,5596,558,3105,432,2755,404,3095,466,7001,669,5111,590,3375,467,1844,375,1890,310,3225,434,2519,382,2277,380,320,133,706,210,4247,415,2689,372,2667,369,488,165,2656,369,22,56,934,198,934,198,424,145,871,187,0,51,430,134,428,134,123,84,428,134,2,49,194,89,194,89,76,68,174,86,0,51
24,West Town,61905,1379,56954,1340,5037,630,2875,437,1453,310,1621,333,2162,461,6215,599,3901,443,2787,377,1212,256,2314,391,9363,633,6821,534,6036,503,1044,216,2542,365,36339,1144,32593,1096,32209,1092,534,155,3746,453,4951,447,2865,367,2815,366,951,201,2682,355,50,82,1040,201,994,195,406,110,884,188,46,76,324,112,324,112,118,73,324,112,0,62,722,185,711,184,478,158,634,172,11,63
25,Austin,60523,1617,50102,1512,9855,845,6078,627,2085,349,4150,539,3777,540,17980,1065,11143,771,6807,601,4742,548,6837,726,16055,913,11693,777,8505,649,3719,468,4362,537,6212,553,5347,520,4946,500,616,176,865,214,10421,561,4848,471,4744,470,1220,234,4637,467,104,95,3347,404,3256,396,1227,233,3025,382,91,83,1731,254,1719,253,864,176,1674,250,12,62,495,148,495,148,244,98,494,148,0,61
26,West Garfield Park,10231,672,8558,616,1718,280,1286,227,313,125,1018,201,432,175,3554,427,2345,301,1031,206,1395,239,1209,277,2646,332,1997,286,1278,247,790,171,649,182,640,158,576,149,443,131,193,95,64,45,1673,227,790,168,786,168,191,82,759,164,4,34,477,127,470,127,162,71,466,126,7,35,326,96,326,96,186,84,313,93,0,35,80,53,80,53,56,49,80,53,0,35
27,East Garfield Park,11293,667,9525,623,1581,269,1001,198,180,104,827,168,580,159,3281,424,2140,315,804,207,1389,249,1141,270,3157,413,2447,371,1646,282,923,267,710,184,1506,274,1260,241,1062,222,276,119,246,111,1768,214,801,149,789,143,122,61,789,143,12,44,486,133,486,133,120,67,486,133,0,38,330,102,330,102,102,68,330,102,0,38,151,68,151,68,112,66,117,56,0,38
28,Near West Side,37324,1124,33819,1101,2043,324,1253,239,334,108,971,223,790,230,3747,495,2980,423,1935,360,1172,243,767,208,5763,621,4483,506,3758,480,919,201,1280,335,22266,860,21134,859,20916,856,480,167,1132,247,3505,319,1476,234,1472,234,337,135,1409,218,4,51,592,140,578,138,152,67,568,138,14,55,649,143,649,143,306,111,611,136,0,52,788,165,766,160,578,135,665,154,22,62
29,North Lawndale,18976,947,15978,914,3573,444,2349,338,663,168,1800,307,1224,268,5920,589,3746,427,1685,266,2179,331,2174,402,4707,482,3408,388,2013,305,1458,235,1299,287,1778,304,1585,289,1371,266,251,104,193,92,2998,327,1612,250,1594,247,365,106,1544,240,18,46,804,171,790,170,260,83,760,168,14,44,493,139,493,139,217,84,441,131,0,43,89,54,89,54,56,45,69,53,0,43
30,South Lawndale,34264,1255,30567,1218,16545,1014,6133,580,3538,472,2730,391,10412,887,7788,646,3798,481,2683,424,1226,245,3990,494,4143,462,2460,356,1852,309,654,181,1683,288,2091,379,1456,311,1368,306,111,73,635,193,3697,421,2716,377,2548,370,530,157,2483,363,168,99,556,131,551,131,259,91,529,128,5,48,252,102,200,85,102,65,200,85,52,74,173,87,173,87,120,80,167,87,0,48
31,Lower West Side,22500,1041,19808,1017,7273,741,2797,422,1841,347,1030,265,4476,642,5010,526,2409,338,1762,285,705,166,2601,422,3624,451,2178,325,1666,274,551,169,1446,345,3901,498,3079,421,2984,409,163,89,822,179,2692,361,1885,308,1820,302,539,171,1731,295,65,69,461,139,461,139,240,89,452,137,0,42,245,158,223,153,101,84,181,102,22,53,101,62,101,62,46,42,100,62,0,42
32,Loop,18882,980,16856,974,229,141,180,143,17,37,163,142,49,45,640,184,478,165,405,150,83,81,162,99,2029,388,1765,382,1624,353,157,150,264,149,13958,993,13404,976,13351,968,141,79,554,200,2026,275,215,101,215,101,65,71,215,101,0,30,227,120,217,118,168,85,217,118,10,33,316,117,316,117,204,92,316,117,0,30,1268,221,1268,221,1049,199,1244,219,0,30
33,Near South Side,16042,929,14309,913,583,233,338,157,116,108,222,131,245,173,1161,336,934,273,825,275,148,97,227,148,2180,500,1939,493,1699,486,325,165,241,113,10385,824,9929,828,9888,823,66,49,456,167,1733,316,535,248,535,248,75,50,535,248,0,24,385,214,385,214,135,78,379,214,0,24,316,135,278,121,112,65,264,121,38,64,497,164,497,164,315,145,479,162,0,24
34,Armour Square,9807,535,6916,534,1648,389,819,210,417,174,465,151,829,257,2382,384,1016,227,640,166,381,169,1366,321,1073,225,693,171,540,138,184,118,380,146,1813,338,1325,254,1224,249,122,91,488,222,2891,345,1739,260,1690,255,320,136,1690,255,49,59,709,200,709,200,270,175,709,200,0,27,201,92,201,92,101,67,201,92,0,27,242,110,242,110,132,84,242,110,0,27
35,Douglas,11714,528,9312,495,697,158,414,109,162,67,291,92,283,112,1490,251,1010,211,698,190,340,115,480,148,2776,317,2123,274,1518,242,733,163,653,177,4349,452,3850,443,3685,441,264,98,499,137,2402,220,769,158,769,158,223,84,755,159,0,35,525,131,525,131,304,102,483,126,0,35,680,140,680,140,323,94,652,137,0,35,428,111,428,111,327,96,399,108,0,35
36,Oakland,3902,263,3225,257,431,178,171,83,34,24,137,80,260,145,656,142,532,132,236,94,315,110,124,66,1226,185,1005,155,596,141,423,134,221,109,912,176,772,166,684,160,112,66,140,79,677,130,286,96,273,96,38,31,273,96,13,25,122,78,122,78,54,52,122,78,0,19,221,72,221,72,87,49,212,72,0,19,48,48,48,48,38,46,48,48,0,19
37,Fuller Park,1749,239,1278,233,250,103,161,87,0,16,161,87,89,48,408,132,266,119,149,97,117,70,142,65,439,156,361,142,166,64,214,130,78,61,181,76,125,63,112,61,22,25,56,41,471,99,216,72,210,72,87,47,206,72,6,14,165,62,165,62,31,23,165,62,0,16,60,45,60,45,44,41,56,44,0,16,30,25,30,25,19,20,30,25,0,16
38,Grand Boulevard,14703,675,11868,630,1308,258,718,163,264,106,508,137,590,202,2701,349,1691,258,961,197,789,184,1010,242,4247,372,3122,319,2187,283,1218,210,1125,243,3612,378,3164,355,2974,343,265,100,448,148,2835,246,1002,174,992,174,212,85,992,174,10,44,770,152,759,152,267,89,751,152,11,43,743,133,743,133,327,98,743,133,0,43,320,107,320,107,204,89,261,87,0,43
39,Kenwood,12433,648,9841,601,727,167,454,140,90,56,385,131,273,105,1433,235,1122,211,626,142,562,175,311,110,2473,377,1856,337,1419,292,532,183,617,197,5208,522,4715,486,4592,479,180,83,493,183,2592,276,607,165,602,165,208,90,602,165,5,31,372,117,372,117,163,77,346,110,0,31,701,172,701,172,442,123,680,172,0,31,912,155,912,155,704,132,861,154,0,31
40,Washington Park,6233,444,5231,433,1209,228,813,184,158,75,719,177,396,149,1487,246,1045,213,503,165,551,134,442,137,1697,226,1349,194,602,135,800,164,348,129,838,193,653,173,591,167,65,46,185,85,1002,184,374,118,374,118,132,61,374,118,0,27,328,103,314,101,86,51,307,101,14,33,207,90,207,90,94,61,181,80,0,27,93,45,93,45,50,30,86,45,0,27
41,Hyde Park,17496,730,14191,695,535,186,349,145,245,123,134,93,186,115,1075,261,749,229,588,207,185,99,326,133,2527,366,1993,316,1632,281,494,159,534,186,10054,635,9448,623,9225,618,297,141,606,170,3305,277,195,92,181,91,25,40,173,90,14,37,369,137,359,137,236,114,359,137,10,39,582,155,582,155,472,145,582,155,0,38,2159,238,2104,240,1846,228,1928,235,55,60
42,Woodlawn,15271,714,12513,693,1660,318,898,205,242,99,690,183,762,225,2966,409,1974,302,1026,214,1118,247,992,252,4531,455,3456,422,2304,361,1439,248,1075,226,3356,355,2954,331,2712,318,286,101,402,130,2758,290,845,191,815,187,165,75,815,187,30,51,804,174,745,156,282,89,740,155,59,93,679,158,675,157,308,99,637,153,4,35,430,116,416,115,242,90,412,115,14,37
43,South Shore,30831,1136,25265,1106,2759,445,1860,346,682,216,1310,279,899,246,6302,659,3998,524,2615,421,1510,311,2304,430,10222,733,7621,658,5405,571,2664,410,2601,381,5982,557,4949,501,4242,465,935,236,1033,272,5566,430,1403,269,1379,268,293,105,1362,267,24,54,1454,261,1454,261,660,172,1405,248,0,44,1593,262,1584,261,761,194,1512,259,9,46,1116,196,1116,196,763,156,1003,183,0,44
44,Chatham,22356,982,17243,930,1845,364,1292,292,528,206,825,221,553,186,4625,570,3048,465,1757,349,1372,307,1577,346,6813,602,5218,529,3721,450,1769,322,1595,318,3960,466,3377,420,3054,410,386,129,583,212,5113,383,1398,255,1398,255,550,144,1398,255,0,37,1333,228,1333,228,760,168,1309,226,0,37,1368,239,1355,237,759,173,1280,232,13,40,1014,207,910,194,761,172,870,192,104,107
45,Avalon Park,6954,490,5087,449,442,196,169,95,36,39,133,93,273,156,1212,302,995,281,673,267,344,127,217,124,2153,331,1485,239,1052,224,490,154,668,285,1280,250,1147,238,1122,237,77,64,133,69,1867,191,295,109,285,109,83,47,285,109,10,26,462,119,445,115,239,93,445,115,17,30,763,154,763,154,593,132,752,150,0,19,347,110,338,109,254,102,300,102,9,21
46,South Chicago,18310,971,14492,914,3425,551,1856,346,795,236,1169,236,1569,375,4065,495,2965,402,1737,329,1391,259,1100,260,4777,508,3749,450,2481,397,1466,285,1028,241,2225,385,1735,346,1424,318,346,125,490,164,3818,340,1446,265,1366,254,448,141,1332,253,80,67,830,156,801,151,543,131,801,151,29,57,1020,205,998,204,703,175,969,203,22,47,522,158,508,156,328,134,469,150,14,40
47,Burnside,2035,288,1585,285,248,130,133,97,42,38,124,96,115,112,360,129,175,83,101,56,74,65,185,121,810,199,668,168,489,129,261,95,142,86,167,102,122,85,122,85,0,11,45,45,450,70,145,79,145,79,41,33,145,79,0,11,224,76,224,76,127,57,224,76,0,11,59,37,59,37,26,22,59,37,0,11,22,25,22,25,11,17,22,25,0,11
48,Calumet Heights,10253,479,6933,456,429,152,250,111,75,59,189,93,179,108,1207,235,907,200,634,176,359,127,300,136,3047,378,2331,309,1880,296,612,189,716,225,2250,313,1954,299,1890,297,130,62,296,137,3320,224,699,181,699,181,451,146,699,181,0,27,852,201,852,201,564,152,831,198,0,27,1104,194,1104,194,820,172,1104,194,0,27,665,154,665,154,604,149,621,151,0,27
49,Roseland,29411,1001,21890,976,2742,424,1435,254,458,149,1086,235,1307,314,5904,552,4102,442,2640,346,1667,285,1802,310,9252,685,6615,574,4946,504,1966,318,2637,397,3992,433,3363,377,2935,354,604,166,629,196,7521,375,2165,285,2151,284,841,162,2114,282,14,44,2525,280,2493,276,1423,226,2394,274,32,58,1732,213,1728,213,1211,177,1698,212,4,40,1099,207,1099,207,786,161,1044,202,0,41
50,Pullman,4944,351,3845,317,340,154,156,73,77,41,89,65,184,132,996,221,693,191,379,138,314,108,303,115,1638,233,1369,214,919,192,509,121,269,119,871,177,766,163,671,142,95,69,105,77,1099,148,308,92,308,92,119,53,295,90,0,19,217,81,217,81,89,46,217,81,0,19,445,102,445,102,246,99,401,104,0,19,129,57,129,57,60,40,129,57,0,19
51,South Deering,10355,528,8341,526,1638,326,1020,233,545,185,511,156,618,224,2652,390,1776,319,1033,254,851,197,876,266,2912,416,2105,344,1740,338,434,134,807,285,1139,224,864,199,816,193,81,62,275,132,2014,239,537,132,512,123,197,88,499,122,25,48,816,183,722,149,434,109,660,138,94,118,545,143,545,143,418,135,519,138,0,25,116,73,116,73,61,51,108,73,0,25
52,East Side,13997,699,11502,667,3269,458,1705,299,1247,253,488,173,1564,333,3894,442,2670,369,2081,340,641,187,1224,295,2818,352,2105,303,1793,292,434,130,713,182,1521,258,1362,249,1293,249,77,63,159,79,2495,311,1203,254,1168,245,582,149,1151,243,35,60,923,186,914,185,653,166,899,185,9,31,165,59,165,59,132,53,165,59,0,29,204,92,204,92,182,88,204,92,0,29
53,West Pullman,18581,867,14559,809,2522,436,1380,282,573,165,935,243,1142,341,3987,545,2821,401,1903,328,1109,243,1166,290,5757,516,4551,475,3400,467,1353,267,1206,248,2293,352,1912,314,1586,283,409,156,381,142,4022,330,1289,226,1269,225,512,145,1246,225,20,42,1282,222,1272,222,838,179,1252,221,10,38,1001,192,1001,192,711,159,960,190,0,39,450,143,450,143,326,127,421,140,0,39
54,Riverdale,3079,315,2572,292,613,176,484,159,111,67,392,138,129,81,924,217,668,178,255,145,450,157,256,129,887,196,717,181,242,114,504,136,170,95,148,86,131,82,63,59,83,60,17,29,507,105,233,99,233,99,119,86,233,99,0,16,57,52,57,52,17,30,57,52,0,16,127,84,127,84,65,59,127,84,0,16,90,83,90,83,55,73,90,83,0,16
55,Hegewisch,6503,554,5078,517,872,264,632,230,396,167,236,187,240,118,1489,385,1081,301,930,258,203,134,408,196,1576,322,1250,288,1034,266,229,120,326,146,1141,231,1074,226,1065,225,27,36,67,64,1425,275,378,181,378,181,267,165,378,181,0,19,532,163,532,163,450,139,532,163,0,19,405,136,405,136,310,133,405,136,0,19,110,65,110,65,82,58,110,65,0,19
56,Garfield Ridge,23291,720,18288,699,2873,458,1740,287,1249,240,523,175,1133,320,5646,574,4436,535,4055,527,520,162,1210,278,5677,475,5111,475,4749,478,443,146,566,162,4092,447,3894,425,3798,415,181,101,198,113,5003,335,1611,250,1586,248,960,188,1523,242,25,46,2337,261,2327,260,1763,220,2260,260,10,42,772,150,772,150,569,131,751,145,0,42,283,101,283,101,191,77,271,99,0,42
57,Archer Heights,7745,511,6510,452,2134,323,1189,218,839,177,419,135,945,224,2199,305,1467,246,1215,221,277,117,732,180,1483,221,970,194,845,185,155,74,513,152,694,153,581,149,557,148,56,52,113,66,1235,197,645,151,645,151,227,77,645,151,0,27,435,118,409,114,285,98,409,114,26,33,122,51,122,51,54,37,122,51,0,27,33,31,33,31,28,31,23,27,0,27
58,Brighton Park,24083,973,21330,934,9397,752,4328,491,3006,412,1520,295,5069,633,6545,568,3375,438,2481,354,975,241,3170,431,3451,412,2330,357,2018,350,385,124,1121,242,1937,322,1481,288,1296,258,229,98,456,147,2753,320,1477,256,1247,227,412,132,1154,216,230,124,891,161,852,170,481,131,832,166,39,54,190,85,173,81,80,54,173,81,17,48,195,76,195,76,95,52,181,73,0,43
59,McKinley Park,10320,553,9041,536,2753,371,1418,271,1005,238,417,136,1335,262,3273,438,2161,343,1565,318,636,178,1112,318,1661,250,1375,228,1178,217,272,98,286,110,1354,236,1073,212,957,209,116,66,281,100,1279,178,639,147,589,141,184,72,589,141,50,45,393,107,393,107,224,83,393,107,0,25,138,61,122,58,53,36,122,58,16,32,109,59,93,54,64,41,91,53,16,33
60,Bridgeport,21441,824,18183,778,3319,418,1904,263,1046,199,905,184,1415,303,5736,503,4038,414,3092,355,1086,249,1698,321,4312,428,3294,360,2877,345,496,142,1018,235,4816,487,4040,454,3895,443,166,89,776,199,3258,377,1451,289,1413,286,328,105,1398,285,38,51,1214,207,1210,207,715,164,1138,196,4,35,349,95,317,86,169,68,305,84,32,49,244,90,244,90,152,67,209,83,0,37
61,New City,22842,1021,20340,985,8114,707,3850,419,2151,322,1799,284,4264,532,6138,535,3502,397,2240,310,1414,260,2636,379,4441,494,3094,371,2149,315,1028,231,1347,276,1647,258,1347,230,1253,220,117,74,300,122,2502,294,1370,231,1241,214,344,98,1198,212,129,92,726,156,726,156,393,122,713,154,0,47,306,99,306,99,163,72,289,98,0,47,100,66,100,66,64,52,100,66,0,47
62,West Elsdon,11410,559,9678,536,3279,485,1999,357,1523,316,553,167,1280,303,2972,393,1678,300,1514,293,236,85,1294,283,2135,359,1639,301,1390,257,285,149,496,153,1292,298,1060,248,981,242,112,70,232,115,1732,241,939,209,801,165,358,107,768,166,138,128,533,135,533,135,359,112,533,135,0,27,174,88,174,88,115,67,167,87,0,27,86,59,86,59,60,51,72,55,0,27
63,Gage Park,21158,985,18927,976,9465,854,4174,480,2855,424,1368,278,5291,731,5256,545,2994,360,2302,323,758,189,2262,424,2932,350,1883,294,1580,276,367,123,1049,224,1274,260,812,200,713,192,107,77,462,159,2231,283,1435,261,1288,251,211,90,1259,243,147,95,495,125,487,125,277,102,471,123,8,39,168,67,168,67,92,55,160,67,0,41,133,70,111,62,77,50,111,62,22,52
64,Clearing,15296,609,12300,590,1772,358,1197,318,976,297,255,114,575,209,4088,420,3037,368,2716,350,339,146,1051,248,3939,422,3467,408,3213,396,312,124,472,160,2501,377,2210,360,2166,359,89,70,291,130,2996,275,1107,280,1106,280,519,179,1059,274,1,27,1394,213,1394,213,1056,204,1355,211,0,31,397,117,397,117,303,103,397,117,0,31,98,58,98,58,82,56,98,58,0,31
