area_id,area_name,b25123001,b25123001_moe,b25123002,b25123002_moe,b25123003,b25123003_moe,b25123004,b25123004_moe,b25123005,b25123005_moe,b25123006,b25123006_moe,b25123007,b25123007_moe,b25123008,b25123008_moe,b25123009,b25123009_moe,b25123010,b25123010_moe,b25123011,b25123011_moe,b25123012,b25123012_moe,b25123013,b25123013_moe
1,Rogers Park,23981,550,6995,461,2341,311,63,68,102,103,0,48,4489,404,16986,651,8488,604,1119,281,161,115,0,48,7218,568
2,West Ridge,24402,485,12314,533,5290,492,289,143,12,54,0,51,6723,460,12088,626,6533,564,884,251,39,69,125,113,4507,483
3,Uptown,29441,501,9490,491,2902,352,90,91,0,48,0,48,6498,474,19951,640,8854,623,720,200,230,144,18,57,10129,647
4,Lincoln Square,17622,376,7020,447,2362,307,28,48,38,67,0,40,4592,388,10602,509,4047,417,373,167,51,70,0,40,6131,467
5,North Center,14724,323,7758,369,2658,311,68,79,0,43,0,43,5032,310,6966,392,2211,295,0,43,10,45,0,43,4745,372
6,Lake View,52568,659,19687,707,5930,515,19,70,0,66,0,66,13738,613,32881,782,12139,692,280,113,73,85,0,66,20389,799
7,Lincoln Park,32194,546,14662,578,4248,400,42,62,0,51,0,51,10372,542,17532,621,6492,526,119,93,62,78,0,51,10859,631
8,Near North Side,50758,883,22765,857,7656,599,167,115,14,58,0,54,14928,774,27993,973,10848,816,557,195,140,128,0,54,16448,917
9,Edison Park,4608,141,3676,182,994,172,61,69,0,25,0,25,2621,215,932,170,275,102,0,25,0,25,0,25,657,160
10,Norwood Park,14646,262,11624,364,4127,357,79,61,0,39,0,39,7418,406,3022,325,1406,257,115,82,0,39,0,39,1501,264
11,Jefferson Park,9943,274,6535,336,2551,315,34,41,0,29,0,29,3950,335,3408,328,1512,247,95,79,7,30,0,29,1794,284
12,Forest Glen,6793,159,5964,202,2044,248,30,40,36,63,0,29,3854,269,829,185,432,166,22,45,0,29,0,29,375,121
13,North Park,6436,188,3405,243,1373,231,80,74,0,27,0,27,1952,204,3031,263,1431,232,0,27,0,27,0,27,1600,242
14,Albany Park,16804,326,6138,382,2386,313,110,74,72,89,0,45,3570,317,10666,433,5584,467,771,221,0,45,0,45,4311,439
15,Portage Park,22505,401,12675,479,5365,421,193,93,0,47,0,47,7117,412,9830,524,4401,450,304,137,57,62,0,47,5068,459
16,Irving Park,20177,401,9760,457,3926,376,139,80,52,82,0,47,5643,385,10417,507,5180,440,333,138,75,80,0,47,4829,447
17,Dunning,15141,266,11475,366,4081,347,207,95,0,40,0,40,7187,398,3666,344,1572,259,389,156,0,40,0,40,1705,272
18,Montclare,4425,173,2630,230,1234,207,132,81,25,43,0,23,1239,186,1795,219,914,160,91,75,0,23,0,23,790,190
19,Belmont Cragin,21570,412,10475,514,5615,460,355,127,7,51,0,52,4498,384,11095,541,5883,500,1035,251,17,57,0,52,4160,426
20,Hermosa,7070,219,3110,282,1758,248,146,74,0,29,0,29,1206,207,3960,302,2358,290,229,111,0,29,0,29,1373,236
21,Avondale,13801,329,5774,391,2988,348,233,113,0,38,0,38,2553,271,8027,430,3528,391,377,149,91,90,0,38,4031,403
22,Logan Square,29492,477,11139,516,4564,404,87,76,0,57,0,57,6488,411,18353,602,7831,513,447,150,61,82,0,57,10014,553
23,Humboldt Park,16778,419,5910,422,3173,348,462,150,22,53,0,51,2253,293,10868,499,5427,464,1321,286,22,61,0,51,4098,399
24,West Town,37287,534,14909,572,5331,431,55,69,37,69,0,62,9486,488,22378,612,8832,529,361,137,32,73,0,62,13153,594
25,Austin,32428,573,12818,537,6560,469,364,143,25,63,0,61,5869,432,19610,673,11295,615,1032,232,44,70,0,61,7239,540
26,West Garfield Park,5714,265,1486,192,686,139,0,35,0,35,0,35,800,150,4228,294,2379,252,317,112,44,55,0,35,1488,208
27,East Garfield Park,6896,277,1857,223,1072,168,10,36,0,38,0,38,775,154,5039,306,2805,272,340,127,0,38,0,38,1894,247
28,Near West Side,25665,497,10251,474,2992,306,230,137,35,64,0,52,6994,442,15414,552,6832,484,354,123,91,83,0,52,8137,527
29,North Lawndale,10852,381,2612,263,1237,195,112,64,0,43,0,43,1263,191,8240,399,4860,374,413,130,30,55,0,43,2937,310
30,South Lawndale,16454,435,5915,415,2893,333,478,157,24,57,0,48,2520,282,10539,500,5324,429,1163,224,85,87,0,48,3967,386
31,Lower West Side,12255,332,3286,312,1582,231,112,74,0,42,0,42,1592,223,8969,386,4253,352,589,157,20,53,0,42,4107,374
32,Loop,14557,598,6257,474,2552,381,5,29,0,30,0,30,3700,404,8300,652,2839,462,97,78,50,86,0,30,5314,632
33,Near South Side,11517,470,5711,452,2701,404,44,53,0,24,0,24,2966,357,5806,473,2772,448,42,54,0,24,0,24,2992,458
34,Armour Square,5359,184,1884,236,948,178,101,70,0,27,0,27,835,164,3475,227,1372,220,86,66,0,27,0,27,2017,230
35,Douglas,9023,275,1875,186,830,142,0,35,0,35,0,35,1045,155,7148,281,3183,286,110,65,20,44,0,35,3835,310
36,Oakland,2743,141,612,125,220,80,17,31,0,19,0,19,375,102,2131,173,1235,162,56,47,10,23,0,19,830,158
37,Fuller Park,1146,113,378,83,264,77,0,16,0,16,0,16,114,48,768,111,473,104,0,16,0,16,0,16,295,105
38,Grand Boulevard,9878,323,2767,261,1077,178,22,54,27,60,0,43,1641,219,7111,330,3671,305,230,103,14,47,0,43,3196,290
39,Kenwood,9116,306,2855,256,1080,204,13,34,0,31,0,31,1762,230,6261,340,3426,327,62,61,24,46,20,43,2729,290
40,Washington Park,4142,214,833,147,375,118,46,48,9,29,0,27,403,102,3309,216,1978,218,128,68,56,58,0,27,1147,176
41,Hyde Park,12539,327,4669,300,1320,214,10,40,0,38,0,38,3339,262,7870,371,4168,360,144,86,0,38,15,44,3543,307
42,Woodlawn,10302,343,2527,270,1137,188,24,52,14,42,0,36,1352,226,7775,366,4278,334,282,113,60,62,0,36,3155,299
43,South Shore,21700,578,5185,387,2214,311,69,67,0,44,0,44,2902,316,16515,598,9097,606,398,145,60,71,0,44,6960,574
44,Chatham,14098,418,5195,340,2099,281,17,45,0,37,0,37,3079,286,8903,460,4899,454,329,139,0,37,0,37,3675,395
45,Avalon Park,3871,220,2612,216,1001,197,18,22,0,19,0,19,1593,199,1259,207,595,166,28,28,0,19,0,19,636,168
46,South Chicago,10770,408,4472,354,1541,259,19,39,11,39,0,37,2901,318,6298,413,3386,350,326,133,11,39,0,37,2575,339
47,Burnside,1056,98,580,80,228,106,52,64,0,11,0,11,300,109,476,118,246,106,20,31,0,11,0,11,210,85
48,Calumet Heights,5586,174,4377,212,1481,230,50,45,0,27,0,27,2846,259,1209,204,693,183,14,32,0,27,0,27,502,127
49,Roseland,15524,379,8896,368,3863,361,63,67,6,41,0,41,4964,335,6628,428,3642,363,324,124,0,41,0,41,2662,347
50,Pullman,2984,134,1377,124,428,103,20,31,0,19,0,19,929,132,1607,162,734,155,0,19,0,19,0,19,873,158
51,South Deering,5332,164,3128,228,1119,196,75,64,0,25,0,25,1934,234,2204,245,1128,197,100,68,0,25,0,25,976,207
52,East Side,6900,215,4705,276,1774,243,143,83,0,29,0,29,2788,236,2195,247,1146,199,163,88,0,29,0,29,886,182
53,West Pullman,9375,323,5866,306,2132,263,17,38,0,39,0,39,3717,306,3509,343,2318,296,129,85,0,39,0,39,1062,237
54,Riverdale,2322,166,299,85,77,66,0,16,0,16,0,16,222,76,2023,176,994,192,28,37,0,16,0,16,1001,218
55,Hegewisch,3694,195,2733,224,937,228,0,19,0,19,0,19,1796,218,961,226,348,150,60,82,0,19,0,19,553,208
56,Garfield Ridge,11952,202,9966,285,3257,318,53,54,0,42,0,42,6656,344,1986,268,1162,211,48,65,0,42,0,42,776,182
57,Archer Heights,3740,135,2407,203,1173,176,104,63,0,27,0,27,1130,153,1333,193,609,137,80,60,0,27,0,27,644,144
58,Brighton Park,11572,326,5307,380,2413,281,424,125,0,43,0,43,2470,278,6265,397,3070,351,529,146,24,57,0,43,2642,320
59,McKinley Park,5185,166,2917,223,1408,195,109,67,0,25,0,25,1400,185,2268,227,1209,206,36,35,0,25,0,25,1023,185
60,Bridgeport,12140,316,5732,330,2710,272,118,67,0,37,0,37,2904,275,6408,374,2934,329,144,80,29,48,19,46,3282,326
61,New City,11621,370,5071,337,2412,261,295,107,4,46,0,47,2360,261,6550,395,3486,335,496,144,56,64,0,47,2512,299
62,West Elsdon,5027,151,3690,206,1697,240,223,102,0,27,0,27,1770,204,1337,207,595,151,75,68,0,27,0,27,667,162
63,Gage Park,9405,238,5302,315,2727,301,257,101,20,42,0,41,2298,257,4103,316,2347,287,474,161,24,53,0,41,1258,233
64,Clearing,8389,219,6346,275,2404,274,56,57,0,31,0,31,3886,316,2043,251,769,183,53,65,0,31,0,31,1221,224
65,West Lawn,9111,215,7068,295,3225,339,284,160,0,34,0,34,3559,319,2043,287,1049,249,153,95,0,34,0,34,841,192
66,Chicago Lawn,15416,427,6869,405,3367,343,174,98,36,54,0,49,3292,327,8547,494,5102,436,527,173,39,63,21,58,2858,349
67,West Englewood,10364,339,4884,312,2314,241,101,76,0,48,0,48,2469,245,5480,346,3543,316,260,109,4,47,0,48,1673,234
68,Englewood,9803,383,2904,271,1259,201,29,48,0,36,0,36,1616,216,6899,383,4207,350,307,120,21,48,0,36,2364,276
69,Greater Grand Crossing,12605,368,4458,302,1896,235,33,48,0,38,0,38,2529,260,8147,412,4351,386,241,98,25,49,0,38,3530,365
70,Ashburn,12780,230,11000,330,3409,355,271,117,35,66,0,41,7285,397,1780,314,797,228,24,44,0,41,28,59,931,235
71,Auburn Gresham,17173,440,8009,393,3636,338,37,49,8,46,0,46,4328,361,9164,472,5461,451,386,148,10,47,0,46,3307,357
72,Beverly,7705,196,6296,195,1464,200,47,39,0,29,0,29,4785,246,1409,178,542,138,0,29,0,29,0,29,867,178
73,Washington Heights,9308,303,6254,319,2460,281,21,44,0,33,0,33,3773,313,3054,345,1573,276,62,60,30,56,0,33,1389,267
74,Mount Greenwood,6589,208,5973,203,1261,226,0,25,0,25,0,25,4712,261,616,147,164,89,25,41,0,25,0,25,427,131
75,Morgan Park,8009,269,6051,293,1581,254,29,35,0,31,0,31,4441,293,1958,277,925,220,50,40,0,31,0,31,983,200
76,O'Hare,6108,207,2827,306,1145,248,84,85,18,45,0,38,1580,273,3281,331,1592,312,76,80,0,38,0,38,1613,299
77,Edgewater,29110,543,11363,570,4579,437,117,86,0,48,0,48,6667,496,17747,672,8761,600,786,246,69,85,29,52,8102,623
