tract,area_id,area_name
36005031000,BX31,Allerton-Pelham Gardens
36005031200,BX31,Allerton-Pelham Gardens
36005031400,BX31,Allerton-Pelham Gardens
36005031600,BX31,Allerton-Pelham Gardens
36005031800,BX31,Allerton-Pelham Gardens
36005032600,BX31,Allerton-Pelham Gardens
36005034200,BX31,Allerton-Pelham Gardens
36005034400,BX31,Allerton-Pelham Gardens
36005034800,BX31,Allerton-Pelham Gardens
36005035000,BX31,Allerton-Pelham Gardens
36005036000,BX31,Allerton-Pelham Gardens
36005023702,BX05,Bedford Park-Fordham North
36005039901,BX05,Bedford Park-Fordham North
36005039902,BX05,Bedford Park-Fordham North
36005040100,BX05,Bedford Park-Fordham North
36005040302,BX05,Bedford Park-Fordham North
36005040501,BX05,Bedford Park-Fordham North
36005040502,BX05,Bedford Park-Fordham North
36005040702,BX05,Bedford Park-Fordham North
36005041100,BX05,Bedford Park-Fordham North
36005041300,BX05,Bedford Park-Fordham North
36005041500,BX05,Bedford Park-Fordham North
36005038700,BX06,Belmont
36005038900,BX06,Belmont
36005039100,BX06,Belmont
36005039300,BX06,Belmont
36005039700,BX06,Belmont
36005032400,BX07,Bronxdale
36005032800,BX07,Bronxdale
36005033000,BX07,Bronxdale
36005033201,BX07,Bronxdale
36005033202,BX07,Bronxdale
36005033600,BX07,Bronxdale
36005033800,BX07,Bronxdale
36005034000,BX07,Bronxdale
36005014500,BX01,Claremont-Bathgate
36005014701,BX01,Claremont-Bathgate
36005014702,BX01,Claremont-Bathgate
36005016500,BX01,Claremont-Bathgate
36005016700,BX01,Claremont-Bathgate
36005016900,BX01,Claremont-Bathgate
36005038500,BX01,Claremont-Bathgate
36005039500,BX01,Claremont-Bathgate
36005030200,BX13,Co-op City
36005046201,BX13,Co-op City
36005046202,BX13,Co-op City
36005006000,BX75,Crotona Park East
36005012300,BX75,Crotona Park East
36005015300,BX75,Crotona Park East
36005015500,BX75,Crotona Park East
36005015700,BX75,Crotona Park East
36005016100,BX75,Crotona Park East
36005005902,BX14,East Concourse-Concourse Village
36005006100,BX14,East Concourse-Concourse Village
36005014300,BX14,East Concourse-Concourse Village
36005017300,BX14,East Concourse-Concourse Village
36005017500,BX14,East Concourse-Concourse Village
36005017701,BX14,East Concourse-Concourse Village
36005017702,BX14,East Concourse-Concourse Village
36005017901,BX14,East Concourse-Concourse Village
36005017902,BX14,East Concourse-Concourse Village
36005018101,BX14,East Concourse-Concourse Village
36005018102,BX14,East Concourse-Concourse Village
36005018301,BX14,East Concourse-Concourse Village
36005018302,BX14,East Concourse-Concourse Village
36005022500,BX14,East Concourse-Concourse Village
36005022000,BX17,East Tremont
36005035900,BX17,East Tremont
36005036100,BX17,East Tremont
36005036300,BX17,East Tremont
36005036501,BX17,East Tremont
36005036502,BX17,East Tremont
36005036700,BX17,East Tremont
36005036901,BX17,East Tremont
36005036902,BX17,East Tremont
36005037100,BX17,East Tremont
36005037300,BX17,East Tremont
36005037504,BX17,East Tremont
36005035600,BX03,Eastchester-Edenwald-Baychester
36005035800,BX03,Eastchester-Edenwald-Baychester
36005036400,BX03,Eastchester-Edenwald-Baychester
36005038600,BX03,Eastchester-Edenwald-Baychester
36005045600,BX03,Eastchester-Edenwald-Baychester
36005045800,BX03,Eastchester-Edenwald-Baychester
36005046000,BX03,Eastchester-Edenwald-Baychester
36005048400,BX03,Eastchester-Edenwald-Baychester
36005023703,BX40,Fordham South
36005023704,BX40,Fordham South
36005023900,BX40,Fordham South
36005038301,BX40,Fordham South
36005038302,BX40,Fordham South
36005018900,BX26,Highbridge
36005019300,BX26,Highbridge
36005019900,BX26,Highbridge
36005020100,BX26,Highbridge
36005021100,BX26,Highbridge
36005021302,BX26,Highbridge
36005021900,BX26,Highbridge
36005008900,BX27,Hunts Point
36005009300,BX27,Hunts Point
36005011502,BX27,Hunts Point
36005011700,BX27,Hunts Point
36005011900,BX27,Hunts Point
36005012102,BX27,Hunts Point
36005012701,BX27,Hunts Point
36005015900,BX27,Hunts Point
36005025300,BX30,Kingsbridge Heights
36005025500,BX30,Kingsbridge Heights
36005026100,BX30,Kingsbridge Heights
36005026300,BX30,Kingsbridge Heights
36005026500,BX30,Kingsbridge Heights
36005026900,BX30,Kingsbridge Heights
36005008300,BX33,Longwood
36005008500,BX33,Longwood
36005008700,BX33,Longwood
36005012901,BX33,Longwood
36005013100,BX33,Longwood
36005006500,BX34,Melrose South-Mott Haven North
36005006700,BX34,Melrose South-Mott Haven North
36005006900,BX34,Melrose South-Mott Haven North
36005007100,BX34,Melrose South-Mott Haven North
36005007300,BX34,Melrose South-Mott Haven North
36005007500,BX34,Melrose South-Mott Haven North
36005007700,BX34,Melrose South-Mott Haven North
36005007900,BX34,Melrose South-Mott Haven North
36005012101,BX35,Morrisania-Melrose
36005012500,BX35,Morrisania-Melrose
36005013300,BX35,Morrisania-Melrose
36005013500,BX35,Morrisania-Melrose
36005014100,BX35,Morrisania-Melrose
36005014900,BX35,Morrisania-Melrose
36005015100,BX35,Morrisania-Melrose
36005018500,BX35,Morrisania-Melrose
36005001900,BX39,Mott Haven-Port Morris
36005002300,BX39,Mott Haven-Port Morris
36005002500,BX39,Mott Haven-Port Morris
