,,,,,,
New York City 2010 Census Tract to Neighborhood Tabulation Area (NTA) Equivalency,,,,,,
,,,,,,
Borough,2010 Census Bureau FIPS County Code,2010 NYC Borough Code,2010 Census Tract,PUMA,Neighborhood Tabulation Area (NTA),
Brooklyn,047,3,075800,4015,BK43,Midwood
Brooklyn,047,3,076000,4015,BK43,Midwood
Brooklyn,047,3,076200,4015,BK43,Midwood
Brooklyn,047,3,076800,4015,BK43,Midwood
Brooklyn,047,3,051300,4001,BK73,North Side-South Side
Brooklyn,047,3,051500,4001,BK73,North Side-South Side
Brooklyn,047,3,051700,4001,BK73,North Side-South Side
Brooklyn,047,3,051900,4001,BK73,North Side-South Side
Brooklyn,047,3,052300,4001,BK73,North Side-South Side
Brooklyn,047,3,052500,4001,BK73,North Side-South Side
Brooklyn,047,3,052700,4001,BK73,North Side-South Side
Brooklyn,047,3,054700,4001,BK73,North Side-South Side
Brooklyn,047,3,054900,4001,BK73,North Side-South Side
Brooklyn,047,3,055100,4001,BK73,North Side-South Side
Brooklyn,047,3,055300,4001,BK73,North Side-South Side
Brooklyn,047,3,055500,4001,BK73,North Side-South Side
Brooklyn,047,3,055700,4001,BK73,North Side-South Side
Brooklyn,047,3,030100,4007,BK79,Ocean Hill
Brooklyn,047,3,030300,4007,BK79,Ocean Hill
Brooklyn,047,3,036100,4007,BK79,Ocean Hill
Brooklyn,047,3,036300,4007,BK79,Ocean Hill
Brooklyn,047,3,036501,4007,BK79,Ocean Hill
Brooklyn,047,3,036502,4007,BK79,Ocean Hill
Brooklyn,047,3,036700,4007,BK79,Ocean Hill
Brooklyn,047,3,036900,4007,BK79,Ocean Hill
Brooklyn,047,3,037100,4007,BK79,Ocean Hill
Brooklyn,047,3,037300,4007,BK79,Ocean Hill
Brooklyn,047,3,043800,4014,BK46,Ocean Parkway South
Brooklyn,047,3,044000,4014,BK46,Ocean Parkway South
Brooklyn,047,3,044200,4014,BK46,Ocean Parkway South
Brooklyn,047,3,044400,4014,BK46,Ocean Parkway South
Brooklyn,047,3,044800,4014,BK46,Ocean Parkway South
Brooklyn,047,3,045000,4014,BK46,Ocean Parkway South
Brooklyn,047,3,045200,4014,BK46,Ocean Parkway South
Brooklyn,047,3,045400,4014,BK46,Ocean Parkway South
Brooklyn,047,3,046202,4014,BK46,Ocean Parkway South
Brooklyn,047,3,011700,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,011900,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,012100,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,012901,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,012902,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,013100,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,013300,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,013500,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,013700,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,013900,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,014100,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,014300,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,014900,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015100,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015300,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015500,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015700,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015900,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,016500,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,016700,4005,BK37,Park Slope-Gowanus
Brooklyn,047,3,015400,4013,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,017500,4012,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,017700,4005,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,040700,4002,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,054300,4004,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,066600,4009,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,070202,4009,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,070203,4009,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,085200,4010,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,118000,4008,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,990100,4018,BK99,park-cemetery-etc-Brooklyn
Brooklyn,047,3,016100,4006,BK64,Prospect Heights
Brooklyn,047,3,016300,4006,BK64,Prospect Heights
Brooklyn,047,3,020300,4006,BK64,Prospect Heights
Brooklyn,047,3,020500,4006,BK64,Prospect Heights
Brooklyn,047,3,020700,4006,BK64,Prospect Heights
Brooklyn,047,3,021500,4006,BK64,Prospect Heights
Brooklyn,047,3,032700,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,032900,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,079601,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,079602,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,079801,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,079802,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,080000,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,080200,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,080400,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,080600,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,080800,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,081000,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,082000,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,082200,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,087401,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,087600,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,087800,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,088000,4011,BK60,Prospect Lefferts Gardens-Wingate
Brooklyn,047,3,084600,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,084800,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,086200,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,086400,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,086600,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,086800,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,088200,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,088400,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,088600,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,088800,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,089000,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,092800,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,093000,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,093400,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,093600,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,093800,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,094600,4010,BK96,Rugby-Remsen Village
Brooklyn,047,3,032600,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,032800,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,033000,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,033600,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,034000,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,034200,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,034800,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,035200,4018,BK21,Seagate-Coney Island
Brooklyn,047,3,057000,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,057200,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,058600,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059000,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059200,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059401,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059402,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059600,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,059800,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,060000,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,060600,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,060800,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,061200,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,061600,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,062000,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,062200,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,062600,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,062800,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,063200,4016,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
Brooklyn,047,3,105801,4008,BK93,Starrett City
Brooklyn,047,3,105804,4008,BK93,Starrett City
Brooklyn,047,3,027300,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,027500,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,027700,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,027900,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,028100,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,028300,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,028502,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,028700,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,028900,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,029100,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,029300,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,029500,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,037500,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,037700,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,037900,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,038300,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,038500,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,038700,4003,BK35,Stuyvesant Heights
Brooklyn,047,3,008600,4012,BK34,Sunset Park East
Brooklyn,047,3,008800,4012,BK34,Sunset Park East
Brooklyn,047,3,009000,4012,BK34,Sunset Park East
Brooklyn,047,3,009200,4012,BK34,Sunset Park East
Brooklyn,047,3,009400,4012,BK34,Sunset Park East
Brooklyn,047,3,009600,4012,BK34,Sunset Park East
Brooklyn,047,3,009800,4012,BK34,Sunset Park East
Brooklyn,047,3,010000,4012,BK34,Sunset Park East
Brooklyn,047,3,010200,4012,BK34,Sunset Park East
Brooklyn,047,3,010400,4012,BK34,Sunset Park East
Brooklyn,047,3,010600,4012,BK34,Sunset Park East
Brooklyn,047,3,010800,4012,BK34,Sunset Park East
Brooklyn,047,3,011000,4012,BK34,Sunset Park East
Brooklyn,047,3,011200,4012,BK34,Sunset Park East
Brooklyn,047,3,011800,4012,BK34,Sunset Park East
Brooklyn,047,3,012000,4012,BK34,Sunset Park East
Brooklyn,047,3,000200,4012,BK32,Sunset Park West
Brooklyn,047,3,001800,4012,BK32,Sunset Park West
Brooklyn,047,3,002000,4012,BK32,Sunset Park West
Brooklyn,047,3,002200,4012,BK32,Sunset Park West
Brooklyn,047,3,007200,4012,BK32,Sunset Park West
Brooklyn,047,3,007400,4012,BK32,Sunset Park West
Brooklyn,047,3,007600,4012,BK32,Sunset Park West
Brooklyn,047,3,007800,4012,BK32,Sunset Park West
Brooklyn,047,3,008000,4012,BK32,Sunset Park West
Brooklyn,047,3,008200,4012,BK32,Sunset Park West
Brooklyn,047,3,008400,4012,BK32,Sunset Park West
Brooklyn,047,3,010100,4012,BK32,Sunset Park West
Brooklyn,047,3,012200,4012,BK32,Sunset Park West
Brooklyn,047,3,014500,4012,BK32,Sunset Park West
Brooklyn,047,3,014700,4012,BK32,Sunset Park West
Brooklyn,047,3,035000,4018,BK23,West Brighton
Brooklyn,047,3,035400,4018,BK23,West Brighton
Brooklyn,047,3,035601,4018,BK23,West Brighton
Brooklyn,047,3,035602,4018,BK23,West Brighton
Brooklyn,047,3,050900,4001,BK72,Williamsburg
Brooklyn,047,3,052900,4001,BK72,Williamsburg
Brooklyn,047,3,053300,4001,BK72,Williamsburg
Brooklyn,047,3,053500,4001,BK72,Williamsburg
Brooklyn,047,3,053700,4001,BK72,Williamsburg
Brooklyn,047,3,053900,4001,BK72,Williamsburg
Brooklyn,047,3,054500,4001,BK72,Williamsburg
Brooklyn,047,3,016900,4012,BK40,Windsor Terrace
Brooklyn,047,3,017100,4012,BK40,Windsor Terrace
Brooklyn,047,3,050000,4012,BK40,Windsor Terrace
Brooklyn,047,3,050202,4012,BK40,Windsor Terrace
Brooklyn,047,3,050400,4012,BK40,Windsor Terrace
Brooklyn,047,3,150200,4012,BK40,Windsor Terrace
Manhattan,061,1,000700,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,000900,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,001300,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,001501,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,001502,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,031703,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,031704,3810,MN25,Battery Park City-Lower Manhattan
Manhattan,061,1,020600,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,020800,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,021200,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,021400,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,021500,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,022102,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,022400,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,022600,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,022800,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,023000,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,023200,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,023400,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,023502,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,023600,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,024302,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,025900,3803,MN03,Central Harlem North-Polo Grounds
Manhattan,061,1,018600,3803,MN11,Central Harlem South
Manhattan,061,1,019000,3803,MN11,Central Harlem South
Manhattan,061,1,019702,3803,MN11,Central Harlem South
Manhattan,061,1,020000,3803,MN11,Central Harlem South
Manhattan,061,1,020102,3803,MN11,Central Harlem South
Manhattan,061,1,021600,3803,MN11,Central Harlem South
Manhattan,061,1,021800,3803,MN11,Central Harlem South
Manhattan,061,1,022000,3803,MN11,Central Harlem South
Manhattan,061,1,022200,3803,MN11,Central Harlem South
Manhattan,061,1,025700,3803,MN11,Central Harlem South
Manhattan,061,1,000800,3809,MN27,Chinatown
Manhattan,061,1,001600,3809,MN27,Chinatown
Manhattan,061,1,001800,3809,MN27,Chinatown
Manhattan,061,1,002500,3809,MN27,Chinatown
Manhattan,061,1,002700,3809,MN27,Chinatown
Manhattan,061,1,002900,3809,MN27,Chinatown
Manhattan,061,1,003001,3809,MN27,Chinatown
Manhattan,061,1,003601,3809,MN27,Chinatown
Manhattan,061,1,011500,3807,MN15,Clinton
Manhattan,061,1,012100,3807,MN15,Clinton
Manhattan,061,1,012700,3807,MN15,Clinton
Manhattan,061,1,012900,3807,MN15,Clinton
Manhattan,061,1,013300,3807,MN15,Clinton
Manhattan,061,1,013500,3807,MN15,Clinton
Manhattan,061,1,013900,3807,MN15,Clinton
Manhattan,061,1,017800,3804,MN34,East Harlem North
Manhattan,061,1,018000,3804,MN34,East Harlem North
Manhattan,061,1,018200,3804,MN34,East Harlem North
Manhattan,061,1,018400,3804,MN34,East Harlem North
Manhattan,061,1,018800,3804,MN34,East Harlem North
Manhattan,061,1,019200,3804,MN34,East Harlem North
Manhattan,061,1,019400,3804,MN34,East Harlem North
Manhattan,061,1,019600,3804,MN34,East Harlem North
Manhattan,061,1,019800,3804,MN34,East Harlem North
Manhattan,061,1,021000,3804,MN34,East Harlem North
Manhattan,061,1,024200,3804,MN34,East Harlem North
Manhattan,061,1,015602,3804,MN33,East Harlem South
Manhattan,061,1,015802,3804,MN33,East Harlem South
Manhattan,061,1,016002,3804,MN33,East Harlem South
Manhattan,061,1,016200,3804,MN33,East Harlem South
Manhattan,061,1,016400,3804,MN33,East Harlem South
Manhattan,061,1,016600,3804,MN33,East Harlem South
Manhattan,061,1,016800,3804,MN33,East Harlem South
Manhattan,061,1,017000,3804,MN33,East Harlem South
Manhattan,061,1,017200,3804,MN33,East Harlem South
Manhattan,061,1,017401,3804,MN33,East Harlem South
Manhattan,061,1,017402,3804,MN33,East Harlem South
Manhattan,061,1,003002,3809,MN22,East Village
Manhattan,061,1,003200,3809,MN22,East Village
Manhattan,061,1,003400,3809,MN22,East Village
Manhattan,061,1,003602,3809,MN22,East Village
Manhattan,061,1,003800,3809,MN22,East Village
Manhattan,061,1,004000,3809,MN22,East Village
Manhattan,061,1,004200,3809,MN22,East Village
Manhattan,061,1,004800,3808,MN21,Gramercy
Manhattan,061,1,005000,3808,MN21,Gramercy
Manhattan,061,1,006400,3808,MN21,Gramercy
Manhattan,061,1,006800,3808,MN21,Gramercy
Manhattan,061,1,022500,3802,MN04,Hamilton Heights
Manhattan,061,1,022700,3802,MN04,Hamilton Heights
Manhattan,061,1,022900,3802,MN04,Hamilton Heights
Manhattan,061,1,023100,3802,MN04,Hamilton Heights
Manhattan,061,1,023300,3802,MN04,Hamilton Heights
Manhattan,061,1,023501,3802,MN04,Hamilton Heights
Manhattan,061,1,023700,3802,MN04,Hamilton Heights
Manhattan,061,1,005200,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,005400,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,005600,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,005800,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,008100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,008300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,008700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,008900,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,009100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,009300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,009700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,009900,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,010300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,011100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,011700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square
Manhattan,061,1,010602,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,011000,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,011600,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,011800,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,012400,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,012600,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,013200,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,013400,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,023801,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,023802,3805,MN31,Lenox Hill-Roosevelt Island
Manhattan,061,1,014500,3806,MN14,Lincoln Square
Manhattan,061,1,014700,3806,MN14,Lincoln Square
Manhattan,061,1,014900,3806,MN14,Lincoln Square
Manhattan,061,1,015100,3806,MN14,Lincoln Square
Manhattan,061,1,015300,3806,MN14,Lincoln Square
Manhattan,061,1,015500,3806,MN14,Lincoln Square
Manhattan,061,1,015700,3806,MN14,Lincoln Square
Manhattan,061,1,015900,3806,MN14,Lincoln Square
Manhattan,061,1,000201,3809,MN28,Lower East Side
Manhattan,061,1,000202,3809,MN28,Lower East Side
Manhattan,061,1,000600,3809,MN28,Lower East Side
Manhattan,061,1,001001,3809,MN28,Lower East Side
Manhattan,061,1,001002,3809,MN28,Lower East Side
Manhattan,061,1,001200,3809,MN28,Lower East Side
Manhattan,061,1,001401,3809,MN28,Lower East Side
Manhattan,061,1,001402,3809,MN28,Lower East Side
Manhattan,061,1,002000,3809,MN28,Lower East Side
Manhattan,061,1,002201,3809,MN28,Lower East Side
Manhattan,061,1,002202,3809,MN28,Lower East Side
Manhattan,061,1,002400,3809,MN28,Lower East Side
Manhattan,061,1,002601,3809,MN28,Lower East Side
Manhattan,061,1,002602,3809,MN28,Lower East Side
Manhattan,061,1,002800,3809,MN28,Lower East Side
Manhattan,061,1,021303,3802,MN06,Manhattanville
Manhattan,061,1,021703,3802,MN06,Manhattanville
Manhattan,061,1,021900,3802,MN06,Manhattanville
Manhattan,061,1,022301,3802,MN06,Manhattanville
Manhattan,061,1,022302,3802,MN06,Manhattanville
Manhattan,061,1,029100,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,029300,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,029500,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,029900,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,030300,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,030700,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,030900,3801,MN01,Marble Hill-Inwood
Manhattan,061,1,007400,3807,MN17,Midtown-Midtown South
Manhattan,061,1,007600,3807,MN17,Midtown-Midtown South
Manhattan,061,1,008400,3807,MN17,Midtown-Midtown South
Manhattan,061,1,009400,3807,MN17,Midtown-Midtown South
Manhattan,061,1,009500,3807,MN17,Midtown-Midtown South
Manhattan,061,1,009600,3807,MN17,Midtown-Midtown South
Manhattan,061,1,010100,3807,MN17,Midtown-Midtown South
Manhattan,061,1,010200,3807,MN17,Midtown-Midtown South
Manhattan,061,1,010400,3807,MN17,Midtown-Midtown South
Manhattan,061,1,010900,3807,MN17,Midtown-Midtown South
Manhattan,061,1,011201,3807,MN17,Midtown-Midtown South
Manhattan,061,1,011202,3807,MN17,Midtown-Midtown South
Manhattan,061,1,011300,3807,MN17,Midtown-Midtown South
Manhattan,061,1,011900,3807,MN17,Midtown-Midtown South
Manhattan,061,1,012500,3807,MN17,Midtown-Midtown South
Manhattan,061,1,013100,3807,MN17,Midtown-Midtown South
Manhattan,061,1,013700,3807,MN17,Midtown-Midtown South
Manhattan,061,1,019300,3802,MN09,Morningside Heights
Manhattan,061,1,019500,3802,MN09,Morningside Heights
Manhattan,061,1,019701,3802,MN09,Morningside Heights
Manhattan,061,1,019900,3802,MN09,Morningside Heights
Manhattan,061,1,020101,3802,MN09,Morningside Heights
Manhattan,061,1,020300,3802,MN09,Morningside Heights
Manhattan,061,1,020500,3802,MN09,Morningside Heights
Manhattan,061,1,020701,3802,MN09,Morningside Heights
Manhattan,061,1,020901,3802,MN09,Morningside Heights
Manhattan,061,1,021100,3802,MN09,Morningside Heights
Manhattan,061,1,006200,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,006600,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,007000,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,007200,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,007800,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,008000,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,008200,3808,MN20,Murray Hill-Kips Bay
Manhattan,061,1,000100,3810,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,000500,3810,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,014300,3806,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,024000,3804,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,029700,3801,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,031100,3801,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,031900,3810,MN99,park-cemetery-etc-Manhattan
Manhattan,061,1,002100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,003100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,003300,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,003700,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,003900,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004300,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004500,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004700,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004900,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy
Manhattan,061,1,004400,3808,MN50,Stuyvesant Town-Cooper Village
Manhattan,061,1,006000,3808,MN50,Stuyvesant Town-Cooper Village
Manhattan,061,1,008601,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,008602,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,008603,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,008800,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,009000,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,009200,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,009800,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,010000,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,010601,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,010800,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,011203,3808,MN19,Turtle Bay-East Midtown
Manhattan,061,1,011401,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,011402,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,012000,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,012200,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,012800,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,013000,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,014000,3805,MN40,Upper East Side-Carnegie Hill
